ID,Type,Number,Datetime [UTC],GyroX [rad/s],GyroY [rad/s],GyroZ [rad/s],AccX [m/s^2],AccY [m/s^2],AccZ [m/s^2],MagX,MagY,MagZ,q0,q1,q2,q3
RET,ATT,54,1721055300739,-0.005437434185296298,0.009721703827381134,0.0033775346819311385,-0.17945326864719394,-0.13623352348804477,9.778593063354492,-0.17481374740600586,0.03418135643005371,-1.3077402114868164,1,0,0,0
RET,ATT,55,1721055301740,-0.005041808355599643,0.009658373892307281,0.0034065917134284973,-0.1873614937067032,-0.14033041894435885,9.765635490417482,-0.17673587799072266,0.033213138580322266,-1.3082733154296875,1,0,0,0
RET,ATT,56,1721055302740,-0.005893409252166748,0.01019705180078745,0.0031026084907352924,-0.18421317636966708,-0.141117736697197,9.76810073852539,-0.17418217658996582,0.03367257118225098,-1.3111827373504639,1,0,0,0
RET,ATT,57,1721055303739,-0.004705414641648532,0.00972952786833048,0.0034825881011784077,-0.1899799555540085,-0.1366618722677231,9.774355888366701,-0.1741948127746582,0.03172612190246582,-1.3101840019226074,1,0,0,0
RET,ATT,58,1721055304740,-0.00536292837932706,0.009965337812900543,0.0031663111876696353,-0.18469665944576266,-0.1406243592500687,9.762011528015138,-0.17370009422302246,0.034157752990722656,-1.3111743927001953,1,0,0,0
RET,ATT,59,1721055305740,-0.005016476381570102,0.010640360414981842,0.004077143967151642,-0.18477466702461243,-0.13494391739368441,9.754088401794435,-0.1746513843536377,0.0322115421295166,-1.311185598373413,1,0,0,0
RET,ATT,60,1721055306739,-0.005117803346365691,0.009803660213947296,0.0037634747568517928,-0.18586987257003784,-0.1299671232700348,9.786938667297365,-0.17723798751831055,0.03419160842895508,-1.3082902431488037,1,0,0,0
RET,ATT,61,1721055307740,-0.0052247196435928345,0.009703824296593666,0.0038227073382586245,-0.191069170832634,-0.1395433694124222,9.778414726257326,-0.1753220558166504,0.03564763069152832,-1.3077600002288818,1,0,0,0
RET,ATT,62,1721055308739,-0.005668402183800937,0.00997353345155716,0.003246404463425279,-0.18366371095180514,-0.13989302515983582,9.795079231262209,-0.174285888671875,0.03417348861694336,-1.3087165355682373,1,0,0,0
RET,ATT,63,1721055309739,-0.005006417632102966,0.009611808694899084,0.0030094760004431014,-0.1782615035772324,-0.1320077031850815,9.77630138397217,-0.1761178970336914,0.033679962158203125,-1.3117213249206543,1,0,0,0
RET,ATT,64,1721055310739,-0.005199759267270565,0.009723939932882788,0.0034546474926173687,-0.18288613855838778,-0.12526646256446838,9.775579452514648,-0.1722402572631836,0.0346376895904541,-1.311143398284912,1,0,0,0
RET,ATT,65,1721055311741,-0.0049635772593319425,0.009975769557058813,0.0032862648367881775,-0.18916749954223633,-0.14866694808006287,9.752496719360352,-0.17616987228393555,0.034661054611206055,-1.310739517211914,1,0,0,0
RET,ATT,66,1721055312739,-0.005247443914413452,0.010057725943624975,0.003386102616786957,-0.17960564792156222,-0.14884507656097412,9.777318000793459,-0.1755971908569336,0.03416013717651367,-1.3127005100250244,1,0,0,0
RET,ATT,67,1721055313740,-0.005232915747910739,0.00975821167230606,0.003588758409023285,-0.1815122365951538,-0.1310805380344391,9.76781749725342,-0.1766071319580078,0.03514361381530762,-1.312234878540039,1,0,0,0
RET,ATT,68,1721055314740,-0.004884228575974704,0.009421445429325104,0.003391318721696735,-0.18549712002277377,-0.13597626984119418,9.773260116577148,-0.17521142959594727,0.033197641372680664,-1.3097212314605713,1,0,0,0
RET,ATT,69,1721055315740,-0.005490705836564303,0.009976142086088659,0.0038778409361839294,-0.18583793938159945,-0.1389789581298828,9.770623207092287,-0.1755838394165039,0.03318428993225098,-1.312695026397705,1,0,0,0
RET,ATT,70,1721055316740,-0.004759802483022213,0.008952804841101171,0.003331713378429413,-0.18905435502529147,-0.1437705904245377,9.737264633178711,-0.17522430419921875,0.032712459564208984,-1.3092246055603027,1,0,0,0
RET,ATT,71,1721055317740,-0.005405395757406951,0.009254924952983856,0.003368593752384186,-0.18756748735904696,-0.1323976218700409,9.779870033264162,-0.17399120330810547,0.034197330474853516,-1.3037676811218262,1,0,0,0
RET,ATT,72,1721055318741,-0.005133821628987789,0.009865126572549345,0.0034788623452186584,-0.18616560101509094,-0.13624443113803866,9.764604568481445,-0.17482590675354004,0.032235145568847656,-1.30674147605896,1,0,0,0
RET,ATT,73,1721055319740,-0.005687402095645667,0.009735490195453169,0.0033559282310307026,-0.18426969647407532,-0.13968448340892795,9.767709732055664,-0.17383551597595215,0.0327150821685791,-1.307215690612793,1,0,0,0
RET,ATT,74,1721055320740,-0.004812329541891814,0.009506382048130035,0.0036621463950723414,-0.1855183690786362,-0.14302018284797668,9.777342796325685,-0.17484617233276367,0.03515982627868652,-1.3072521686553955,1,0,0,0
RET,ATT,75,1721055321740,-0.004684552550315857,0.009505265392363073,0.0029990447219461207,-0.1809569746255875,-0.13137409090995789,9.774828910827638,-0.17570734024047852,0.035149335861206055,-1.3102374076843262,1,0,0,0
RET,ATT,76,1721055322740,-0.005050749052315951,0.009764544665813446,0.003164075547829271,-0.19586575031280518,-0.14294835925102234,9.770503997802734,-0.1743180751800537,0.0336909294128418,-1.3077261447906494,1,0,0,0
RET,ATT,77,1721055323740,-0.004979595076292754,0.00898633059114218,0.002887285780161619,-0.17979741096496582,-0.13257734477519992,9.774149894714357,-0.17674899101257324,0.032727956771850586,-1.307776689529419,1,0,0,0
RET,ATT,78,1721055324740,-0.005276501178741455,0.009551086463034155,0.00364501029253006,-0.18949155509471896,-0.13092972338199618,9.773479461669922,-0.17171859741210938,0.0321958065032959,-1.3111181259155273,1,0,0,0
RET,ATT,79,1721055325740,-0.005447864998131991,0.009425170719623566,0.0029286369681358337,-0.1877739131450653,-0.13711702823638916,9.774480819702148,-0.17705678939819336,0.033679962158203125,-1.3127315044403076,1,0,0,0
RET,ATT,80,1721055326740,-0.005450844764709473,0.00964049343019724,0.003178603947162628,-0.17993433773517611,-0.13867326080799106,9.783289909362795,-0.17593693733215332,0.03462934494018555,-1.316664695739746,1,0,0,0
RET,ATT,81,1721055327739,-0.005192681215703487,0.009649805724620819,0.0031327831093221907,-0.1821577250957489,-0.13793237507343295,9.776167869567873,-0.17589759826660156,0.03170204162597656,-1.3166477680206299,1,0,0,0
RET,ATT,82,1721055328740,-0.004975496791303158,0.010002962313592436,0.0033924351446330547,-0.18308740854263306,-0.1395798921585083,9.78267002105713,-0.17448115348815918,0.03504610061645508,-1.3289895057678223,1,0,0,0
RET,ATT,83,1721055329739,-0.005479901563376189,0.009758954867720604,0.0031730160117149353,-0.18197742104530334,-0.1347952634096146,9.774081230163576,-0.17691826820373535,0.034570932388305664,-1.329042911529541,1,0,0,0
RET,ATT,84,1721055330740,-0.004656985867768527,0.009522400796413422,0.002901815110817552,-0.186785563826561,-0.14208109676837924,9.747505187988281,-0.1764681339263916,0.03457379341125488,-1.3280441761016846,1,0,0,0
RET,ATT,85,1721055331739,-0.005162507761269809,0.009023585356771948,0.00326912896707654,-0.19347481429576877,-0.13646827638149264,9.772031784057617,-0.17575979232788086,0.03551506996154785,-1.3339636325836182,1,0,0,0
RET,ATT,86,1721055332740,-0.005441904533654452,0.009436719119548798,0.0032866375986486678,-0.1855541467666626,-0.13125193119049072,9.796290397644045,-0.17679548263549805,0.03552842140197754,-1.3325049877166748,1,0,0,0
RET,ATT,87,1721055333741,-0.004616752732545138,0.009977631270885468,0.003408081829547882,-0.18940803408622742,-0.13405463099479675,9.774939537048342,-0.17824244499206543,0.0340726375579834,-1.3325300216674805,1,0,0,0
RET,ATT,88,1721055334740,-0.0048784539103507996,0.010196865536272528,0.0031847506761550903,-0.18983615934848788,-0.14599023759365085,9.787824630737305,-0.17878031730651855,0.035965919494628906,-1.3444147109985352,1,0,0,0
RET,ATT,89,1721055335739,-0.004975498653948307,0.009200165048241615,0.0029882423114031558,-0.1802903860807419,-0.13818009197711947,9.783828735351562,-0.17924046516418457,0.03638768196105957,-1.357771635055542,1,0,0,0
RET,ATT,90,1721055336740,-0.005366653203964233,0.009979494847357275,0.0032650306820869446,-0.18197624385356906,-0.13364614546298983,9.784333229064943,-0.17963218688964844,0.0363771915435791,-1.3602516651153564,1,0,0,0
RET,ATT,91,1721055337741,-0.0057425349950790405,0.01038108114153147,0.003409572178497911,-0.1798754334449768,-0.13507717847824097,9.779123306274414,-0.1791830062866211,0.03930187225341797,-1.3602573871612549,1,0,0,0
RET,ATT,92,1721055338740,-0.005161762703210116,0.00932980328798294,0.00354927103035152,-0.1919320821762085,-0.14337010681629184,9.775148391723633,-0.17884492874145508,0.03500080108642578,-1.3424339294433594,1,0,0,0
RET,ATT,93,1721055339739,-0.005315990187227726,0.0094266626983881,0.002662651473656297,-0.1803889721632004,-0.1373434066772461,9.77754020690918,-0.1765429973602295,0.03403306007385254,-1.3384218215942383,1,0,0,0
RET,ATT,94,1721055340740,-0.0055693089962005615,0.009553694166243078,0.0028511504642665386,-0.18328604102134705,-0.13395816087722778,9.773694038391115,-0.1774888038635254,0.03598165512084961,-1.3399369716644287,1,0,0,0
RET,ATT,95,1721055341740,-0.005079059861600399,0.00955257471650839,0.003626011079177261,-0.18553502857685092,-0.13421918451786044,9.783613204956055,-0.1784532070159912,0.03501129150390625,-1.3399536609649658,1,0,0,0
RET,ATT,96,1721055342739,-0.0054057687520980835,0.009839423932135107,0.0035168607719242573,-0.1919688880443573,-0.14055034518241882,9.765395164489748,-0.1779026985168457,0.03652524948120117,-1.3295702934265137,1,0,0,0
RET,ATT,97,1721055343740,-0.004849209450185299,0.009869968518614769,0.0037143009249120955,-0.18266771733760837,-0.1289685815572739,9.768575668334961,-0.17528486251831055,0.0303497314453125,-1.2943859100341797,1,0,0,0
RET,ATT,98,1721055344740,-0.005545095074921847,0.00949818640947342,0.004083104897290469,-0.1737034022808075,-0.13118213415145874,9.770584106445312,-0.17378020286560059,0.03325843811035156,-1.29634428024292,1,0,0,0
RET,ATT,99,1721055345740,-0.0061664734967052945,0.010133720934391022,0.003658793866634369,-0.1795179843902588,-0.13050501048564914,9.782699584960938,-0.1738905906677246,0.034247636795043945,-1.2938807010650635,1,0,0,0
RET,ATT,100,1721055346739,-0.005159154534339905,0.009846500121057035,0.0041203573346138,-0.18184515833854675,-0.13093021512031555,9.785471916198732,-0.17605304718017578,0.033184051513671875,-1.3131999969482422,1,0,0,0
RET,ATT,101,1721055347740,-0.0046171252615749845,0.008395873941481115,0.002861209213733673,-0.18195115029811862,-0.134294331073761,9.775463104248047,-0.17319798469543457,0.033179283142089844,-1.311157464981079,1,0,0,0
RET,ATT,102,1721055348740,-0.005849823821336032,0.009877793490886688,0.0030277299229055647,-0.1845053732395172,-0.1383429765701294,9.785256385803224,-0.17639636993408203,0.034204959869384766,-1.3048112392425537,1,0,0,0
RET,ATT,103,1721055349740,-0.004707276821136475,0.009593182243406774,0.0030113386455923323,-0.18146631121635437,-0.1328902244567871,9.77487564086914,-0.17484521865844727,0.0307767391204834,-1.3057456016540527,1,0,0,0
RET,ATT,104,1721055350739,-0.004968046210706234,0.009899028576910497,0.0037102028727531433,-0.17681774497032166,-0.13257470726966858,9.770769119262695,-0.1764388084411621,0.034146785736083984,-1.3161792755126953,1,0,0,0
RET,ATT,105,1721055351740,-0.0046331435441970825,0.009568965062499046,0.0035064292605966334,-0.17946879565715793,-0.13765093684196472,9.783096313476562,-0.17579436302185059,0.03266191482543945,-1.3196160793304443,1,0,0,0
RET,ATT,106,1721055352740,-0.004573910962790252,0.009073130786418915,0.0034594906028360133,-0.1898259669542313,-0.13282230496406555,9.77128791809082,-0.17687296867370605,0.03407788276672363,-1.3300275802612305,1,0,0,0
RET,ATT,107,1721055353739,-0.0044014304876327515,0.009587221778929235,0.0027487056795507674,-0.18817144632339478,-0.12486205995082855,9.782886505126953,-0.17678284645080566,0.037474632263183594,-1.3335037231445312,1,0,0,0
RET,ATT,108,1721055354741,-0.005153194069862366,0.00964831653982401,0.00370759516954422,-0.18580684065818787,-0.15060536563396457,9.778218269348146,-0.17480778694152832,0.03453969955444336,-1.3329479694366455,1,0,0,0
RET,ATT,109,1721055355740,-0.004764646291732788,0.008698366582393646,0.003354810411110521,-0.18506802618503573,-0.14302727580070496,9.76187038421631,-0.17640995979309082,0.03456568717956543,-1.3295254707336426,1,0,0,0
RET,ATT,110,1721055356740,-0.004634632728993893,0.009696745313704016,0.0036532054655253887,-0.17957021296024325,-0.13692332804203036,9.776395797729492,-0.17605972290039062,0.03367209434509277,-1.3132026195526123,1,0,0,0
RET,ATT,111,1721055357740,-0.004860759247094394,0.009365566074848175,0.0032877549529075623,-0.18632023036479953,-0.13136687874794006,9.777050971984865,-0.1720588207244873,0.03266501426696777,-1.315082311630249,1,0,0,0
RET,ATT,112,1721055358740,-0.005877763032913208,0.009529479779303076,0.0033503402955830097,-0.18377967178821566,-0.14238587021827698,9.777186393737795,-0.17214345932006836,0.03608536720275879,-1.3141145706176758,1,0,0,0
RET,ATT,113,1721055359740,-0.006150825880467892,0.009983589872717857,0.003025121754035354,-0.1871619671583176,-0.1440107524394989,9.781744956970217,-0.17319822311401367,0.03464007377624512,-1.311659574508667,1,0,0,0
RET,ATT,114,1721055360740,-0.004782155156135559,0.009399467147886755,0.003256462514400482,-0.18255709111690524,-0.13719488680362704,9.781343460083008,-0.17838072776794434,0.03318142890930176,-1.3162188529968262,1,0,0,0
RET,ATT,115,1721055361740,-0.004733353853225708,0.00911522749811411,0.0036126004997640852,-0.17972783744335177,-0.13753499090671542,9.775604248046875,-0.17588472366333008,0.03218722343444824,-1.3171443939208984,1,0,0,0
RET,ATT,116,1721055362741,-0.005088001489639282,0.009647942148149015,0.0037023797631263733,-0.1859969645738602,-0.1407402753829956,9.776089668273928,-0.17569780349731445,0.03410983085632324,-1.322587013244629,1,0,0,0
RET,ATT,117,1721055363742,-0.005413406062871219,0.009372831322252752,0.003265217412263155,-0.18467631936073303,-0.13405576348304749,9.78145503997803,-0.17425107955932617,0.035565853118896484,-1.3225619792938232,1,0,0,0
RET,ATT,118,1721055364739,-0.004669279325753451,0.00955294817686081,0.0033928088378161196,-0.1804855763912201,-0.13183097541332248,9.777629852294922,-0.1748502254486084,0.03801846504211426,-1.3206121921539307,1,0,0,0
RET,ATT,119,1721055365740,-0.005696714390069247,0.009999983012676239,0.0034591183066368103,-0.185381755232811,-0.1345480978488922,9.782299995422365,-0.17679572105407715,0.036989450454711914,-1.3330070972442627,1,0,0,0
RET,ATT,120,1721055366740,-0.004681572318077087,0.00918861571699381,0.003275089431554079,-0.1809985339641571,-0.14180426299571994,9.77808952331543,-0.1753838062286377,0.035592079162597656,-1.318634271621704,1,0,0,0
RET,ATT,121,1721055367740,-0.0051174317486584195,0.009657629765570165,0.0035291537642478943,-0.1800249367952347,-0.13197581470012668,9.77560806274414,-0.17250275611877441,0.03509640693664551,-1.3170826435089111,1,0,0,0
RET,ATT,122,1721055368740,-0.004923716187477112,0.009650179184973242,0.0029807910323143005,-0.18672896921634677,-0.14277571439743042,9.771929740905763,-0.17143464088439941,0.035565853118896484,-1.3195319175720215,1,0,0,0
RET,ATT,123,1721055369740,-0.005010515917092563,0.009713135659694672,0.0030705705285072327,-0.17758023738861084,-0.1367883235216141,9.776406288146974,-0.17397594451904297,0.03705310821533203,-1.3176214694976807,1,0,0,0
RET,ATT,124,1721055370742,-0.0051982696168124684,0.00980626791715622,0.0033272427972406153,-0.18358515202999118,-0.1347373574972153,9.769270896911623,-0.1751708984375,0.038485050201416016,-1.3250703811645508,1,0,0,0
RET,ATT,125,1721055371746,-0.004795938730239868,0.009921006858348846,0.003529899520799518,-0.1865641176700592,-0.14168868958950046,9.758655548095703,-0.17197513580322266,0.035088539123535156,-1.318058967590332,1,0,0,0
RET,ATT,126,1721055372739,-0.005564093124121428,0.009856930002570152,0.0031540172640234236,-0.18291693925857544,-0.13299165666103366,9.776102066040039,-0.17458748817443848,0.036098480224609375,-1.3141708374023438,1,0,0,0
RET,ATT,127,1721055373740,-0.005443767178803683,0.009762682020664215,0.003626011312007904,-0.18270595371723178,-0.14482831954956055,9.774242401123047,-0.1720881462097168,0.03516793251037598,-1.3027408123016357,1,0,0,0
