ID,Type,Number,Datetime [UTC],GyroX [rad/s],GyroY [rad/s],GyroZ [rad/s],AccX [m/s^2],AccY [m/s^2],AccZ [m/s^2],MagX,MagY,MagZ,q0,q1,q2,q3,qe0,qe1,qe2,qe3
RET,ATT,1,1723021205.818252,-0.012918562628328802,0.01135822478681803,-0.0010993331670761108,-0.02620879374444485,0.004148576874285937,9.87078857421875,-0.04696249961853027,-0.3710606098175049,-0.016158580780029297,0.038525745272636414,0.0014180229045450687,0.00043356904643587773,-0.9992564916610718,0,0,0,0
RET,ATT,2,1723021206.013179,-0.011778996326029302,0.01089591532945633,-0.0012710691662505271,-0.03390584513545037,0.00025539734633639455,9.871545791625977,-0.04648637771606445,-0.37012195587158203,-0.015667200088500977,0.03856305778026581,0.0014433516189455986,0.0004661488928832114,-0.9992550611495972,0,0,0,0
RET,ATT,3,1723021206.2141268,-0.0132683664560318,0.011074730195105078,-0.001737848040647805,-0.03056643158197403,-0.00357378413900733,9.86018466949463,-0.04652738571166992,-0.3710637092590332,-0.01421976089477539,0.03860652446746826,0.0014511771732941272,0.00048476026859134436,-0.9992533922195435,0,0,0,0
RET,ATT,4,1723021206.4150376,-0.014233962632715704,0.011399945244193077,-0.0026006253901869063,-0.04701275750994683,-0.004336221609264613,9.852945327758789,-0.047005653381347656,-0.370105504989624,-0.014229774475097656,0.0386086106300354,0.0014672497054561975,0.0004920362844131888,-0.9992532730102539,0,0,0,0
RET,ATT,5,1723021206.6116352,-0.013400241732597351,0.010889580473303795,-0.0027146188076585536,-0.0348137691617012,-0.010540738701820374,9.842880249023438,-0.046950578689575195,-0.3710625171661377,-0.016640901565551758,0.03859865292906762,0.0014447434805333614,0.0004825947107747197,-0.9992536306381226,0,0,0,0
RET,ATT,6,1723021206.812381,-0.011969358660280706,0.010468624532222748,-0.0027198346797376875,-0.038169573992490775,-0.009565239772200584,9.84048366546631,-0.04648900032043457,-0.37059569358825684,-0.015666961669921875,0.03858822956681252,0.0014495295472443104,0.0004639770486392081,-0.9992541074752808,0,0,0,0
RET,ATT,7,1723021207.0127995,-0.011960417032241821,0.010271185077726843,-0.002569332951679826,-0.03719011321663857,-0.006929200142621994,9.835847854614258,-0.045495033264160156,-0.36777591705322266,-0.01613140106201172,0.03859039768576623,0.0014445880660787227,0.00046942057088017464,-0.9992539882659912,0,0,0,0
RET,ATT,8,1723021207.2146575,-0.009851532056927681,0.00999067258089781,-0.002136454451829195,-0.0374840572476387,-0.00245944201014936,9.831317901611328,-0.04926443099975586,-0.3677060604095459,-0.020066022872924805,0.038674287497997284,0.0014689189847558737,0.0005006965948268771,-0.9992506504058838,0,0,0,0
RET,ATT,9,1723021207.4105926,-0.012147052213549614,0.010646693408489227,-0.0025670973118394618,-0.0408928506076336,-0.01801072433590889,9.839582443237305,-0.045034170150756836,-0.36967968940734863,-0.01563882827758789,0.03875468671321869,0.0014572790823876858,0.0004837356682401151,-0.9992476105690004,0,0,0,0
RET,ATT,10,1723021207.6129456,-0.011981281451880934,0.010504014790058136,-0.002479181392118335,-0.0394955687224865,-0.001619991264306009,9.83159065246582,-0.046005964279174805,-0.3706061840057373,-0.015657424926757812,0.038715939968824394,0.001466723275370896,0.0004733501700684428,-0.9992491006851196,0,0,0,0
RET,ATT,11,1723021207.8129985,-0.012556463479995728,0.011693500913679601,-0.003008544677868486,-0.03611378744244576,-0.008871239610016348,9.834105491638185,-0.0459592342376709,-0.3687164783477783,-0.0171053409576416,0.03875407949090005,0.0014570595230907202,0.00046419180580414837,-0.9992476105690004,0,0,0,0
RET,ATT,12,1723021208.0141008,-0.01187548041343689,0.01043770555406809,-0.001734122633934021,-0.03830872848629952,-0.009423428215086462,9.83142948150635,-0.046450138092041016,-0.37012767791748047,-0.01711416244506836,0.03869788721203805,0.0014542220160365105,0.0004591748875100166,-0.9992498755455018,0,0,0,0
RET,ATT,13,1723021208.210767,-0.012492763809859754,0.010952913202345373,-0.0022720545530319214,-0.040421430021524436,-0.01031263452023268,9.829539299011232,-0.04605412483215332,-0.37059855461120605,-0.013728141784667969,0.03866704180836678,0.0014680526219308376,0.00044626151793636387,-0.9992510080337524,0,0,0,0
RET,ATT,14,1723021208.4127588,-0.011324138380587103,0.010451115667819977,-0.0031068928074091677,-0.027152027934789658,-0.006573940627276897,9.83145523071289,-0.04844522476196289,-0.3681783676147461,-0.014258861541748047,0.03869458660483361,0.0014850070001557472,0.0004539726942311973,-0.9992499351501465,0,0,0,0
RET,ATT,15,1723021208.6135657,-0.014136360026896002,0.012006424367427826,-0.0029772520065307617,-0.04734387993812561,-0.002815443556755781,9.829264640808107,-0.04657316207885742,-0.37058234214782715,-0.012290716171264648,0.03869742527604104,0.001487967441789806,0.0004391132388263941,-0.9992498755455018,0,0,0,0
RET,ATT,16,1723021208.8149993,-0.012053921818733215,0.011309050954878332,-0.0023636966943740845,-0.041523721069097526,-0.0045775724574923515,9.831650733947756,-0.045563697814941406,-0.37155890464782715,-0.014200687408447266,0.03869126737117767,0.0015030826907604933,0.0004320004663895816,-0.9992499947547914,0,0,0,0
RET,ATT,17,1723021209.0108283,-0.01308247447013855,0.011225976049900055,-0.0030141321476548914,-0.036710046231746674,-0.007592019625008106,9.820449829101562,-0.046997785568237305,-0.3686838150024414,-0.014230489730834961,0.038664247840642936,0.0015160953626036644,0.0004567963478621096,-0.9992510080337524,0,0,0,0
RET,ATT,18,1723021209.2114494,-0.014019013382494451,0.011290796101093292,-0.0028416521381586794,-0.038355566561222076,-0.006378604099154472,9.820236206054688,-0.046976327896118164,-0.36916160583496094,-0.015194892883300781,0.0386686883866787,0.00152723235078156,0.0004383068589959294,-0.9992508888244629,0,0,0,0
RET,ATT,19,1723021209.4131782,-0.01212358567863703,0.010977126657962799,-0.0019982457160949707,-0.03365876525640488,-0.005090443883091212,9.82908821105957,-0.04747509956359863,-0.3719940185546875,-0.015202999114990234,0.03864163160324097,0.0015464178286492825,0.0004507241828832776,-0.9992518424987793,0,0,0,0
RET,ATT,20,1723021209.613483,-0.012590736150741577,0.01128967944532633,-0.0034112483263015747,-0.039792388677597046,-0.0037058605812489986,9.823806762695312,-0.04697132110595703,-0.3682138919830322,-0.015195131301879883,0.03863094002008438,0.0015562373446300628,0.00044240348506718874,-0.9992522597312928,0,0,0,0
RET,ATT,21,1723021209.8151946,-0.014197081327438354,0.011978857219219208,-0.001883879420347512,-0.039722796529531486,1.758039616106544e-05,9.821118354797365,-0.04559493064880371,-0.37060546875,-0.012753963470458984,0.03862821683287621,0.0015779661480337381,0.00045104860328137875,-0.9992523789405824,0,0,0,0
RET,ATT,22,1723021210.0110755,-0.01260899007320404,0.010996497236192228,-0.0027589495293796062,-0.03927983716130257,-0.006829653400927783,9.815759658813477,-0.04607558250427246,-0.3701210021972656,-0.012763738632202148,0.038609344512224204,0.001623193733394146,0.0004877185565419495,-0.9992529749870301,0,0,0,0
RET,ATT,23,1723021210.2117665,-0.013048576191067696,0.011469238437712194,-0.002552941674366594,-0.03866331651806832,-0.010173393413424492,9.80495834350586,-0.045601606369018555,-0.3696558475494385,-0.012272119522094727,0.03860331326723099,0.001639526220969856,0.000483827228890732,-0.9992532134056092,0,0,0,0
RET,ATT,24,1723021210.4129546,-0.012250244617462158,0.01106467191129923,-0.0024743378162384033,-0.03591880202293396,-0.008552540093660355,9.815407752990724,-0.047005653381347656,-0.370105504989624,-0.014229774475097656,0.038594257086515434,0.0016561251832172277,0.00048015627544373274,-0.9992534518241883,0,0,0,0
RET,ATT,25,1723021210.6144593,-0.011682883836328985,0.010596030391752722,-0.0018779188394546509,-0.03921700268983841,-0.011513127945363523,9.819096565246584,-0.04463696479797363,-0.3677799701690674,-0.011771440505981445,0.03859584778547287,0.00169141567312181,0.0005017369403503836,-0.9992533326148988,0,0,0,0
RET,ATT,26,1723021210.8149488,-0.01284442935138941,0.011304952204227448,-0.002588703995570541,-0.03885071352124215,-0.014070509001612663,9.81341552734375,-0.04651975631713867,-0.3696422576904297,-0.014220476150512695,0.03859526664018631,0.001686292118392885,0.00046893057879060507,-0.999253511428833,0,0,0,0
RET,ATT,27,1723021211.0111618,-0.013033300638198853,0.011788123287260534,-0.0029068442527204756,-0.035555705428123474,-0.007957139052450659,9.824080467224123,-0.0455629825592041,-0.3691878318786621,-0.013719320297241211,0.03860840946435928,0.001704265014268458,0.0004776571586262435,-0.9992529749870301,0,0,0,0
RET,ATT,28,1723021211.2111013,-0.011508167721331121,0.011154823005199432,-0.002774968976154924,-0.03796539455652237,-0.009277857840061188,9.809250831604006,-0.04606008529663086,-0.3672778606414795,-0.012764930725097656,0.03855466470122338,0.0017212642123922708,0.0004759060684591532,-0.999254882335663,0,0,0,0
