ID,Type,Number,Datetime [UTC],GyroX [rad/s],GyroY [rad/s],GyroZ [rad/s],AccX [m/s^2],AccY [m/s^2],AccZ [m/s^2],MagX,MagY,MagZ,q0,q1,q2,q3,qe0,qe1,qe2,qe3
RET,ATT,50000,1723031646.0163922,-0.01613460667431355,0.0135740265250206,-0.002675131428986788,-0.06143709272146225,0.019820064306259155,9.807111740112305,0.1778092384338379,-0.3275008201599121,0.034563541412353516,0.2681281566619873,-0.0028707773890346293,0.0015988474478945138,0.9633776545524598,0.93468124,-0.0028595934,-0.0057966933,0.35542816
RET,ATT,50001,1723031646.2128284,-0.017441436648368835,0.013848583213984968,-0.002755969762802124,-0.05218917503952981,0.016688419505953792,9.80490016937256,0.1778092384338379,-0.3275008201599121,0.034563541412353516,0.2681384980678559,-0.0028747168835252528,0.0015915809199213982,0.9633747935295106,0.9346706,-0.0028520164,-0.005911147,0.35545436
RET,ATT,50002,1723031646.4131544,-0.017414242029190063,0.013879502192139626,-0.0029709192458540206,-0.05462325736880303,0.016495252028107647,9.798903465270998,0.17679476737976074,-0.3274719715118408,0.036473751068115234,0.2681418359279633,-0.002884324174374342,0.0015796052757650614,0.9633738994598389,0.9346532,-0.002828904,-0.0059597273,0.35549945
RET,ATT,50003,1723031646.614882,-0.015132504515349867,0.013051742687821388,-0.0021453949157148604,-0.056802183389663696,0.015239669010043144,9.807957649230959,0.17880702018737793,-0.3284752368927002,0.03313589096069336,0.2681435644626618,-0.002898566192016006,0.0015764563577249648,0.963373363018036,0.9345414,-0.002866038,-0.006073258,0.35579085
RET,ATT,50004,1723031646.815172,-0.01637786626815796,0.013463386334478857,-0.0029809775296598677,-0.061478570103645325,0.009652619250118734,9.799110412597656,0.17885756492614746,-0.32800889015197754,0.031206607818603516,0.2681481540203095,-0.0028938432224094868,0.0015798571985214949,0.9633721709251405,0.9345056,-0.00296964,-0.0061271293,0.3558832
RET,ATT,50005,1723031647.016373,-0.01706183142960072,0.013345666229724884,-0.0031773003283888106,-0.061777688562870026,0.01558105554431677,9.802861213684084,0.1754164695739746,-0.329822301864624,0.03307008743286133,0.2681466341018677,-0.0028907503001391888,0.0015805682633072138,0.9633724689483643,0.9345093,-0.0029900775,-0.0060956455,0.35587406
RET,ATT,50006,1723031647.2575998,-0.017550216987729076,0.01460071746259928,-0.0033523887395858765,-0.05689427629113198,0.01406056061387062,9.805381774902344,0.17684030532836914,-0.3279533386230469,0.03454470634460449,0.2681409418582917,-0.002881820080801845,0.0015970810782164335,0.9633740782737733,0.934455,-0.003015934,-0.0060216114,0.35601768
RET,ATT,50007,1723031647.4363775,-0.01644827425479889,0.013705530203878881,-0.002575293183326721,-0.06145583465695382,0.023216845467686657,9.805800437927248,0.1764225959777832,-0.32700419425964355,0.03212332725524902,0.2681406438350678,-0.002831290941685438,0.0016599232330918312,0.9633742570877075,0.9345295,-0.0029305848,-0.005893124,0.35582486
RET,ATT,50008,1723031647.6143656,-0.01570582389831543,0.013170951046049597,-0.0030525031033903365,-0.05795733258128167,0.013753623701632025,9.800047874450685,0.17839336395263672,-0.3289496898651123,0.030232667922973633,0.2681480050086975,-0.002851975616067648,0.0016382788307964802,0.9633721113204956,0.9345294,-0.0029317564,-0.006014978,0.355823
RET,ATT,50009,1723031647.8158638,-0.01680329442024231,0.013119542039930822,-0.002946704626083374,-0.053338509052991874,0.012371161021292211,9.79746723175049,0.17932367324829102,-0.3289651870727539,0.03169870376586914,0.2681379616260529,-0.0028479457832872868,0.001646820455789566,0.9633748531341553,0.93447286,-0.0029054678,-0.0061727758,0.35596916
