ID,Type,Number,Datetime [UTC],GyroX [rad/s],GyroY [rad/s],GyroZ [rad/s],AccX [m/s^2],AccY [m/s^2],AccZ [m/s^2],MagX,MagY,MagZ,q0,q1,q2,q3,qe0,qe1,qe2,qe3
RET,ATT,30000,1723027646.0553951,-0.017298012971878052,0.01334864739328623,-0.0025995073374360804,0.018272865563631058,0.11470454186201097,9.815358161926271,0.1819150447845459,-0.3319566249847412,0.004728078842163086,0.27437663078308105,0.001464004861190915,0.0045790146104991445,0.9616103172302246,0.9255346,0.0023734467,-0.00777533,0.37857583
RET,ATT,30001,1723027646.256374,-0.01760125160217285,0.013815053738653662,-0.0028662383556365967,0.021099772304296494,0.11932431161403656,9.814035415649414,0.18001151084899902,-0.33097052574157715,0.003725290298461914,0.27437385916709905,0.0014803278027102353,0.004578426480293274,0.9616110920906068,0.9255059,0.0024662572,-0.007759193,0.3786459
RET,ATT,30002,1723027646.4571836,-0.015265495516359808,0.012742544524371626,-0.0031422823667526245,0.018463516607880596,0.11368896812200548,9.81048583984375,0.18050146102905273,-0.33193063735961914,0.003252744674682617,0.27436509728431707,0.0014725954970344903,0.004580714274197818,0.9616135954856874,0.9255476,0.0024785188,-0.007871157,0.3785414
RET,ATT,30003,1723027646.6525834,-0.015214084647595884,0.013034231960773468,-0.0024430456105619673,0.009281637147068977,0.11491699516773224,9.800971984863281,0.1795496940612793,-0.3314375877380371,0.0027511119842529297,0.2743563354015351,0.0014467224245890977,0.0045578409917652616,0.9616162180900575,0.9255349,0.0024733536,-0.0078094644,0.37857366
RET,ATT,30004,1723027646.903951,-0.017799066379666332,0.014054587110877037,-0.002288445830345154,0.014186722226440908,0.11427985876798631,9.814434051513672,0.18150663375854492,-0.3314838409423828,0.0018243789672851562,0.2743514478206635,0.0014335177838802338,0.004541897214949131,0.9616177678108216,0.925537,0.0024105741,-0.0077324607,0.37857053
RET,ATT,30005,1723027647.0810113,-0.012667105533182623,0.011310167610645294,-0.001973659032955766,0.018242184072732925,0.11725222319364549,9.806375503540039,0.18200206756591797,-0.3314962387084961,0.0013515949249267578,0.2743423581123352,0.001426216447725892,0.004548276308923961,0.9616202712059022,0.9254832,0.0025159002,-0.007960245,0.37869674
RET,ATT,30006,1723027647.2564588,-0.015395134687423706,0.0126691535115242,-0.0025168063584715132,0.01990831270813942,0.11764644831418992,9.806474685668945,0.18004775047302246,-0.3309762477874756,0.0022783279418945312,0.27433267235755926,0.0014201317680999639,0.0045370575971901425,0.9616231918334961,0.9254247,0.0025330978,-0.008011208,0.37883845
RET,ATT,30007,1723027647.4528308,-0.016712026670575145,0.013833308592438698,-0.003119186265394092,0.010811126790940763,0.11960351467132568,9.805231094360352,0.18005967140197754,-0.3309781551361084,0.0017960071563720703,0.27432104945182806,0.0014325407100841405,0.0045518577098846436,0.9616263508796693,0.9253806,0.0024987592,-0.0078064506,0.37895063
RET,ATT,30008,1723027647.655089,-0.014803186990320684,0.01268480159342289,-0.0031866133213043213,0.015108378604054451,0.12141865491867065,9.801067352294922,0.18151426315307617,-0.3300623893737793,0.0018239021301269531,0.2743237018585205,0.0014260391471907499,0.0045406399294734,0.9616256952285767,0.9254834,0.0025702855,-0.007767326,0.3786997
RET,ATT,30009,1723027647.8566778,-0.014177337288856506,0.012528338469564916,-0.0025954097509384155,0.019587898626923565,0.11718134582042694,9.809340476989748,0.1815187931060791,-0.3314857482910156,0.0013420581817626953,0.27429470419883734,0.0014172011287882926,0.004526195582002402,0.9616339802742006,0.9255556,0.0025418135,-0.007833646,0.37852225
RET,ATT,30010,1723027648.0576115,-0.014394150115549566,0.012125634588301184,-0.0023912638425827026,0.015109459869563581,0.11442977935075761,9.81110954284668,0.18043947219848633,-0.33002424240112305,0.006145954132080078,0.274286299943924,0.0014039980014786126,0.004518844187259674,0.9616364836692811,0.9255674,0.0024632248,-0.007917102,0.3784921
