ID,Type,Number,Datetime [UTC],GyroX [rad/s],GyroY [rad/s],GyroZ [rad/s],AccX [m/s^2],AccY [m/s^2],AccZ [m/s^2],MagX,MagY,MagZ,q0,q1,q2,q3,qe0,qe1,qe2,qe3
RET,ATT,1,1722937280.0945914,-0.007861480116844177,0.010315888561308386,-0.0014074146747589111,0.40996110439300537,0.10316306352615356,9.862431526184084,-0.13192462921142578,0.6089582443237305,-0.5636322498321533,0.9933490753173828,0.002786158816888929,-0.02124464698135853,-0.11313115805387498,0,0,0,0
RET,ATT,2,1722937284.8053665,-0.007925183512270452,0.009545500390231611,-0.0010591002646833658,0.4001026153564453,0.09330951422452928,9.850428581237795,-0.13243389129638672,0.6108696460723877,-0.5621955394744873,0.9933679103851318,0.0027985998895019297,-0.021270904690027237,-0.11295989900827409,0,0,0,0
RET,ATT,3,1722937284.9060116,-0.007902459241449835,0.009284354746341705,-0.00034049156238324946,0.4049586057662964,0.11502427607774736,9.832571029663086,-0.1324155330657959,0.6075470447540283,-0.5636410713195801,0.9933861494064331,0.002803398761898279,-0.02125203423202038,-0.11280325055122375,0,0,0,0
RET,ATT,4,1722937285.0065389,-0.008762255311012268,0.009303354658186437,-0.0008150935755111278,0.41919535398483276,0.10032630711793901,9.83718013763428,-0.1314842700958252,0.6099026203155518,-0.5616939067840576,0.9934028983116151,0.0027907353360205893,-0.02125326544046402,-0.11265561729669572,0,0,0,0
RET,ATT,5,1722937285.1070902,-0.01026652567088604,0.010378844104707243,-0.0015158206224441528,0.4100721478462219,0.09680292010307312,9.82388210296631,-0.13053011894226074,0.6098833084106445,-0.561192512512207,0.9934202432632446,0.0027730180881917477,-0.021245451644063,-0.11250494420528412,0,0,0,0
RET,ATT,47,1722937289.3076427,-0.0072170039638876915,0.00871624704450369,-0.0016987321432679892,0.40769883990287786,0.09012567251920701,9.793728828430178,-0.13239240646362305,0.611811637878418,-0.5636429786682129,0.9933791160583496,0.002736971946433187,-0.02120695263147354,-0.11287529021501543,0,0,0,0
RET,ATT,48,1722937289.4946775,-0.008422881364822388,0.00857245270162821,-0.001810118672437966,0.4080538749694824,0.10437419265508653,9.776612281799318,-0.13282179832458496,0.6084940433502197,-0.5665450096130371,0.9933816790580751,0.0027367230504751205,-0.02121502719819546,-0.1128511130809784,0,0,0,0
RET,ATT,49,1722937289.6921005,-0.009937212802469732,0.009169615805149078,-0.0019352884264662864,0.4041316509246826,0.09786529839038849,9.791593551635742,-0.12902522087097168,0.6088945865631104,-0.563575267791748,0.9933608770370483,0.002752262633293867,-0.02123400941491127,-0.1130303144454956,0,0,0,0
RET,ATT,50,1722937289.892431,-0.01064948830753565,0.010168367065489294,-0.0017065554857254028,0.4008933901786804,0.0953393280506134,9.787109375,-0.1323986053466797,0.6084928512573242,-0.5641238689422607,0.9933825135231019,0.0027624452486634254,-0.021232031285762787,-0.11283936351537706,0,0,0,0
RET,ATT,51,1722937290.093907,-0.008019060827791693,0.008692033588886261,-0.0010348857613280418,0.40785148739814764,0.1065913960337639,9.784666061401367,-0.13238120079040527,0.6094386577606201,-0.5646066665649414,0.9933958649635316,0.0027791871689260006,-0.021251976490020752,-0.11271858960390092,0,0,0,0
