ID,Type,Number,Datetime [UTC],GyroX [rad/s],GyroY [rad/s],GyroZ [rad/s],AccX [m/s^2],AccY [m/s^2],AccZ [m/s^2],MagX,MagY,MagZ,q0,q1,q2,q3
RET,ATT,1,1721055072840,-0.005790592171251774,0.01023132633417845,0.003965385258197784,-0.18474364280700684,-0.14090161025524142,9.839955329895021,-0.17157649993896484,0.03315019607543945,-1.3150739669799805,1,0,0,0
RET,ATT,2,1721055073836,-0.005223602056503296,0.009840168058872223,0.0040041287429630765,-0.1877480149269104,-0.1348598599433899,9.811995506286623,-0.1732497215270996,0.0326993465423584,-1.3096733093261719,1,0,0,0
RET,ATT,3,1721055074837,-0.005331636872142554,0.009544754400849342,0.0030679630581289534,-0.1835613399744034,-0.13510368764400485,9.79104518890381,-0.17308783531188965,0.03219032287597656,-1.3136205673217773,1,0,0,0
RET,ATT,4,1721055075837,-0.005211308598518372,0.00944305118173361,0.002948753302916885,-0.19087055325508118,-0.13690380752086642,9.789173126220703,-0.17483305931091309,0.03418397903442383,-1.307246446609497,1,0,0,0
RET,ATT,5,1721055076836,-0.004880874417722225,0.009794346056878568,0.003503076732158661,-0.1881575882434845,-0.13312721252441406,9.787135124206545,-0.17456984519958496,0.03226423263549805,-1.3008050918579102,1,0,0,0
RET,ATT,6,1721055077836,-0.0050920997746288785,0.00949967745691538,0.0031853094696998596,-0.18850409984588623,-0.13826856017112732,9.788225173950195,-0.17376422882080078,0.03319239616394043,-1.3091938495635986,1,0,0,0
RET,ATT,7,1721055078837,-0.004770606756210327,0.009464659728109838,0.003484077751636505,-0.19235673546791077,-0.13800355792045593,9.78011989593506,-0.17670345306396484,0.032234907150268555,-1.3087613582611084,1,0,0,0
RET,ATT,8,1721055079836,-0.0043373554944992065,0.009354765526950361,0.0036919496487826113,-0.18101517856121066,-0.1319172978401184,9.779895782470703,-0.17469048500061035,0.03367781639099121,-1.3107001781463623,1,0,0,0
RET,ATT,9,1721055080837,-0.005260482430458069,0.00971686188131571,0.00354815274477005,-0.18904325366020203,-0.13622143864631653,9.776906967163086,-0.17396831512451172,0.03218245506286621,-1.3161120414733887,1,0,0,0
RET,ATT,10,1721055081836,-0.005058199632912875,0.009219163097441198,0.0034844502806663513,-0.18583141267299655,-0.1377082318067551,9.861791610717773,-0.1731266975402832,0.0321955680847168,-1.3126330375671387,1,0,0,0
