ID,Type,Number,Datetime [UTC],GyroX [rad/s],GyroY [rad/s],GyroZ [rad/s],AccX [m/s^2],AccY [m/s^2],AccZ [m/s^2],MagX,MagY,MagZ,q0,q1,q2,q3
RET,ATT,1,1721055011909,-0.006486848462373019,0.00995490700006485,0.0036368148867040877,-0.18596965074539185,-0.13448117673397067,9.861967086791992,-0.17237544059753418,0.03173398971557617,-1.3066823482513428,1,0,0,0
RET,ATT,2,1721055012400,-0.0048685818910598755,0.009838677942752838,0.0030850993935018782,-0.18702608346939087,-0.13565559685230258,9.818470001220703,-0.17432427406311035,0.03271770477294922,-1.3072268962860107,1,0,0,0
RET,ATT,3,1721055012904,-0.00515654729679227,0.009505264461040497,0.0033626330550760035,-0.18376442790031433,-0.14148953557014465,9.829764366149904,-0.17234349250793457,0.03367781639099121,-1.3081748485565186,1,0,0,0
RET,ATT,4,1721055013401,-0.005837530829012394,0.01071635913103819,0.0033130876254290347,-0.18083307147026062,-0.14069591462612155,9.78788471221924,-0.17618250846862793,0.03271484375,-1.3097407817840576,1,0,0,0
RET,ATT,5,1721055013905,-0.0052575026638805875,0.00949706882238388,0.0038271772209554915,-0.18936195969581604,-0.13411067426204684,9.778378486633303,-0.17481374740600586,0.03418135643005371,-1.3077402114868164,1,0,0,0
RET,ATT,6,1721055014401,-0.005726889241486789,0.009865128435194494,0.0033224006183445454,-0.1875388473272324,-0.13912925124168396,9.789309501647951,-0.17369341850280762,0.03366994857788086,-1.311171531677246,1,0,0,0
RET,ATT,7,1721055014907,-0.005635246168822051,0.009799188002943993,0.0038696455303579573,-0.1818758249282837,-0.13712823390960693,9.781477928161623,-0.17408466339111328,0.032198190689086914,-1.3131494522094727,1,0,0,0
RET,ATT,8,1721055015402,-0.004643202293664218,0.009972788393497467,0.0032899901270866394,-0.1852129250764847,-0.13526830077171326,9.791426658630373,-0.17357683181762695,0.033653974533081055,-1.314134120941162,1,0,0,0
RET,ATT,9,1721055015914,-0.004953518509864807,0.009419956244528295,0.0034769997000694275,-0.18180821835994723,-0.13592973351478577,9.780174255371094,-0.17549347877502441,0.03365921974182129,-1.3151664733886719,1,0,0,0
RET,ATT,10,1721055016401,-0.005055218935012817,0.009330548346042633,0.003061630064621568,-0.18951778113842013,-0.13800846040248874,9.780238151550295,-0.17592382431030273,0.03365373611450195,-1.3166589736938477,1,0,0,0
RET,ATT,11,1721055016905,-0.004788116086274386,0.00901203602552414,0.003349222475662828,-0.18307437002658847,-0.13000749051570895,9.792282104492188,-0.17427921295166016,0.03368568420410156,-1.308713674545288,1,0,0,0
RET,ATT,12,1721055017401,-0.0054188072681427,0.010315143503248693,0.003224425250664354,-0.183374896645546,-0.1361193507909775,9.79241466522217,-0.17263412475585938,0.0322566032409668,-1.3002662658691406,1,0,0,0
RET,ATT,13,1721055017904,-0.005536155309528113,0.009597279131412506,0.0031748793553560977,-0.18154338002204895,-0.13465715944767,9.763787269592287,-0.17327189445495605,0.03325319290161133,-1.2968268394470215,1,0,0,0
RET,ATT,14,1721055018406,-0.005063414573669434,0.00973474234342575,0.002739764982834459,-0.18357254564762118,-0.13645437359809875,9.78060817718506,-0.1740553379058838,0.031770944595336914,-1.3012847900390625,1,0,0,0
RET,ATT,15,1721055018901,-0.005403907503932715,0.009660236537456512,0.0036807733122259383,-0.18660634756088257,-0.13599111139774325,9.780261993408203,-0.17215204238891602,0.03274178504943848,-1.300257921218872,1,0,0,0
RET,ATT,16,1721055019404,-0.004528463352471591,0.009836070239543915,0.0035325069911777973,-0.19009831547737122,-0.1345168948173523,9.78110980987549,-0.17359280586242676,0.03372001647949219,-1.3012845516204834,1,0,0,0
RET,ATT,17,1721055019901,-0.004991888999938965,0.009806268848478796,0.00309627503156662,-0.1870136260986328,-0.13592229783535006,9.784512519836428,-0.1730201244354248,0.03467988967895508,-1.3037478923797607,1,0,0,0
RET,ATT,18,1721055020404,-0.0048346808180212975,0.00975150428712368,0.004353560041636229,-0.18365353345870972,-0.13805007934570312,9.776282310485842,-0.17191338539123535,0.03514409065246582,-1.3071846961975098,1,0,0,0
RET,ATT,19,1721055020901,-0.005003810394555331,0.009652413427829742,0.00445079104974866,-0.18044263124465942,-0.1321655511856079,9.772979736328125,-0.17279338836669922,0.033675193786621094,-1.309173822402954,1,0,0,0
RET,ATT,20,1721055021404,-0.005066768731921912,0.010473467409610748,0.0038055703043937683,-0.18827161192893982,-0.13800822198390963,9.78025531768799,-0.1756422519683838,0.0346531867980957,-1.311715841293335,1,0,0,0
RET,ATT,21,1721055021906,-0.005554408300668002,0.009415112435817719,0.0031480567995458846,-0.183714359998703,-0.14057236909866333,9.775565147399904,-0.17460036277770996,0.035613298416137695,-1.3136742115020752,1,0,0,0
RET,ATT,22,1721055022401,-0.005393103230744601,0.01007784251123667,0.0035850335843861103,-0.18261238932609558,-0.1357761025428772,9.786127090454102,-0.1741173267364502,0.033176422119140625,-1.3126614093780518,1,0,0,0
RET,ATT,23,1721055022905,-0.0057891011238098145,0.010838174261152746,0.0032534822821617126,-0.18726859986782077,-0.13624969124794006,9.773423194885256,-0.17656850814819336,0.03659939765930176,-1.3137245178222656,1,0,0,0
RET,ATT,24,1721055023401,-0.005296245682984591,0.009620748460292816,0.0034788623452186584,-0.18979655206203463,-0.1422329843044281,9.773187637329102,-0.17593693733215332,0.03462934494018555,-1.316664695739746,1,0,0,0
RET,ATT,25,1721055023907,-0.005799904931336642,0.009655393660068512,0.0029722230974584822,-0.1821940541267395,-0.13665705919265747,9.778867721557617,-0.17699217796325684,0.03464508056640625,-1.3147122859954834,1,0,0,0
RET,ATT,26,1721055024400,-0.005001202691346408,0.00942628923803568,0.0037094582803547382,-0.18031866848468783,-0.14048753678798678,9.774600982666016,-0.1759953498840332,0.0346372127532959,-1.315183401107788,1,0,0,0
RET,ATT,27,1721055024905,-0.004506111610680819,0.009443424642086029,0.003835745388641954,-0.18635287880897522,-0.1394554078578949,9.778839111328125,-0.17450952529907227,0.03462696075439453,-1.315643548965454,1,0,0,0
RET,ATT,28,1721055025401,-0.00543669005855918,0.009846502915024757,0.0033693392761051655,-0.18561168015003207,-0.13647817075252536,9.788577079772951,-0.17449688911437988,0.03511238098144531,-1.3161401748657227,1,0,0,0
RET,ATT,29,1721055025905,-0.005055218935012817,0.009440445341169836,0.003177858889102936,-0.17658244073390963,-0.13593438267707825,9.779596328735352,-0.17596936225891113,0.034146785736083984,-1.3156743049621582,1,0,0,0
