ID,Type,Number,Datetime [UTC],GyroX [rad/s],GyroY [rad/s],GyroZ [rad/s],AccX [m/s^2],AccY [m/s^2],AccZ [m/s^2],MagX,MagY,MagZ,q0,q1,q2,q3,qe0,qe1,qe2,qe3
RET,ATT,1,1723020947.3652267,-0.011391563341021538,0.010324084199965002,-0.0012844798620790243,-0.03543555364012719,0.005579881835728885,9.877410888671875,-0.049818992614746094,-0.36999011039733887,0.0016393661499023438,0.0422954261302948,0.0019405556377023458,2.999810203618836e-05,-0.999103307723999,0,0,0,0
RET,ATT,2,1723020947.5604398,-0.013186038471758367,0.011298992671072485,-0.001426786184310913,-0.03370578214526177,-0.004101957194507122,9.85940933227539,-0.04892754554748535,-0.37047362327575684,0.004552602767944336,0.042278505861759186,0.0019771216902881865,7.926555554149674e-05,-0.9991039037704468,0,0,0,0
RET,ATT,3,1723020947.758021,-0.011983141303062439,0.011472961865365507,-0.002006813883781433,-0.04184090718626977,-0.002487435005605221,9.857721328735352,-0.04941296577453613,-0.37093687057495117,0.004543304443359375,0.04226407036185265,0.001978490501642227,8.088332106126474e-05,-0.9991045594215394,0,0,0,0
RET,ATT,4,1723020947.9572463,-0.012426451779901983,0.010730139911174774,-0.0012576580047607422,-0.028272619470953945,0.0017079755198210478,9.851757049560547,-0.04800224304199219,-0.37143683433532715,0.006018877029418945,0.042253196239471436,0.0019805021584033966,9.151111589744687e-05,-0.9991050362586976,0,0,0,0
RET,ATT,5,1723020948.159038,-0.013428926467895508,0.011560878716409208,-0.0012230125721544027,-0.033485632389783866,-0.0029557056259363894,9.845431327819826,-0.049901485443115234,-0.3718738555908203,0.004534006118774414,0.04224370047450066,0.001992249395698309,0.00010224228753941135,-0.9991053938865663,0,0,0,0
RET,ATT,6,1723020948.3656118,-0.012456254102289678,0.011147744022309782,-0.0012867150362581015,-0.030310219153761867,-0.0030213745776563887,9.84960460662842,-0.04752683639526367,-0.37286877632141113,0.006028890609741211,0.04223768040537835,0.0020071032922714953,0.00012492712994571778,-0.9991055727005005,0,0,0,0
RET,ATT,7,1723020948.5603354,-0.012303516268730164,0.010789745487272741,-0.001695379614830017,-0.03893473371863366,-0.001104304217733443,9.842236518859865,-0.045562028884887695,-0.3714935779571533,0.005101680755615234,0.04222078993916512,0.00201066629961133,0.000128894709632732,-0.9991063475608827,0,0,0,0
RET,ATT,8,1723020948.7619355,-0.011542810127139091,0.011058709584176542,-0.00256113731302321,-0.03522896021604538,-0.006744871847331524,9.834565162658693,-0.04846930503845215,-0.3728516101837158,0.005045413970947266,0.04217282310128213,0.002006592694669962,0.00013830490934196862,-0.999108374118805,0,0,0,0
RET,ATT,9,1723020948.9630206,-0.01145452354103327,0.010727157816290855,-0.0019140542717650535,-0.03947656974196435,-0.006653201300650836,9.839822769165039,-0.04804348945617676,-0.3723785877227783,0.007466316223144531,0.04212211072444916,0.0020166982430964713,0.00016051456623245033,-0.9991104602813721,0,0,0,0
RET,ATT,10,1723020949.1592233,-0.01101568341255188,0.010027922689914703,-0.0025600197259336714,-0.03537743538618088,-0.007222987711429596,9.829773902893068,-0.046977996826171875,-0.37194132804870605,0.0036263465881347656,0.04208621010184289,0.0020119422115385532,0.0001626782468520105,-0.9991119503974916,0,0,0,0
