ID,Type,Number,Datetime [UTC],GyroX [rad/s],GyroY [rad/s],GyroZ [rad/s],AccX [m/s^2],AccY [m/s^2],AccZ [m/s^2],MagX,MagY,MagZ,q0,q1,q2,q3
ID,Type,Number,Datetime [UTC],GyroX [rad/s],GyroY [rad/s],GyroZ [rad/s],AccX [m/s^2],AccY [m/s^2],AccZ [m/s^2],MagX,MagY,MagZ,q0,q1,q2,q3
RET,ATT,1,1721051901151,-0.0057365745306015015,0.010242872871458532,0.0029826536774635315,-4.603558540344238,-0.9463131427764893,8.62623405456543,0.43585991859436035,0.1678004264831543,-1.3334870338439941,1,0,0,0
RET,ATT,2,1721051902143,-0.005878880620002747,0.009619258344173431,0.003466941183432937,-4.5981183052063,-0.9468380212783813,8.598748207092287,0.4354550838470459,0.16876554489135742,-1.335972785949707,1,0,0,0
RET,ATT,3,1721051903144,-0.0057891011238098145,0.010199286974966528,0.003789179027080536,-4.5805158615112305,-0.9490150809288026,8.58888912200928,0.43541646003723145,0.16730976104736328,-1.3344831466674805,1,0,0,0
RET,ATT,4,1721051904143,-0.005780905019491912,0.009945966303348541,0.0030266116373240948,-4.588688373565675,-0.939935564994812,8.589573860168459,0.4335970878601074,0.16730165481567383,-1.3379848003387451,1,0,0,0
RET,ATT,5,1721051905143,-0.0060461461544036865,0.00985581520944834,0.00336524099111557,-4.587033271789551,-0.9438530802726747,8.593157768249513,0.4381082057952881,0.1701207160949707,-1.3542060852050781,1,0,0,0
RET,ATT,6,1721051906143,-0.006195903290063144,0.009560772217810156,0.003767572343349457,-4.5731706619262695,-0.9414516687393188,8.589409828186037,0.43651914596557617,0.17063260078430176,-1.3512799739837646,1,0,0,0
RET,ATT,7,1721051907144,-0.006429851055145264,0.009805523790419103,0.0032028183341026306,-4.568913459777832,-0.9496697187423706,8.59214973449707,0.43384861946105957,0.17018938064575195,-1.3454079627990723,1,0,0,0
RET,ATT,8,1721051908142,-0.006401539314538241,0.011297501623630524,0.003777630627155304,-4.550013542175293,-0.9334467649459839,8.584897041320803,0.4331047534942627,0.16724085807800293,-1.350351333618164,1,0,0,0
RET,ATT,9,1721051909143,-0.006284192670136691,0.010195933282375336,0.0033507125917822127,-4.550113677978516,-0.9412533640861512,8.60054683685303,0.433457612991333,0.16725683212280273,-1.346883773803711,1,0,0,0
RET,ATT,10,1721051910143,-0.008121132850646973,0.024823658168315887,0.002885796362534166,-4.528874397277832,-0.9434998035430908,8.580563545227053,0.43006205558776855,0.16678476333618164,-1.3474533557891846,1,0,0,0
