"#OBSVHA,96,GPS,FINE,2323,120410000,0,0,18,11;0*ab409b9c"
"#GLOEPHA,96,GPS,FINE,2323,120458000,0,0,18,14;39,3,1,0,2323,119718000,10782,197,0,0,49,0,2.181506005859375e+07,1.245446777343750e+07,4.669475585937500e+06,-4.923915863037109e+02,-4.424371719360352e+02,3.506488800048828e+03,0.000000931322575,-9.313225746154785e-07,9.313225746154785e-07,2.371706068515778e-05,5.587935448e-09,0.000000000000000e+00,43230,2,2,0,12*e2d8b753"
"#GLOEPHA,96,GPS,FINE,2323,120458000,0,0,18,14;44,12,1,0,2323,112518000,10782,197,0,0,41,0,-6.440652832031250e+06,9.381915527343750e+06,2.287172656250000e+07,-1.795485496520996e+03,-2.553534507751465e+03,5.382413864135742e+02,0.000000931322575,0.000000000000000e+00,-1.862645149230957e-06,-8.670426905155182e-05,1.862645149e-09,9.094947017729282e-13,36000,2,1,0,13*7b622100"
"#GLOEPHA,96,GPS,FINE,2323,120458000,0,0,18,14;45,13,1,0,2323,117918000,10782,197,0,0,47,0,-4.770114746093750e+06,9.774153320312500e+06,2.313175341796875e+07,-2.674432754516602e+03,-1.668191909790039e+03,1.507196426391602e+02,0.000000931322575,0.000000000000000e+00,-1.862645149230957e-06,5.916692316532135e-06,-3.725290298e-09,0.000000000000000e+00,41790,2,2,0,12*edeedb6b"
"#GLOEPHA,96,GPS,FINE,2323,120458000,0,0,18,14;50,5,1,0,2323,112518000,10782,197,0,0,41,0,2.462385351562500e+07,3.086757812500000e+05,-6.658518554687500e+06,-9.206523895263672e+02,-3.161048889160156e+01,-3.409335136413574e+03,0.000001862645149,-0.000000000000000e+00,1.862645149230957e-06,4.936754703521729e-05,5.587935448e-09,-0.000000000000000e+00,36000,2,4,0,13*280fd055"
"#GLOEPHA,96,GPS,FINE,2323,120458000,0,0,18,14;51,0,1,0,2323,117918000,10782,197,0,0,47,0,2.291791503906250e+07,-9.691821777343750e+06,-5.539065429687500e+06,-7.259416580200195e+02,2.613363265991211e+02,-3.451375961303711e+03,0.000000931322575,-0.000000000000000e+00,1.862645149230957e-06,-2.670567482709885e-05,5.587935448e-09,-0.000000000000000e+00,42030,2,2,0,12*aa63f105"
"#GLOEPHA,96,GPS,FINE,2323,120458000,0,0,18,15;61,9,1,0,2323,119718000,10782,197,0,0,49,0,9.578957519531250e+06,1.660865185546875e+07,1.682351074218750e+07,3.379411697387695e+02,2.280449867248535e+03,-2.447463035583496e+03,0.000000931322575,-0.000000000000000e+00,-0.000000000000000e+00,6.381887942552567e-05,3.725290298e-09,-1.818989403545856"
"#OBSVMA,96,GPS,FINE,2323,120472000,0,0,18,10;24,0,10,21490524.682,-112933465.819171,423,664,-2094.768,2744,0,3.010,00181c43,0,10,21490500.502,-88000007.464007,628,1600,-1632.754,1794,0,0.000,0538104b,0,10,21490511.115,-84333381.494831,292,1600,-1564.219,1764,0,0.000,01d0104b,0,27,20941634.609,-110049012.676551,7,53,-2217.988,4941,0,2264.010,00181c63,0,27,20941642.922,-85752491.577655,23,80,-1728.302,4427,0,2261.010,05381c63,0,27,20941637.047,-82179452.359165,6,59,-1656.280,4671,0,2261.010,01d01c63,0,32,22545832.415,-118479110.658276,300,267,1556.199,3629,0,45.010,00181cc3,0,32,22545852.156,-92321486.707815,404,440,1212.919,3094,0,43.010,05381cc3,0,32,22545851.542,-88474763.982275,363,1600,1162.929,2025,0,0.000,01d010cb,3,39,20111100.040,-107316710.230329,22,79,2588.311,4431,0,854.010,00191c63,3,39,20111102.922,-83468465.277275,26,87,2013.219,4313,0,280.010,00b91c63,9,61,20774497.968,-111090815.453197,25,89,-1905.372,4258,0,607.010,00191c83,9,61,20774498.239,-86403826.429367,37,99,-1482.029,4192,0,1219.010,00b91c83,0,19,22217105.135,-115690313.630369,31,73,461.572,4653,0,2262.010,001c1c23,0,19,22217101.015,-94007834.636287,4,52,375.015,4805,0,2262.010,02a41c23,0,29,23854572.499,-124217016.762456,536,683,-2346.377,2824,0,115.010,001c1c43,0,29,23854565.084,-100936466.079493,323,509,-1906.125,2865,0,22.010,02a41c43,0,22,23798680.008,-123925988.703830,8,62,3146.659,4633,0,1683.010,001c1da3,0,22,23798677.347,-100700072.769316,4,52,2556.920,4919,0,1897.010,02a41da3,0,24,26149010.577,-137413963.127803,54,147,-2749.015,3591,0,532.010,005b1c23,0,24,26149019.443,-102614321.946748,21,107,-2052.967,3868,0,2264.000,01931c23,0,24,26149014.998,-105291203.787116,22,106,-2106.560,3896,0,2264.000,02331c23,0,19,25406536.063,-133512179.699912,128,287,857.495,3084,0,20.000,005b1c63,0,19,25406532.515,-99700690.480186,1495,1600,639.842,2589,0,0.000,01931060*ee96dd37"
"#OBSVHA,96,GPS,FINE,2323,120472000,0,0,18,11;0*8bd409f7"
"#GPSEPHA,96,GPS,FINE,2323,120472000,0,0,18,11;1,110160.0,63,111,111,2323,2323,115200.0,2.656145382e+07,5.942390382e-09,2.481053646e+00,1.3382068020e-02,1.0303725821e+00,3.021210432e-06,8.935108781e-06,2.02375000e+02,5.99375000e+01,2.421438694e-08,-2.384185791e-07,9.5400189024e-01,-3.893019303e-11,-9.327354062e-01,-7.79818197e-09,111,115200.0,-1.955777407e-08,2.4212478e-04,-7.1622708e-12,0.0000000e+00,TRUE,1.458508120e-04,1.60000000e+01*24685f09"
"#GPSEPHA,96,GPS,FINE,2323,120472000,0,0,18,12;10,118530.0,0,34,34,2323,2323,122400.0,2.656049137e+07,3.659438145e-09,-2.196557137e+00,9.4343513483e-03,-2.3773570982e+00,-2.508983016e-06,8.817762136e-06,2.22375000e+02,-4.87812500e+01,2.607703209e-08,-9.499490261e-08,9.8479691121e-01,2.439387325e-10,2.194411473e+00,-7.44459581e-09,34,122400.0,2.328306437e-09,-6.6687819e-05,-9.7770680e-12,0.0000000e+00,TRUE,1.458564564e-04,4.00000000e+00*3a112738"
"#GPSEPHA,96,GPS,FINE,2323,120472000,0,0,18,12;16,118230.0,0,64,64,2323,2323,122400.0,2.655951871e+07,4.489115561e-09,3.043836260e+00,1.3828726136e-02,8.3815972149e-01,3.322958946e-06,8.825212717e-06,2.10156250e+02,6.73437500e+01,-3.166496754e-08,-2.346932888e-07,9.6146068047e-01,2.500104139e-12,-8.620667858e-01,-7.71532137e-09,64,122400.0,-1.024454832e-08,-2.3615919e-04,1.0572876e-11,0.0000000e+00,TRUE,1.458652982e-04,4.00000000e+00*812c8c52"
"#GPSEPHA,96,GPS,FINE,2323,120472000,0,0,18,12;18,112590.0,0,86,86,2323,2323,115200.0,2.655964852e+07,4.084098691e-09,-8.877581567e-01,4.3589780107e-03,-3.0467869411e+00,-3.032386303e-06,5.744397640e-06,2.78843750e+02,-5.62187500e+01,1.229345798e-07,-1.527369022e-07,9.7439824666e-01,-2.757257708e-10,1.163854557e+00,-7.96033158e-09,342,115200.0,-8.381903172e-09,-6.3667912e-04,-3.9790393e-12,0.0000000e+00,TRUE,1.458638239e-04,4.00000000e+00*739b32b4"
"#GPSEPHA,96,GPS,FINE,2323,120472000,0,0,18,12;23,110160.0,0,112,112,2323,2323,115200.0,2.655953969e+07,3.770514200e-09,-2.107617841e+00,4.3996041641e-03,-2.9645145466e+00,-2.453103662e-06,8.564442396e-06,2.25687500e+02,-4.83125000e+01,-3.911554813e-08,-1.862645149e-09,9.7991624931e-01,2.807259791e-10,2.165243736e+00,-7.59817364e-09,624,115200.0,-8.381903172e-09,2.7416367e-04,8.8675733e-12,0.0000000e+00,TRUE,1.458644068e-04,4.00000000e+00*78847b15"
"#GPSEPHA,96,GPS,FINE,2323,120472000,0,0,18,12;26,110160.0,0,52,52,2323,2323,115200.0,2.656030472e+07,5.225931967e-09,2.930462883e+00,8.9580480708e-03,5.4139663354e-01,2.900138497e-06,9.046867490e-06,1.90093750e+02,5.60312500e+01,-8.381903172e-08,-1.210719347e-07,9.3063840240e-01,-5.178787146e-11,-1.030332701e+00,-8.11248077e-09,52,115200.0,6.519258022e-09,1.1962419e-04,-6.9348971e-12,0.0000000e+00,TRUE,1.458595603e-04,4.00000000e+00*ef235e44"
"#GPSEPHA,96,GPS,FINE,2323,120472000,0,0,18,12;27,118230.0,0,13,13,2323,2323,122384.0,2.656043612e+07,4.705553148e-09,2.165906444e+00,1.2533454108e-02,7.9740338703e-01,2.715736628e-06,4.595145583e-06,2.91468750e+02,5.68125000e+01,-1.937150955e-07,-1.881271601e-07,9.6175398969e-01,2.071514858e-11,9.006215968e-02,-8.11890961e-09,13,122384.0,1.862645149e-09,-3.1158794e-05,-9.0949470e-13,0.0000000e+00,TRUE,1.458579575e-04,4.00000000e+00*da5a943c"
"#GPSEPHA,96,GPS,FINE,2323,120472000,0,0,18,12;32,118440.0,0,18,18,2323,2323,122400.0,2.656056020e+07,4.410183702e-09,2.826738970e+00,7.7841085149e-03,-2.1311149001e+00,-7.394701242e-07,6.994232535e-06,2.43843750e+02,-1.53125000e+01,6.332993507e-08,-8.754432201e-08,9.6261915067e-01,3.128701752e-10,-3.053408148e+00,-7.80889670e-09,18,122400.0,9.313225746e-10,-6.1205495e-04,1.9326762e-12,0.0000000e+00,TRUE,1.458566402e-04,4.00000000e+00*"
"#OBSVMA,96,GPS,FINE,2323,120482000,0,0,18,11;25,0,10,21494515.499,-112954444.063347,267,403,-2099.842,2875,0,2.010,00181c43,0,10,21494515.909,-88016448.741651,653,1600,-1636.962,2054,0,0.000,0538104b,0,10,21494499.405,-84349032.444888,410,1600,-1568.879,1520,0,0.000,01d0104b,0,27,20945862.533,-110071229.742597,8,54,-2224.319,4930,0,2274.010,00181c63,0,27,20945871.255,-85769803.546850,32,84,-1733.287,4440,0,2271.010,05381c63,0,27,20945865.027,-82196042.988292,6,58,-1661.024,4686,0,2271.010,01d01c63,0,32,22542878.570,-118463586.849860,315,267,1549.298,3707,0,55.010,00181cc3,0,32,22542896.477,-92309390.251943,249,464,1207.443,3010,0,53.010,05381cc3,0,32,22542896.523,-88463167.989181,291,1600,1156.162,2212,0,0.000,01d010cb,8,38,20246499.733,-108229144.289370,778,1600,-1560.653,2235,0,0.000,0019104b,3,39,20106257.767,-107290877.984957,39,89,2579.180,4400,0,864.010,00191c63,3,39,20106261.991,-83448373.565780,31,90,2006.056,4307,0,290.010,00b91c63,9,61,20778066.440,-111109901.097270,27,87,-1910.524,4326,0,617.010,00191c83,9,61,20778067.425,-86418670.782753,28,96,-1486.063,4162,0,1229.010,00b91c83,0,19,22216227.543,-115685741.073037,12,62,454.056,4680,0,2272.010,001c1c23,0,19,22216222.634,-94004119.058603,4,54,369.003,4757,0,2272.010,02a41c23,0,29,23859080.078,-124240491.495854,776,1600,-2350.428,2426,0,0.000,001c1043,0,29,23859075.654,-100955551.802730,243,506,-1909.830,2876,0,32.010,02a41c43,0,22,23792642.666,-123894548.990181,7,60,3142.418,4668,0,1693.010,001c1da3,0,22,23792639.658,-100674525.464623,4,52,2553.472,4878,0,1907.010,02a41da3,0,24,26154245.648,-137441476.526562,142,189,-2752.597,3613,0,542.010,005b1c23,0,24,26154255.318,-102634867.650927,18,106,-2055.644,3868,0,2274.000,01931c23,0,24,26154250.724,-105312285.469735,33,111,-2109.158,3915,0,2274.000,02331c23,0,19,25404910.020,-133503644.329383,113,226,851.096,3105,0,30.000,005b1c63,0,19,25404910.935,-99694326.988965,1607,1600,620.391,2545,0,0.000,01931060*5ff61e71"
"#OBSVHA,96,GPS,FINE,2323,120482000,0,0,18,12;0*4f10847b"
"#GPSEPHA,96,GPS,FINE,2323,120482000,0,0,18,13;1,110160.0,63,111,111,2323,2323,115200.0,2.656145382e+07,5.942390382e-09,2.481053646e+00,1.3382068020e-02,1.0303725821e+00,3.021210432e-06,8.935108781e-06,2.02375000e+02,5.99375000e+01,2.421438694e-08,-2.384185791e-07,9.5400189024e-01,-3.893019303e-11,-9.327354062e-01,-7.79818197e-09,111,115200.0,-1.955777407e-08,2.4212478e-04,-7.1622708e-12,0.0000000e+00,TRUE,1.458508120e-04,1.60000000e+01*326e5b5b"
"#GPSEPHA,96,GPS,FINE,2323,120482000,0,0,18,13;10,118530.0,0,34,34,2323,2323,122400.0,2.656049137e+07,3.659438145e-09,-2.196557137e+00,9.4343513483e-03,-2.3773570982e+00,-2.508983016e-06,8.817762136e-06,2.22375000e+02,-4.87812500e+01,2.607703209e-08,-9.499490261e-08,9.8479691121e-01,2.439387325e-10,2.194411473e+00,-7.44459581e-09,34,122400.0,2.328306437e-09,-6.6687819e-05,-9.7770680e-12,0.0000000e+00,TRUE,1.458564564e-04,4.00000000e+00*8d455231"
"#GPSEPHA,96,GPS,FINE,2323,120482000,0,0,18,13;16,118230.0,0,64,64,2323,2323,122400.0,2.655951871e+07,4.489115561e-09,3.043836260e+00,1.3828726136e-02,8.3815972149e-01,3.322958946e-06,8.825212717e-06,2.10156250e+02,6.73437500e+01,-3.166496754e-08,-2.346932888e-07,9.6146068047e-01,2.500104139e-12,-8.620667858e-01,-7.71532137e-09,64,122400.0,-1.024454832e-08,-2.3615919e-04,1.0572876e-11,0.0000000e+00,TRUE,1.458652982e-04,4.00000000e+00*cbbbc754"
"#GPSEPHA,96,GPS,FINE,2323,120482000,0,0,18,13;18,112590.0,0,86,86,2323,2323,115200.0,2.655964852e+07,4.084098691e-09,-8.877581567e-01,4.3589780107e-03,-3.0467869411e+00,-3.032386303e-06,5.744397640e-06,2.78843750e+02,-5.62187500e+01,1.229345798e-07,-1.527369022e-07,9.7439824666e-01,-2.757257708e-10,1.163854557e+00,-7.96033158e-09,342,115200.0,-8.381903172e-09,-6.3667912e-04,-3.9790393e-12,0.0000000e+00,TRUE,1.458638239e-04,4.00000000e+00*420411d2"
"#GPSEPHA,96,GPS,FINE,2323,120482000,0,0,18,13;23,110160.0,0,112,112,2323,2323,115200.0,2.655953969e+07,3.770514200e-09,-2.107617841e+00,4.3996041641e-03,-2.9645145466e+00,-2.453103662e-06,8.564442396e-06,2.25687500e+02,-4.83125000e+01,-3.911554813e-08,-1.862645149e-09,9.7991624931e-01,2.807259791e-10,2.165243736e+00,-7.59817364e-09,624,115200.0,-8.381903172e-09,2.7416367e-04,8.8675733e-12,0.0000000e+00,TRUE,1.458644068e-04,4.00000000e+00*491b5873"
"#GPSEPHA,96,GPS,FINE,2323,120482000,0,0,18,13;26,110160.0,0,52,52,2323,2323,115200.0,2.656030472e+07,5.225931967e-09,2.930462883e+00,8.9580480708e-03,5.4139663354e-01,2.900138497e-06,9.046867490e-06,1.90093750e+02,5.60312500e+01,-8.381903172e-08,-1.210719347e-07,9.3063840240e-01,-5.178787146e-11,-1.030332701e+00,-8.11248077e-09,52,115200.0,6.519258022e-09,1.1962419e-04,-6.9348971e-12,0.0000000e+00,TRUE,1.458595603e-04,4.00000000e+00*a5b41542"
"#GPSEPHA,96,GPS,FINE,2323,120482000,0,0,18,13;27,118230.0,0,13,13,2323,2323,122384.0,2.656043612e+07,4.705553148e-09,2.165906444e+00,1.2533454108e-02,7.9740338703e-01,2.715736628e-06,4.595145583e-06,2.91468750e+02,5.68125000e+01,-1.937150955e-07,-1.881271601e-07,9.6175398969e-01,2.071514858e-11,9.006215968e-02,-8.11890961e-09,13,122384.0,1.862645149e-09,-3.1158794e-05,-9.0949470e-13,0.0000000e+00,TRUE,1.458579575e-04,4.00000000e+00*92b4d358"
"#GPSEPHA,96,GPS,FINE,2323,120482000,0,0,18,14;32,118440.0,0,18,18,2323,2323,122400.0,2.656056020e+07,4.410183702e-09,2.826738970e+00,7.7841085149e-03,-2.1311149001e+00,-7.394701242e-07,6.994232535e-06,2.43843750e+02,-1.53125000e+01,6.332993507e-08,-8.754432201e-08,9.6261915067e-01,3.128701752e-10,-3.053408148e+00,-7.80889670e-09,18,1.461,4881,0,1917.010,02a41da3,0,24,26159485.664,-137469009.616312,48,142,-2751.775,3618,0,552.010,005b1c23,0,24,26159494.699,-102655427.989528,22,110,-2054.850,3824,0,2284.000,01931c23,0,24,26159490.308,-105333382.176211,33,112,-2108.477,3883,0,2284.000,02331c23,0,19,25403294.494,-133495156.562560,194,260,848.889,3169,0,40.000,005b1c63,0,19,25403290.649,-99687969.384642,1104,1600,633.785,2563,0,0.000,01931062*68a52a73"
"#OBSVHA,96,GPS,FINE,2323,120492000,0,0,18,12;0*c8b64f38"
"#GPSEPHA,96,GPS,FINE,2323,120492000,0,0,18,13;1,110160.0,63,111,111,2323,2323,115200.0,2.656145382e+07,5.942390382e-09,2.481053646e+00,1.3382068020e-02,1.0303725821e+00,3.021210432e-06,8.935108781e-06,2.02375000e+02,5.99375000e+01,2.421438694e-08,-2.384185791e-07,9.5400189024e-01,-3.893019303e-11,-9.327354062e-01,-7.79818197e-09,111,115200.0,-1.955777407e-08,2.4212478e-04,-7.1622708e-12,0.0000000e+00,TRUE,1.458508120e-04,1.60000000e+01*ae89fe67"
"#GPSEPHA,96,GPS,FINE,2323,120492000,0,0,18,13;10,118530.0,0,34,34,2323,2323,122400.0,2.656049137e+07,3.659438145e-09,-2.196557137e+00,9.4343513483e-03,-2.3773570982e+00,-2.508983016e-06,8.817762136e-06,2.22375000e+02,-4.87812500e+01,2.607703209e-08,-9.499490261e-08,9.8479691121e-01,2.439387325e-10,2.194411473e+00,-7.44459581e-09,34,122400.0,2.328306437e-09,-6.6687819e-05,-9.7770680e-12,0.0000000e+00,TRUE,1.458564564e-04,4.00000000e+00*63e6c7f5"
"#GPSEPHA,96,GPS,FINE,2323,120492000,0,0,18,13;16,118230.0,0,64,64,2323,2323,122400.0,2.655951871e+07,4.489115561e-09,3.043836260e+00,1.3828726136e-02,8.3815972149e-01,3.322958946e-06,8.825212717e-06,2.10156250e+02,6.73437500e+01,-3.166496754e-08,-2.346932888e-07,9.6146068047e-01,2.500104139e-12,-8.620667858e-01,-7.71532137e-09,64,122400.0,-1.024454832e-08,-2.3615919e-04,1.0572876e-11,0.0000000e+00,TRUE,1.458652982e-04,4.00000000e+00*58db833e"
"#GPSEPHA,96,GPS,FINE,2323,120492000,0,0,18,13;18,112590.0,0,86,86,2323,2323,115200.0,2.655964852e+07,4.084098691e-09,-8.877581567e-01,4.3589780107e-03,-3.0467869411e+00,-3.032386303e-06,5.744397640e-06,2.78843750e+02,-5.62187500e+01,1.229345798e-07,-1.527369022e-07,9.7439824666e-01,-2.757257708e-10,1.163854557e+00,-7.96033158e-09,342,115200.0,-8.381903172e-09,-6.3667912e-04,-3.9790393e-12,0.0000000e+00,TRUE,1.458638239e-04,4.00000000e+00*974ba3ad"
"#GPSEPHA,96,GPS,FINE,2323,120492000,0,0,18,13;23,110160.0,0,112,112,2323,2323,115200.0,2.655953969e+07,3.770514200e-09,-2.107617841e+00,4.3996041641e-03,-2.9645145466e+00,-2.453103662e-06,8.564442396e-06,2.25687500e+02,-4.83125000e+01,-3.911554813e-08,-1.862645149e-09,9.7991624931e-01,2.807259791e-10,2.165243736e+00,-7.59817364e-09,624,115200.0,-8.381903172e-09,2.7416367e-04,8.8675733e-12,0.0000000e+00,TRUE,1.458644068e-04,4.00000000e+00*9c54ea0c"
"#GPSEPHA,96,GPS,FINE,2323,120492000,0,0,18,13;26,110160.0,0,52,52,2323,2323,115200.0,2.656030472e+07,5.225931967e-09,2.930462883e+00,8.9580480708e-03,5.4139663354e-01,2.900138497e-06,9.046867490e-06,1.90093750e+02,5.60312500e+01,-8.381903172e-08,-1.210719347e-07,9.3063840240e-01,-5.178787146e-11,-1.030332701e+00,-8.11248077e-09,52,115200.0,6.519258022e-09,1.1962419e-04,-6.9348971e-12,0.0000000e+00,TRUE,1.458595603e-04,4.00000000e+00*36d45128"
"#GPSEPHA,96,GPS,FINE,2323,120492000,0,0,18,14;27,118230.0,0,13,13,2323,2323,122384.0,2.656043612e+07,4.705553148e-09,2.165906444e+00,1.2533454108e-02,7.9740338703e-01,2.715736628e-06,4.595145583e-06,2.91468750e+02,5.68125000e+01,-1.937150955e-07,-1.881271601e-07,9.6175398969e-01,2.071514858e-11,9.006215968e-02,-8.11890961e-09,13,122384.0,1.862645149e-09,-3.1158794e-05,-9.0949470e-13,0.0000000e+00,TRUE,1.458579575e-04,4.00000000e+00*6ff9a690"
"#GPSEPHA,96,GPS,FINE,2323,120492000,0,0,18,14;32,118440.0,0,18,18,2323,2323,122400.0,2.656056020e+07,4.410183702e-09,2.826738970e+00,7.7841085149e-03,-2.1311149001e+00,-7.394701242e-07,6.994232535e-06,2.43843750e+02,-1.53125000e+01,6.332993507e-08,-8.754432201e-08,9.6261915067e-01,3.128701752e-10,-3.053408148e+00,-7.80889670e-09,18,122400.0,9.313225746e-10,-6.1205495e-04,1.9326762e-12,0.0000000e+00,TRUE,1.458566402e-04,4.00000000e+00*7ff68eed"
"#BDSEPHA,96,GPS,FINE,2323,120492000,0,0,18,14;19,118800.0,0,1,1,2323,2323,118800.0,2.790612768e+07,3.355496913e-09,1.151319804e+00,7.9835986253e-04,-6.7363119727e-01,-1.435633749e-06,8.108094335e-06,2.06734375e+02,-3.02968750e+01,1.117587090e-07,-9.313225746e-09,9.7915817394e-01,4.146601294e-10,2.687801133e+00,-6.52348602e-09,1,118800.0,9.600000000e-09,9.600000000e-09,-9.18500e-04,-2.40252e-12,0.00000e+00,TRUE,1.354348037e-04,4.00000000e+00*250d1963"
"#BDSEPHA,96,GPS,FINE,2323,120492000,0,0,18,14;20,118800.0,0,1,1,2323,2323,118800.0,2.790617628e+07,3.313352300e-09,1.320929340e+00,7.4961001519e-04,-1.0889106960e-01,-1.387670636e-06,8.098315448e-06,2.07437500e+02,-3.07812500e+01,-5.587935448e-08,2.328306437e-08,9.7914686558e-01,3.632294157e-10,2.688429959e+00,-6.45562605e-09,1,118800.0,1.210000000e-08,1.210000000e-08,-6.87704e-04,-4.29115e-11,0.00000e+00,TRUE,1.354344077e-04,4.00000000e+00*56c7c7d6"
"#BDSEPHA,96,GPS,FINE,2323,120492000,0,0,18,14;22,118800.0,0,1,1,2323,2323,118800.0,2.790617038e+07,3.424785513e-09,-7.725365680e-01,6.9836154580e-04,4.5508277573e-01,-1.212581992e-06,7.606577128e-06,2.15015625e+02,-2.52187500e+01,-2.793967724e-09,-2.933666110e-08,9.7843918481e-01,3.400141630e-10,2.689340143e+00,-6.60813240e-09,1,118800.0,1.360000000e-08,1.360000000e-08,6.11831e-05,1.21192e-11,0.00000e+00,TRUE,1.354345621e-04,4.00000000e+00*521d996a"
"#BDSEPHA,96,GPS,FINE,115200.0,2.655964852e+07,4.084098691e-09,-8.877581567e-01,4.3589780107e-03,-3.0467869411e+00,-3.032386303e-06,5.744397640e-06,2.78843750e+02,-5.62187500e+01,1.229345798e-07,-1.527369022e-07,9.7439824666e-01,-2.757257708e-10,1.163854557e+00,-7.96033158e-09,342,115200.0,-8.381903172e-09,-6.3667912e-04,-3.9790393e-12,0.0000000e+00,TRUE,1.458638239e-04,4.00000000e+00*7e8ae4bc"
"#GPSEPHA,96,GPS,FINE,2323,120504000,0,0,18,13;23,110160.0,0,112,112,2323,2323,115200.0,2.655953969e+07,3.770514200e-09,-2.107617841e+00,4.3996041641e-03,-2.9645145466e+00,-2.453103662e-06,8.564442396e-06,2.25687500e+02,-4.83125000e+01,-3.911554813e-08,-1.862645149e-09,9.7991624931e-01,2.807259791e-10,2.165243736e+00,-7.59817364e-09,624,115200.0,-8.381903172e-09,2.7416367e-04,8.8675733e-12,0.0000000e+00,TRUE,1.458644068e-04,4.00000000e+00*7595ad1d"
"#GPSEPHA,96,GPS,FINE,2323,120504000,0,0,18,13;26,110160.0,0,52,52,2323,2323,115200.0,2.656030472e+07,5.225931967e-09,2.930462883e+00,8.9580480708e-03,5.4139663354e-01,2.900138497e-06,9.046867490e-06,1.90093750e+02,5.60312500e+01,-8.381903172e-08,-1.210719347e-07,9.3063840240e-01,-5.178787146e-11,-1.030332701e+00,-8.11248077e-09,52,115200.0,6.519258022e-09,1.1962419e-04,-6.9348971e-12,0.0000000e+00,TRUE,1.458595603e-04,4.00000000e+00*e68dfcf9"
"#GPSEPHA,96,GPS,FINE,2323,120504000,0,0,18,13;27,118230.0,0,13,13,2323,2323,122384.0,2.656043612e+07,4.705553148e-09,2.165906444e+00,1.2533454108e-02,7.9740338703e-01,2.715736628e-06,4.595145583e-06,2.91468750e+02,5.68125000e+01,-1.937150955e-07,-1.881271601e-07,9.6175398969e-01,2.071514858e-11,9.006215968e-02,-8.11890961e-09,13,122384.0,1.862645149e-09,-3.1158794e-05,-9.0949470e-13,0.0000000e+00,TRUE,1.458579575e-04,4.00000000e+00*c2b40230"
"#GPSEPHA,96,GPS,FINE,2323,120504000,0,0,18,14;32,118440.0,0,18,18,2323,2323,122400.0,2.656056020e+07,4.410183702e-09,2.826738970e+00,7.7841085149e-03,-2.1311149001e+00,-7.394701242e-07,6.994232535e-06,2.43843750e+02,-1.53125000e+01,6.332993507e-08,-8.754432201e-08,9.6261915067e-01,3.128701752e-10,-3.053408148e+00,-7.80889670e-09,18,122400.0,9.313225746e-10,-6.1205495e-04,1.9326762e-12,0.0000000e+00,TRUE,1.458566402e-04,4.00000000e+00*8ef23502"
"#BDSEPHA,96,GPS,FINE,2323,120504000,0,0,18,14;19,118800.0,0,1,1,2323,2323,118800.0,2.790612768e+07,3.355496913e-09,1.151319804e+00,7.9835986253e-04,-6.7363119727e-01,-1.435633749e-06,8.108094335e-06,2.06734375e+02,-3.02968750e+01,1.117587090e-07,-9.313225746e-09,9.7915817394e-01,4.146601294e-10,2.687801133e+00,-6.52348602e-09,1,118800.0,9.600000000e-09,9.600000000e-09,-9.18500e-04,-2.40252e-12,0.00000e+00,TRUE,1.354348037e-04,4.00000000e+00*6bb2fb29"
"#BDSEPHA,96,GPS,FINE,2323,120504000,0,0,18,14;20,118800.0,0,1,1,2323,2323,118800.0,2.790617628e+07,3.313352300e-09,1.320929340e+00,7.4961001519e-04,-1.0889106960e-01,-1.387670636e-06,8.098315448e-06,2.07437500e+02,-3.07812500e+01,-5.587935448e-08,2.328306437e-08,9.7914686558e-01,3.632294157e-10,2.688429959e+00,-6.45562605e-09,1,118800.0,1.210000000e-08,1.210000000e-08,-6.87704e-04,-4.29115e-11,0.00000e+00,TRUE,1.354344077e-04,4.00000000e+00*1878259c"
"#BDSEPHA,96,GPS,FINE,2323,120504000,0,0,18,14;22,118800.0,0,1,1,2323,2323,118800.0,2.790617038e+07,3.424785513e-09,-7.725365680e-01,6.9836154580e-04,4.5508277573e-01,-1.212581992e-06,7.606577128e-06,2.15015625e+02,-2.52187500e+01,-2.793967724e-09,-2.933666110e-08,9.7843918481e-01,3.400141630e-10,2.689340143e+00,-6.60813240e-09,1,118800.0,1.360000000e-08,1.360000000e-08,6.11831e-05,1.21192e-11,0.00000e+00,TRUE,1.354345621e-04,4.00000000e+00*e97c8788"
"#BDSEPHA,96,GPS,FINE,2323,120504000,0,0,18,14;29,118800.0,0,1,1,2323,2323,118800.0,2.790603280e+07,4.093027634e-09,6.192751682e-01,2.3330689874e-04,1.9817683759e+00,2.230517566e-07,2.691987902e-06,3.04140625e+02,7.26562500e+00,3.725290298e-09,4.936009645e-08,9.5653266829e-01,-1.732215011e-10,5.586580531e-01,-7.11958227e-09,1,118800.0,-3.000000000e-10,-3.000000000e-10,3.08450e-04,4.86100e-12,0.00000e+00,TRUE,1.354362319e-04,4.00000000e+00*e902f0c6"
