"3,2323,136800.0,2.790610557e+07,3.831588172e-09,4.390568183e-01,4.6438630670e-04,-3.1766921428e-01,1.913867891e-06,9.804964066e-06,1.55562500e+02,3.65312500e+01,2.887099981e-08,-3.119930625e-08,9.4968808714e-01,-1.964367538e-10,-1.500331579e+00,-6.72813740e-09,2,136800.0,1.900000000e-08,1.900000000e-08,-1.04886e-04,-4.28546e-12,0.00000e+00,TRUE,1.354354407e-04,4.00000000e+00*4763151f"
"#GLOEPHA,97,GPS,FINE,2323,139040000,0,0,18,18;38,8,1,0,2323,125118000,10782,197,0,0,55,0,-5.738653808593750e+06,1.064691455078125e+07,2.245873486328125e+07,-3.075361251831055e+03,3.996276855468750e+01,-8.033151626586914e+02,0.000000000000000,-0.000000000000000e+00,-2.793967723846436e-06,-9.142514318227768e-05,8.381903172e-09,9.094947017729282e-13,48810,2,2,0,12*c19cc386"
"#GALEPHA,97,GPS,FINE,2323,139040000,0,0,18,146;12,TRUE,TRUE,0,0,0,0,0,0,107,0,80,124200,5.44061471e+03,2.6058e-09,1.43206386e+00,3.605817910e-04,9.137192984e-01,-4.7553e-06,4.4238e-06,2.630e+02,-9.903e+01,5.5879e-09,1.4901e-08,9.968545717e-01,-2.6608e-10,1.195237446e+00,-5.48987153e-09,124200,-1.124717703e-03,-1.615774e-11,0.0e+00,124200,-1.124717703e-03,-1.615774e-11,0.0e+00,-1.257e-08,-1.281e-08*7edd0fcd"
"#GALEPHA,97,GPS,FINE,2323,139040000,0,0,18,146;19,TRUE,TRUE,0,0,0,0,0,0,107,0,76,121800,5.44061169e+03,3.0894e-09,1.97771270e+00,2.318252809e-04,-1.147778177e+00,-9.4622e-07,6.6441e-06,2.020e+02,-2.275e+01,-1.0617e-07,1.8626e-09,9.675799688e-01,2.2822e-10,-2.992326923e+00,-5.45129850e-09,121800,2.915345249e-04,6.349410e-11,-1.7e-18,121800,2.915335936e-04,6.346568e-11,-1.7e-18,-4.889e-09,-5.588e-09*2ae4d0ac"
"#GALEPHA,97,GPS,FINE,2323,139040000,0,0,18,146;24,TRUE,TRUE,0,0,0,0,0,0,107,0,77,122400,5.44062260e+03,3.1137e-09,2.68788982e+00,3.954691347e-04,7.625160619e-01,4.5709e-06,9.3058e-06,1.450e+02,1.002e+02,-9.3132e-09,-3.7253e-08,9.633596666e-01,3.5716e-12,-8.948765112e-01,-5.46487049e-09,122400,-8.748978144e-04,-2.121681e-11,0.0e+00,122400,-8.748988621e-04,-2.121681e-11,0.0e+00,-4.424e-09,-6.286e-09*d849c656"
"#GALEPHA,97,GPS,FINE,2323,139040000,0,0,18,146;25,FALSE,TRUE,0,0,0,0,0,0,107,0,81,124800,5.44061203e+03,3.0694e-09,-1.74031531e+00,2.556216205e-04,-1.583655880e+00,4.3232e-06,9.3095e-06,1.457e+02,9.006e+01,-1.1176e-08,-5.5879e-09,9.655338233e-01,2.0358e-11,-8.978418008e-01,-5.43058335e-09,0,0.000000000e+00,0.000000e+00,0.0e+00,124800,6.911868695e-06,3.836931e-13,0.0e+00,2.794e-09,2.328e-09*a9a012ca"
"#GALEPHA,97,GPS,FINE,2323,139040000,0,0,18,147;33,FALSE,TRUE,0,0,0,0,0,0,107,0,70,118200,5.44061077e+03,2.5090e-09,-1.78005413e-01,2.076766687e-04,2.604523282e+00,-4.9658e-06,4.7050e-06,2.580e+02,-1.015e+02,2.0489e-08,1.3039e-08,9.999630107e-01,-3.2966e-10,1.194214825e+00,-5.47272796e-09,0,0.000000000e+00,0.000000e+00,0.0e+00,118200,1.377175795e-05,3.126388e-13,0.0e+00,-5.122e-09,-6.519e-09*c1bf9672"
"#OBSVMA,96,GPS,FINE,2323,139041000,0,0,18,13;43,0,3,21321953.810,-112047687.131303,26,82,-1833.996,4417,0,637.010,00181c23,0,3,21321954.084,-87309815.810305,370,406,-1428.783,2959,0,635.010,05381c23,0,3,21321950.186,-83671911.201884,287,278,-1369.546,3448,0,635.010,01d01c23,0,2,24602173.247,-129285295.903333,169,354,-3497.932,3001,0,16.010,00181c43,0,9,20712490.456,-108844871.005904,608,1600,1438.947,2395,0,0.000,00181067,0,9,20712498.649,-84814219.033420,383,1600,1121.439,2320,0,0.000,0538106b,0,9,20712511.004,-81280342.126563,843,1600,1076.405,1770,0,0.000,01d0106b,0,31,23907459.581,-125634547.641444,847,1600,-2712.458,1383,0,0.000,00181087,0,31,23907470.740,-97897095.658757,581,1600,-2112.562,2050,0,0.000,0538108b,0,17,23782399.546,-124977353.169035,582,1600,-2574.358,1654,0,0.000,001810a7,0,17,23782411.183,-97384998.248836,410,1600,-2009.543,2394,0,0.000,053810ab,0,4,20392129.056,-107161361.543765,837,1600,-941.636,1598,0,0.000,001810c7,0,4,20392134.611,-83502382.470422,549,1600,-732.873,2102,0,0.000,053810cb,0,4,20392137.669,-80023128.290843,560,1600,-703.095,1670,0,0.000,01d010cb,0,7,24118826.073,-126745287.436085,454,502,3308.782,2836,0,1.010,00181d23,0,7,24118851.087,-98762662.604457,504,1600,2577.716,2342,0,0.000,0538112b,10,56,21386012.883,-114400758.198266,164,259,-3896.890,3318,0,663.010,00191c23,10,56,21386012.408,-88978299.743888,8,54,-3030.941,4836,0,661.010,00b91c23,0,51,22568995.103,-120305443.246679,451,1600,2576.990,2734,0,0.000,00191043,0,51,22569001.622,-93570941.427160,294,484,2005.033,2820,0,22.010,00b91c43,0,12,24770059.839,-128984189.813280,190,185,-3265.234,3989,0,665.010,001c1c23,0,12,24770059.797,-99738748.634064,27,82,-2524.884,4436,0,665.010,023c1c23,0,12,24770060.893,-104810213.522403,7,64,-2653.243,4588,0,665.010,02a41c23,0,22,25207992.235,-131264632.633847,711,816,-2457.470,2796,0,6.010,001c1c43,0,22,25208004.264,-106663267.956758,381,528,-1997.276,2927,0,161.010,02a41c43,0,16,39930321.293,-207927661.349562,613,1600,-775.217,2687,0,0.000,001c1063,0,6,39403666.994,-205185234.982221,289,1600,-775.418,2384,0,0.000,001c1087,0,6,39403665.983,-158662234.159586,807,1600,-599.007,1920,0,0.000,023c1087,0,6,39403659.766,-166729779.246847,466,1600,-622.828,1746,0,0.000,02a41087,0,21,22335837.410,-116308565.833302,564,1600,-798.351,2590,0,0.000,001c10a3,0,9,38656321.028,-155652986.311117,471,1600,-189.138,2371,0,0.000,023c10c7,0,9,38656324.011,-163567557.026944,215,1600,-198.838,2508,0,0.000,02a410c7,0,45,24567857.721,-127931274.828607,268,443,1602.265,2737,0,6.010,001c1da3,0,45,24567856.439,-103954640.143428,505,1600,1301.897,2199,0,0.000,02a411a7,0,34,23413698.819,-121921267.432682,13"
"9,172,-2320.812,3770,0,581.010,091455078125e+07,2.245873486328125e+07,-3.075361251831055e+03,3.996276855468750e+01,-8.033151626586914e+02,0.000000000000000,-0.000000000000000e+00,-2.793967723846436e-06,-9.142514318227768e-05,8.381903172e-09,9.094947017729282e-13,48810,2,2,0,12*dfc945ba"
"#GLOEPHA,96,GPS,FINE,2323,139048000,0,0,18,19;39,3,1,0,2323,130518000,10782,197,0,0,61,0,-3.494482421875000e+06,1.226339257812500e+07,2.212276269531250e+07,-2.812635421752930e+03,1.103238105773926e+03,-1.063755035400391e+03,0.000000000000000,-0.000000000000000e+00,-2.793967723846436e-06,2.371240407228470e-05,5.587935448e-09,0.000000000000000e+00,54060,2,2,0,12*0b52d568"
"#GALEPHA,96,GPS,FINE,2323,139048000,0,0,18,156;24,TRUE,TRUE,0,0,0,0,0,0,107,0,77,122400,5.44062260e+03,3.1137e-09,2.68788982e+00,3.954691347e-04,7.625160619e-01,4.5709e-06,9.3058e-06,1.450e+02,1.002e+02,-9.3132e-09,-3.7253e-08,9.633596666e-01,3.5716e-12,-8.948765112e-01,-5.46487049e-09,122400,-8.748978144e-04,-2.121681e-11,0.0e+00,122400,-8.748988621e-04,-2.121681e-11,0.0e+00,-4.424e-09,-6.286e-09*8f4943e2"
"#GALEPHA,96,GPS,FINE,2323,139048000,0,0,18,156;25,FALSE,TRUE,0,0,0,0,0,0,107,0,81,124800,5.44061203e+03,3.0694e-09,-1.74031531e+00,2.556216205e-04,-1.583655880e+00,4.3232e-06,9.3095e-06,1.457e+02,9.006e+01,-1.1176e-08,-5.5879e-09,9.655338233e-01,2.0358e-11,-8.978418008e-01,-5.43058335e-09,0,0.000000000e+00,0.000000e+00,0.0e+00,124800,6.911868695e-06,3.836931e-13,0.0e+00,2.794e-09,2.328e-09*ecc77f08"
