"#GLOEPHA,97,GPS,FINE,2323,144758000,0,0,18,20;52,7,1,0,2323,144918000,10782,197,0,0,77,0,1.402660595703125e+07,1.811492138671875e+07,1.125201318359375e+07,-1.121189117431641e+03,-1.056875228881836e+03,3.105051994323730e+03,0.000000931322575,0.000000000000000e+00,-2.793967723846436e-06,-7.784832268953323e-05,2.793967724e-09,-0.000000000000000e+00,68430,2,1,0,12*9cffd871"
"#GALEPHA,97,GPS,FINE,2323,144758000,0,0,18,88;11,FALSE,TRUE,0,0,0,0,0,0,107,0,104,138600,5.44060613e+03,2.7512e-09,2.04460419e+00,4.945208784e-04,1.290010524e+00,-4.7740e-06,4.6510e-06,2.576e+02,-1.016e+02,1.8626e-09,-4.6566e-08,9.968387444e-01,-1.7644e-10,1.195154965e+00,-5.55523140e-09,0,0.000000000e+00,0.000000e+00,0.0e+00,138600,2.359549515e-03,-1.127347e-10,-3.5e-18,-1.444e-08,-1.630e-08*a78989ec"
"#GALEPHA,97,GPS,FINE,2323,144758000,0,0,18,88;12,TRUE,TRUE,0,0,0,0,0,0,107,0,80,124200,5.44061471e+03,2.6058e-09,1.43206386e+00,3.605817910e-04,9.137192984e-01,-4.7553e-06,4.4238e-06,2.630e+02,-9.903e+01,5.5879e-09,1.4901e-08,9.968545717e-01,-2.6608e-10,1.195237446e+00,-5.48987153e-09,124200,-1.124717703e-03,-1.615774e-11,0.0e+00,124200,-1.124717703e-03,-1.615774e-11,0.0e+00,-1.257e-08,-1.281e-08*7d9343d0"
"#GALEPHA,97,GPS,FINE,2323,144758000,0,0,18,88;25,FALSE,TRUE,0,0,0,0,0,0,107,0,81,124800,5.44061203e+03,3.0694e-09,-1.74031531e+00,2.556216205e-04,-1.583655880e+00,4.3232e-06,9.3095e-06,1.457e+02,9.006e+01,-1.1176e-08,-5.5879e-09,9.655338233e-01,2.0358e-11,-8.978418008e-01,-5.43058335e-09,0,0.000000000e+00,0.000000e+00,0.0e+00,124800,6.911868695e-06,3.836931e-13,0.0e+00,2.794e-09,2.328e-09*06d69ed3"
"#GALEPHA,97,GPS,FINE,2323,144758000,0,0,18,89;31,FALSE,TRUE,0,0,0,0,0,0,107,0,110,142200,5.44061705e+03,2.7940e-09,2.06069464e+00,3.090015380e-04,-1.663192155e+00,5.2899e-06,8.8755e-06,1.536e+02,1.138e+02,-1.6764e-08,7.2643e-08,9.655042972e-01,-2.5358e-11,-8.980018309e-01,-5.37736685e-09,0,0.000000000e+00,0.000000e+00,0.0e+00,142200,-2.944073640e-05,-1.136868e-12,0.0e+00,4.424e-09,4.424e-09*2f4e75d4"
"#GALEPHA,97,GPS,FINE,2323,144758000,0,0,18,89;36,TRUE,TRUE,0,0,0,0,0,0,107,0,113,144000,5.44060503e+03,2.7226e-09,2.18134465e+00,1.415485749e-04,1.067603164e+00,-4.8745e-06,4.5374e-06,2.642e+02,-1.043e+02,-3.7253e-09,-2.4214e-08,9.999431604e-01,-1.3429e-10,1.194104716e+00,-5.53344478e-09,144000,-2.553298254e-04,-5.272227e-12,0.0e+00,144000,-2.553293016e-04,-5.272227e-12,0.0e+00,4.657e-09,4.889e-09*98d97d0e"
"#OBSVMA,97,GPS,FINE,2323,144760000,0,0,18,12;45,0,7,21062020.272,-110681667.496410,10,55,1489.742,4827,0,470.011,00181c23,0,7,21062022.599,-86245480.510177,37,98,1160.856,4192,0,467.011,05381c23,0,30,22762056.929,-119615428.381829,22,75,3196.359,4506,0,470.011,00181c43,0,30,22762066.796,-93206868.806702,108,169,2490.583,3653,0,467.011,05381c43,0,30,22762060.374,-89323223.230331,21,97,2386.837,4061,0,467.011,01d01c43,0,6,21162322.436,-111208754.451371,818,1600,-1647.800,2067,0,0.000,0018106b,0,6,21162343.567,-86656259.141881,535,1600,-1285.358,1637,0,0.000,0538106b,0,6,21162285.592,-83045354.150623,501,1600,-1232.099,2723,0,0.000,01d01063,0,3,23908686.346,-97902072.840382,618,1600,-2520.722,2451,0,0.000,0538108b,0,3,23908676.454,-93822781.138918,823,1600,-2415.278,2155,0,0.000,01d0108b,0,9,20224612.664,-106281056.590908,416,1600,-857.381,1918,0,0.000,001810ab,0,9,20224613.711,-82816411.703801,694,1600,-662.594,1883,0,0.000,053810ab,0,9,20224599.014,-79365669.798388,496,1600,-635.442,1428,0,0.000,01d010a6,0,4,22203532.153,-116680345.507361,424,629,-2519.323,2905,0,9.010,00181cc3,0,4,22203549.178,-90919822.072217,574,1600,-1963.588,2065,0,0.000,053810c3,0,4,22203549.003,-87131497.531195,199,425,-1881.284,2763,0,10.010,01d01cc3,8,42,19813339.165,-82377285.792640,543,1600,-580.629,1969,0,0.000,00b91027,7,52,20605454.261,-110109294.660463,48,108,1880.253,4111,0,350.010,00191c43,7,52,20605457.820,-85640528.726438,114,162,1462.502,3743,0,205.010,00b91c43,0,51,21883567.659,-116651729.231076,474,1600,-1952.708,2561,0,0.000,0019106b,0,51,21883567.267,-90729121.215480,456,813,-1518.160,2633,0,0.000,00b91063,13,41,22558614.483,-93955832.612173,825,1600,-2102.567,2140,0,0.000,00b91087,0,21,23576544.277,-122769257.095027,144,170,-1847.676,3823,0,468.011,001c1c23,0,21,23576540.110,-99760044.101937,15,84,-1501.302,4254,0,468.011,02a41c23,0,26,22843016.534,-118949591.814255,81,117,1641.269,4257,0,468.011,001c1c43,0,26,22843018.838,-96656288.343086,81,133,1333.721,3938,0,330.010,02a41c43,0,24,24876715.328,-129539584.086849,767,1600,3354.977,2459,0,0.000,001c1067,0,24,24876722.460,-105261553.322536,800,1600,2725.334,2553,0,0.000,02a41063,0,43,24810526.084,-104981455.072196,600,1600,-1920.587,2116,0,0.000,02a41087,0,45,24163501.538,-125825692.772915,586,1600,-1368.164,2386,0,0.000,001c10a7,0,45,24163497.843,-102243666.512231,631,1600,-1110.381,1818,0,0.000,02a410a7,0,11,24933504.096,-129835281.874132,122,214,-2965.704,3262,0,108.010,001c1d03,0,11,24933505.805,-100396854.897324,142,203,-2293.135,3479,0,288.010,023c1d03,0,11,24933506.658,-105501802.593421,208,270,-2409.749,3140,0,229.010,02a41d03,0,42,21812655.662,-113584221.973078,339,1600,390.186,2203,0,0.000,001c1127,0,42,21812659.316,-92296499.199016,411,1600,315.615,2347,0,0.000,02a41127,0,36,26049120.476,-136889051.815043,21,82,-3079.821,4363,0,471.001,005b1c23,0,36,26049127.163,-102222361.408346,12,79,-2299.803,4337,0,470.001,01931c23,0,36,26049125.562,-1048890"
"19.871548,5,53,-2359.911,4798,0,4507e-07,3.166496754e-08,9.5397352279e-01,-3.678724662e-10,-1.974398426e+00,-8.06069290e-09,36,144000.0,-1.350417733e-08,-2.2674259e-04,3.4106051e-13,0.0000000e+00,TRUE,1.458521127e-04,4.00000000e+00*c52f4c10"
"#GPSEPHA,96,GPS,FINE,2323,144772000,0,0,18,16;32,122400.0,0,47,47,2323,2323,129600.0,2.656055678e+07,4.430898850e-09,-2.406286988e+00,7.7842759201e-03,-2.1311065659e+00,-7.171183825e-07,7.063150406e-06,2.45125000e+02,-1.57812500e+01,3.725290298e-09,-1.043081284e-07,9.6262127336e-01,2.535819913e-10,-3.053463870e+00,-7.77818114e-09,47,129600.0,9.313225746e-10,-6.1204052e-04,1.9326762e-12,0.0000000e+00,TRUE,1.458566891e-04,4.00000000e+00*0d19d3b6"
"#BDSEPHA,96,GPS,FINE,2323,144772000,0,0,18,16;6,127080.0,0,1,1,2323,2323,126000.0,4.216368578e+07,1.354699286e-09,-2.927735398e+00,4.1005656822e-03,-2.6994844325e+00,-1.355540007e-06,1.324014738e-05,-1.65546875e+02,-4.12187500e+01,7.869675756e-08,4.190951586e-09,9.4645889444e-01,-4.100170789e-10,-2.147504238e+00,-1.89257883e-09,0,126000.0,8.600000000e-09,-1.500000000e-09,5.93078e-04,3.34079e-11,0.00000e+00,TRUE,7.292376848e-05,4.00000000e+00*196b0205"
"#BDSEPHA,96,GPS,FINE,2323,144772000,0,0,18,16;9,139020.0,0,1,1,2323,2323,136800.0,4.216946533e+07,1.235765760e-09,-2.861512549e+00,1.2489326647e-02,-2.2918128202e+00,-3.655441105e-07,1.420732588e-05,-2.02390625e+02,-8.35937500e+00,6.658956409e-08,-2.514570951e-08,9.5172669275e-01,-4.743054710e-10,-2.101867058e+00,-1.82007581e-09,0,136800.0,6.900000000e-09,3.800000000e-09,-3.55487e-05,-5.50342e-11,0.00000e+00,TRUE,7.290865844e-05,4.00000000e+00*0ddb6838"
