ID,Type,Number,Date,Latitude [deg],Longitude [deg],Height [m],Posx [m],Posy [m],Posz [m],Velx [mm/s],Vely [mm/s],Velz [mm/s],nSats,Gyrx [deg/s],Gyry [deg/s],Gyrz [deg/s],Magx [uT],Magy [uT],Magz [uT],CPU Temperature [°C]
ERRE,PVT,47520,2023-09-24 07:03:45.300003,68.09875663523245,21.880862665070918,18062.288231509785,2220348.528041947,891713.036630553,5911969.180470185,-10570,6627,9438,15,-417,10,1717,30,-1,71,None
ERRE,PVT,47521,2023-09-24 07:03:45.500002,68.0987750637769,21.880911082237386,18063.49488720047,2220346.417443222,891714.3678994861,5911971.068911124,-10574,6661,9386,15,-370,94,1562,27,-1,69,None
ERRE,PVT,47522,2023-09-24 07:03:45.700003,68.09879346610417,21.880959527075476,18064.709845526308,2220344.3118109107,891715.7024056239,5911972.963961335,-10523,6660,9475,15,-172,156,1447,29,-1,70,None
ERRE,PVT,47523,2023-09-24 07:03:45.900002,68.09881180817464,21.88100808544601,18065.92856879922,2220342.2115161987,891717.0441620237,5911974.85999043,-10521,6673,9457,15,-23,187,1313,29,-1,70,None
ERRE,PVT,47524,2023-09-24 07:03:46.100002,68.09883005368101,21.881056759287073,18067.139272416513,2220340.1159463627,891718.3930098391,5911976.744549527,-10515,6734,9374,15,-159,179,1207,29,-1,71,None
ERRE,PVT,47525,2023-09-24 07:03:46.300002,68.09884822227293,21.88110551366918,18068.345782033037,2220338.0250768913,891719.7473673142,5911978.622007997,-10502,6790,9339,15,-436,165,1072,28,-3,68,None
ERRE,PVT,47526,2023-09-24 07:03:46.500002,68.09886634237165,21.881154407957233,18069.56172513882,2220335.939963735,891721.1103301268,5911980.506195601,-10478,6811,9404,15,-455,220,931,28,-1,69,None
ERRE,PVT,47527,2023-09-24 07:03:46.700002,68.09888442696716,21.881203338764433,18070.76472543279,2220333.853219752,891722.4742788083,5911982.376892934,-10483,6838,9423,15,-236,336,876,29,-2,69,None
ERRE,PVT,47528,2023-09-24 07:03:46.900002,68.0989025562111,21.88125231944319,18071.9851720794,2220331.7674369724,891723.8408552504,5911984.265639995,-10460,6841,9410,15,3,273,810,29,-2,68,None
ERRE,PVT,47529,2023-09-24 07:03:47.200002,68.0989296928354,21.881326077208335,18073.805506344925,2220328.636232029,891725.9026029592,5911987.086782038,-10464,6894,9520,15,-123,247,789,30,-2,68,None
ERRE,PVT,47530,2023-09-24 07:03:47.400002,68.09894773230816,21.88137543043538,18075.017406678526,2220326.550334169,891727.2858922681,5911988.963853425,-10451,6923,9470,15,-294,220,813,30,-3,69,None
ERRE,PVT,47531,2023-09-24 07:03:47.600002,68.09897484835658,21.881449794164478,18076.829360329753,2220323.4087729296,891729.370740757,5911991.776360085,-10512,6983,9384,15,-206,246,942,29,-3,67,None
ERRE,PVT,47532,2023-09-24 07:03:48.000002,68.09900212777868,21.881524290643128,18078.66239206735,2220320.256704303,891731.4573373345,5911994.61523912,-10509,6970,9426,15,-29,198,1085,29,-3,69,None
ERRE,PVT,47533,2023-09-24 07:03:48.200002,68.09902032123672,21.881574181789922,18079.868651805147,2220318.145646244,891732.8547189062,5911996.493500263,-10551,7016,9345,15,-59,213,1207,30,-3,68,None
ERRE,PVT,47534,2023-09-24 07:03:48.400002,68.09903857741412,21.88162409584263,18081.087320778315,2220316.032485175,891734.252283983,5911998.385891493,-10587,6981,9512,15,-194,170,1360,30,-4,69,None
ERRE,PVT,47535,2023-09-24 07:03:48.600002,68.09905684668693,21.8816742542487,18082.28857855933,2220313.908231733,891735.6563879042,5912000.262674142,-10599,7025,9412,15,-257,192,1464,29,-3,69,None
ERRE,PVT,47536,2023-09-24 07:03:48.800003,68.09907515684701,21.881724407589047,18083.491257726026,2220311.7806098876,891737.0589082809,5912002.14248115,-10639,7017,9377,15,-266,194,1592,30,-4,69,None
ERRE,PVT,47537,2023-09-24 07:03:49.000003,68.09909350556781,21.881774478921262,18084.696503796342,2220309.651437702,891738.4571126833,5912004.026278296,-10641,7020,9414,15,-171,169,1670,30,-3,67,None
ERRE,PVT,47538,2023-09-24 07:03:49.200003,68.09911191995045,21.881824674540045,18085.90696115282,2220307.515809814,891739.8583147607,5912005.917649808,-10674,7015,9420,15,-96,115,1759,30,-3,69,None
ERRE,PVT,47539,2023-09-24 07:03:49.400003,68.09913036142295,21.881875169861996,18087.10855323041,2220305.3698383733,891741.2688472039,5912007.801925745,-10705,7015,9487,15,-103,93,1885,30,-3,66,None
ERRE,PVT,47540,2023-09-24 07:03:49.600003,68.09914879918594,21.88192572743775,18088.303514254818,2220303.220958405,891742.6810102868,5912009.679894098,-10747,7021,9509,15,-133,149,1904,29,-3,69,None
ERRE,PVT,47541,2023-09-24 07:03:49.800003,68.09916722831613,21.881976552569192,18089.48641080971,2220301.0645680954,891744.1021948623,5912011.546308164,-10774,7060,9486,15,-202,215,1874,29,-4,68,None
ERRE,PVT,47542,2023-09-24 07:03:50.000003,68.09918576649663,21.882027390274835,18090.68569133095,2220298.9031494395,891745.5219229454,5912013.432473162,-10814,7091,9478,15,-277,221,1844,29,-4,68,None
ERRE,PVT,47543,2023-09-24 07:03:50.200003,68.09920438222369,21.882078284226846,18091.890758193902,2220296.735388502,891746.9416321546,5912015.327241912,-10815,7086,9537,15,-290,167,1749,28,-4,67,None
ERRE,PVT,47544,2023-09-24 07:03:50.400003,68.09922305988185,21.882129313592078,18093.099898849578,2220294.5609641885,891748.3647562101,5912017.228373955,-10848,7080,9539,15,-180,154,1673,31,-5,67,None
ERRE,PVT,47545,2023-09-24 07:03:50.600003,68.09924178996614,21.882180393068566,18094.31300706524,2220292.382082713,891749.7883423829,5912019.135374166,-10901,7103,9535,15,-76,128,1561,29,-4,67,None
ERRE,PVT,47546,2023-09-24 07:03:50.800003,68.09926052138535,21.882231428119272,18095.52007070635,2220290.201670243,891751.2093115167,5912021.036821388,-10928,7114,9591,15,-103,139,1395,29,-4,67,None
ERRE,PVT,47547,2023-09-24 07:03:51.000003,68.09927926057318,21.88228271471512,18096.715635047556,2220288.012612681,891752.6381257288,5912022.927922973,-10972,7124,9579,15,-246,178,1289,29,-5,68,None
ERRE,PVT,47548,2023-09-24 07:03:51.200003,68.09929801351333,21.882334150356318,18097.90727431485,2220285.818550716,891754.0716344872,5912024.815956168,-11006,7130,9525,15,-307,226,1177,29,-4,70,None
ERRE,PVT,47549,2023-09-24 07:03:51.400003,68.09931684586716,21.882385693001265,18099.1008434124,2220283.615841794,891755.5064828006,5912026.709092797,-11062,7144,9516,15,-185,256,1094,30,-4,68,None
ERRE,PVT,47550,2023-09-24 07:03:51.600003,68.09933575907604,21.882437364250805,18100.300377752435,2220281.4054076495,891756.9440129347,5912028.611137172,-11096,7137,9565,15,-22,145,984,29,-6,68,None
ERRE,PVT,47551,2023-09-24 07:03:51.800003,68.09935478249187,21.88248903272978,18101.494467432873,2220279.18251708,891758.3764124123,5912030.5127274105,-11143,7132,9593,15,52,5,895,29,-4,69,None
ERRE,PVT,47552,2023-09-24 07:03:52.000003,68.09937385708653,21.88254076244073,18102.67103817562,2220276.9476793692,891759.8067660112,5912032.400197884,-11193,7138,9557,15,58,-26,893,29,-6,67,None
ERRE,PVT,47553,2023-09-24 07:03:52.200003,68.09939298931545,21.882592432301198,18103.85088334371,2220274.709354462,891761.2330225853,5912034.293110664,-11238,7127,9498,15,42,36,846,29,-5,69,None
ERRE,PVT,47554,2023-09-24 07:03:52.400003,68.09941227936882,21.882644117983055,18105.03358910733,2220272.4565726966,891762.6541816215,5912036.195261808,-11271,7105,9533,15,16,102,881,29,-6,69,None
