ID,Type,Number,Date,Latitude [deg],Longitude [deg],Height [m],Posx [m],Posy [m],Posz [m],Velx [mm/s],Vely [mm/s],Velz [mm/s],nSats,Gyrx [deg/s],Gyry [deg/s],Gyrz [deg/s],Magx [uT],Magy [uT],Magz [uT],CPU Temperature [°C]
ERRE,PVT,17280,2023-09-23 11:57:52.000009,67.88772768591802,21.081342613055543,357.3927316797804,2246775.974327419,866118.2423951719,5886721.810719783,-11,10,3,15,-129,113,81,19,2,75,None
ERRE,PVT,17281,2023-09-23 11:57:52.200008,67.88772775927487,21.081342691932065,357.412337555991,2246775.972948146,866118.245416148,5886721.831963596,3,10,8,15,-178,89,135,17,4,78,None
ERRE,PVT,17282,2023-09-23 11:57:52.400008,67.88772786338102,21.08134280059157,357.4326698147068,2246775.96840893,866118.2485604412,5886721.855171412,8,7,-18,15,-179,96,165,18,3,76,None
ERRE,PVT,17283,2023-09-23 11:57:52.600008,67.88772801356271,21.08134289087994,357.4582178679029,2246775.9615367474,866118.2499779357,5886721.885145936,9,6,17,15,-208,80,174,19,1,77,None
ERRE,PVT,17284,2023-09-23 11:57:52.800008,67.8877281845487,21.0813429417247,357.48475085151455,2246775.9536008015,866118.2492087763,5886721.916906443,29,28,-7,15,-210,95,158,17,3,75,None
ERRE,PVT,17285,2023-09-23 11:57:53.000008,67.88772833645218,21.081342983931496,357.5108963590418,2246775.9474992817,866118.2487577145,5886721.947506769,4,-1,-1,15,-198,93,114,18,1,77,None
ERRE,PVT,17286,2023-09-23 11:57:53.200008,67.88772851521469,21.081343007838413,357.54354012045957,2246775.941367012,866118.2474705538,5886721.985255103,40,17,-12,15,-185,98,55,16,2,77,None
ERRE,PVT,17287,2023-09-23 11:57:53.400008,67.887728678889,21.081343091073432,357.57006444801834,2246775.9336433886,866118.2482421332,5886722.0167006,11,11,-15,15,-214,56,12,18,2,76,None
ERRE,PVT,17288,2023-09-23 11:57:53.600008,67.88772884426028,21.081343133678562,357.590282037993,2246775.9241552213,866118.2465034808,5886722.0423744805,4,-2,-1,15,-183,91,-33,19,1,75,None
ERRE,PVT,17289,2023-09-23 11:57:53.800008,67.88772899613294,21.081343086671364,357.60277060974505,2246775.9146085726,866118.2407060557,5886722.060321072,1,-7,-9,15,-150,78,14,18,2,76,None
ERRE,PVT,17290,2023-09-23 11:57:54.000008,67.88772909739866,21.081343073278774,357.61321596065164,2246775.908715674,866118.2378311639,5886722.074249924,4,-8,0,15,-127,66,53,17,3,77,None
ERRE,PVT,17291,2023-09-23 11:57:54.200008,67.88772916843533,21.08134304439384,357.6187045427171,2246775.904230698,866118.2348012271,5886722.082317381,0,-5,-15,15,-125,86,144,18,3,76,None
ERRE,PVT,17292,2023-09-23 11:57:54.400008,67.88772921147101,21.08134298894772,357.61873403094455,2246775.9009297043,866118.2310313658,5886722.084151611,-12,7,-30,15,-112,119,174,19,1,76,None
ERRE,PVT,17293,2023-09-23 11:57:54.700008,67.8877291969832,21.081342920908487,357.61187072085147,2246775.900944551,866118.227972534,5886722.077184821,-8,1,9,15,-86,145,250,19,2,77,None
ERRE,PVT,17294,2023-09-23 11:57:55.000008,67.88772920317032,21.081342797803632,357.59228836035976,2246775.8953310233,866118.2202637884,5886722.059302556,-16,-2,-4,15,-62,90,159,19,0,78,None
ERRE,PVT,17295,2023-09-23 11:57:55.200008,67.88772921075117,21.08134272692083,357.58374891752186,2246775.892672285,866118.2160462289,5886722.051709498,-10,-1,-19,15,-51,148,145,18,1,75,None
ERRE,PVT,17296,2023-09-23 11:57:55.400009,67.88772921374728,21.081342689457603,357.5747998823313,2246775.889806558,866118.2132541279,5886722.043544477,-10,11,3,15,-50,124,50,17,2,77,None
ERRE,PVT,17297,2023-09-23 11:57:55.600008,67.88772921688339,21.081342630890237,357.57253295498197,2246775.8895933027,866118.2105339866,5886722.041575961,-16,-3,5,15,-80,134,0,17,3,76,None
ERRE,PVT,17298,2023-09-23 11:57:55.800009,67.8877292855146,21.08134247682315,357.57414996764766,2246775.885872785,866118.2021604147,5886722.045955612,-24,-13,-7,15,-56,85,6,18,3,78,None
ERRE,PVT,17299,2023-09-23 11:57:56.000009,67.88772939681392,21.081342347093184,357.5856231936129,2246775.881132092,866118.1944897396,5886722.0612580115,-28,-15,25,15,-77,95,6,18,2,77,None
ERRE,PVT,17300,2023-09-23 11:57:56.200008,67.88772949534115,21.081342256826847,357.60746737442753,2246775.8806689116,866118.1902455006,5886722.085632307,-12,0,-19,15,-86,129,57,17,1,76,None
ERRE,PVT,17301,2023-09-23 11:57:56.400008,67.88772961984995,21.081342178267665,357.63737291076524,2246775.8803549903,866118.1865861019,5886722.118565903,-17,-6,-7,15,-149,105,111,17,2,76,None
ERRE,PVT,17302,2023-09-23 11:57:56.600008,67.88772972319619,21.08134213116225,357.6778592164314,2246775.885322366,866118.1863793194,5886722.1604134925,13,5,-12,15,-150,93,143,19,1,78,None
ERRE,PVT,17303,2023-09-23 11:57:56.800008,67.88772981100871,21.08134212333892,357.72493885247815,2246775.893509462,866118.1891830239,5886722.207717256,21,23,8,15,-177,103,180,16,3,78,None
ERRE,PVT,17304,2023-09-23 11:57:57.000008,67.88772991967345,21.08134210641851,357.7797305840669,2246775.9025322134,866118.1918991263,5886722.263041383,27,2,11,15,-197,71,177,17,3,76,None
ERRE,PVT,17305,2023-09-23 11:57:57.200007,67.88773002498917,21.081342051269157,357.83665797454694,2246775.913205873,866118.1935297743,5886722.320203474,29,5,-10,15,-219,106,137,18,3,78,None
ERRE,PVT,17306,2023-09-23 11:57:57.400007,67.88773011010858,21.081342046928885,357.8873752786615,2246775.9228776405,866118.1970626904,5886722.370764274,26,20,10,15,-219,97,123,20,1,77,None
ERRE,PVT,17307,2023-09-23 11:57:57.600008,67.88773019182032,21.081342042334853,357.92924570585313,2246775.9297745326,866118.1995144797,5886722.412985827,19,7,-2,15,-182,73,106,18,2,75,None
ERRE,PVT,17308,2023-09-23 11:57:57.900008,67.88773032019195,21.08134201789811,357.9784330742209,2246775.9350423478,866118.2004445345,5886722.463945224,14,3,-11,15,-167,83,46,17,4,77,None
ERRE,PVT,17309,2023-09-23 11:57:58.100008,67.88773034980943,21.081342021925973,358.00500161755025,2246775.9414573796,866118.2030989086,5886722.489803128,10,8,-8,15,-137,111,22,17,3,77,None
ERRE,PVT,17310,2023-09-23 11:57:58.300007,67.88773035607144,21.081341922456556,358.0278540205245,2246775.9503836627,866118.2020597336,5886722.51123761,0,-6,11,15,-131,115,40,19,3,77,None
ERRE,PVT,17311,2023-09-23 11:57:58.500007,67.88773034442377,21.081341887282186,358.0430207489934,2246775.9573654453,866118.2031668787,5886722.524799753,-18,-2,-3,15,-108,76,71,18,1,77,None
ERRE,PVT,17312,2023-09-23 11:57:58.700008,67.88773029209226,21.08134183897565,358.05463089444964,2246775.967219308,866118.204789707,5886722.533358741,17,8,11,15,-111,137,101,18,3,77,None
