ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,1224,2023-07-15 08:27:33.180163,52.582,None,None,31.56,34.44,34.44,52.17,53.54,11.928,289.512,3434.146
ERRE,TEL,1225,2023-07-15 08:27:36.188550,53.069,None,None,31.39,34.52,34.35,52.17,53.54,11.924,287.622,3454.878
ERRE,TEL,1226,2023-07-15 08:27:39.201992,52.095,None,None,31.64,34.52,34.35,52.36,53.54,11.928,285.610,3407.317
ERRE,TEL,1227,2023-07-15 08:27:42.210011,52.095,None,None,31.56,34.61,34.27,52.36,53.64,11.928,290.549,3467.073
ERRE,TEL,1228,2023-07-15 08:27:45.217572,52.095,None,None,31.56,34.44,34.44,52.46,53.54,11.928,289.634,4241.463
ERRE,TEL,1229,2023-07-15 08:27:48.225208,52.582,None,None,31.56,34.52,34.27,52.56,53.64,11.928,289.024,3446.341
ERRE,TEL,1230,2023-07-15 08:27:51.233348,53.556,None,None,31.73,34.44,34.27,52.65,53.74,11.928,286.159,3412.195
ERRE,TEL,1231,2023-07-15 08:27:54.244519,52.582,None,None,31.56,34.44,34.27,52.65,53.64,11.928,290.244,3448.780
ERRE,TEL,1232,2023-07-15 08:27:57.254096,52.582,None,None,31.56,34.52,34.35,52.46,53.64,11.928,355.427,3439.024
ERRE,TEL,1233,2023-07-15 08:28:00.262274,52.095,None,None,31.47,34.44,34.35,52.56,53.54,11.928,286.829,3446.341
ERRE,TEL,1234,2023-07-15 08:28:03.270331,53.556,None,None,31.56,34.44,34.35,52.46,53.54,11.924,285.854,3407.317
ERRE,TEL,1235,2023-07-15 08:28:06.279432,52.582,None,None,31.64,34.52,34.27,52.46,53.54,11.928,286.159,3418.293
ERRE,TEL,1236,2023-07-15 08:28:09.287530,52.582,None,None,31.56,34.52,34.27,52.46,53.64,11.928,286.829,3430.488
ERRE,TEL,1237,2023-07-15 08:28:12.309917,52.095,None,None,31.56,34.61,34.27,52.36,53.44,11.928,288.049,3432.927
ERRE,TEL,1238,2023-07-15 08:28:15.332859,52.582,None,None,31.64,34.44,34.27,52.36,53.44,11.924,288.354,3456.098
ERRE,TEL,1239,2023-07-15 08:28:18.341910,53.069,None,None,31.56,34.44,34.18,52.46,53.44,11.924,289.024,3446.341
ERRE,TEL,1240,2023-07-15 08:28:21.356014,53.069,None,None,31.64,34.44,34.18,52.36,53.44,11.928,299.024,4643.902
ERRE,TEL,1241,2023-07-15 08:28:24.364682,52.095,None,None,31.64,34.35,34.27,52.36,53.54,11.924,440.427,4656.098
ERRE,TEL,1242,2023-07-15 08:28:27.376294,52.095,None,None,31.56,34.52,34.27,52.26,53.54,11.928,288.354,3470.732
ERRE,TEL,1243,2023-07-15 08:28:30.384686,53.556,None,None,31.56,34.52,34.18,52.17,53.54,11.928,289.817,3456.098
ERRE,TEL,1244,2023-07-15 08:28:33.400686,53.069,None,None,31.56,34.44,34.35,52.26,53.44,11.928,290.427,3456.098
ERRE,TEL,1245,2023-07-15 08:28:36.413903,51.608,None,None,31.47,34.44,34.18,52.26,53.44,11.928,287.744,3434.146
ERRE,TEL,1246,2023-07-15 08:28:39.422028,53.069,None,None,31.47,34.52,34.27,52.17,53.44,11.928,288.049,3436.585
ERRE,TEL,1247,2023-07-15 08:28:42.430033,53.069,None,None,31.56,34.52,34.27,52.26,53.54,11.924,286.646,3430.488
ERRE,TEL,1248,2023-07-15 08:28:45.441757,51.608,None,None,31.73,34.52,34.27,52.17,53.54,11.924,287.744,3445.122
ERRE,TEL,1249,2023-07-15 08:28:48.450560,53.069,None,None,31.56,34.44,34.18,52.36,53.44,11.928,287.927,3434.146
ERRE,TEL,1250,2023-07-15 08:28:51.458583,52.582,None,None,31.56,34.52,34.27,52.17,53.44,11.928,286.951,3420.732
ERRE,TEL,1251,2023-07-15 08:28:54.466676,53.556,None,None,31.47,34.27,34.18,52.17,53.34,11.916,364.939,4347.561
ERRE,TEL,1252,2023-07-15 08:28:57.477089,52.582,None,None,31.73,34.44,34.18,52.26,53.44,11.928,290.122,3456.098
ERRE,TEL,1253,2023-07-15 08:29:00.485265,52.582,None,None,31.47,34.52,34.27,52.17,53.34,11.924,289.146,3432.927
ERRE,TEL,1254,2023-07-15 08:29:03.495316,53.556,None,None,31.56,34.35,34.18,52.17,53.34,11.928,319.451,3486.585
ERRE,TEL,1255,2023-07-15 08:29:06.503593,52.582,None,None,31.39,34.35,34.10,52.07,53.44,11.928,288.354,3426.829
ERRE,TEL,1256,2023-07-15 08:29:09.524917,51.608,None,None,31.39,34.35,34.18,52.17,53.44,11.924,291.037,3458.537
ERRE,TEL,1257,2023-07-15 08:29:12.538775,52.582,None,None,31.39,34.27,34.18,51.97,53.34,11.928,288.110,3434.146
ERRE,TEL,1258,2023-07-15 08:29:15.552680,52.095,None,None,31.64,34.44,34.18,52.17,53.54,11.912,367.805,4362.195
ERRE,TEL,1259,2023-07-15 08:29:18.561567,52.582,None,None,31.56,34.35,34.27,52.17,53.44,11.916,364.817,4347.561
ERRE,TEL,1260,2023-07-15 08:29:21.575545,52.582,None,None,31.56,34.44,34.27,52.17,53.44,11.920,290.244,3456.098
ERRE,TEL,1261,2023-07-15 08:29:24.584335,53.069,None,None,31.47,34.27,34.10,52.17,53.44,11.928,287.256,3395.122
ERRE,TEL,1262,2023-07-15 08:29:27.592399,52.582,None,None,31.56,34.35,34.27,52.17,53.44,11.924,288.841,3451.220
ERRE,TEL,1263,2023-07-15 08:29:30.610181,53.069,None,None,31.56,34.35,34.10,52.17,53.54,11.928,349.817,4306.098
ERRE,TEL,1264,2023-07-15 08:29:33.624359,53.556,None,None,31.56,34.52,34.18,52.17,53.44,11.928,290.854,3468.293
ERRE,TEL,1265,2023-07-15 08:29:36.633839,53.069,None,None,31.56,34.35,34.27,52.17,53.54,11.928,287.866,3418.293
ERRE,TEL,1266,2023-07-15 08:29:39.641841,53.556,None,None,31.56,34.44,34.10,52.17,53.54,11.928,290.610,3464.634
ERRE,TEL,1267,2023-07-15 08:29:42.657251,53.069,None,None,31.56,34.44,34.01,52.26,53.44,11.924,287.317,3451.220
ERRE,TEL,1268,2023-07-15 08:29:45.666183,53.556,None,None,31.39,34.35,34.27,52.17,53.54,11.928,289.939,3456.098
ERRE,TEL,1269,2023-07-15 08:29:48.674338,53.556,None,None,31.47,34.44,34.27,52.36,53.54,11.920,287.256,3426.829
ERRE,TEL,1270,2023-07-15 08:29:51.682411,52.582,None,None,31.64,34.35,34.27,52.17,53.64,11.924,289.634,3430.488
ERRE,TEL,1271,2023-07-15 08:29:54.697920,52.095,None,None,31.56,34.44,34.18,52.17,53.74,11.928,289.268,3440.244
ERRE,TEL,1272,2023-07-15 08:29:57.711731,53.069,None,None,31.47,34.44,34.27,52.26,53.64,11.924,289.634,4369.512
ERRE,TEL,1273,2023-07-15 08:30:00.720884,52.095,None,None,31.56,34.35,34.27,52.36,53.74,11.928,288.110,3436.585
ERRE,TEL,1274,2023-07-15 08:30:03.729086,53.069,None,None,31.56,34.35,34.27,52.26,53.74,11.928,289.024,3446.341
