ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,1080,2023-07-15 11:36:16.434689,49.66,None,None,33.51,36.29,36.21,58.42,60.43,11.928,286.951,3446.341
ERRE,TEL,1081,2023-07-15 11:36:19.444223,50.634,None,None,33.68,36.21,36.12,58.42,60.43,11.928,288.963,3445.122
ERRE,TEL,1082,2023-07-15 11:36:22.460860,51.121,None,None,33.34,36.29,36.21,58.32,60.43,11.912,410.732,5846.341
ERRE,TEL,1083,2023-07-15 11:36:25.471483,49.66,None,None,33.34,36.21,36.12,58.32,60.43,11.928,285.366,3404.878
ERRE,TEL,1084,2023-07-15 11:36:28.479967,50.147,None,None,33.42,36.12,36.04,58.21,60.43,11.928,285.244,3402.439
ERRE,TEL,1085,2023-07-15 11:36:31.488002,51.121,None,None,33.59,36.38,36.12,58.42,60.54,11.928,289.024,3446.341
ERRE,TEL,1086,2023-07-15 11:36:34.495986,50.147,None,None,33.51,36.29,36.29,58.32,60.43,11.928,285.610,3418.293
ERRE,TEL,1087,2023-07-15 11:36:37.503932,49.66,None,None,33.51,36.29,36.12,58.53,60.54,11.928,288.659,3442.683
ERRE,TEL,1088,2023-07-15 11:36:40.519359,49.66,None,None,33.34,36.21,36.21,58.32,60.43,11.928,288.049,3410.976
ERRE,TEL,1089,2023-07-15 11:36:43.528092,51.608,None,None,33.68,36.29,36.21,58.32,60.43,11.888,533.293,6350.000
ERRE,TEL,1090,2023-07-15 11:36:46.536218,49.173,None,None,33.34,36.29,36.12,58.32,60.54,11.928,286.646,3423.171
ERRE,TEL,1091,2023-07-15 11:36:49.544199,49.66,None,None,33.42,36.21,36.04,58.32,60.54,11.928,289.512,3452.439
ERRE,TEL,1092,2023-07-15 11:36:52.551658,49.66,None,None,33.42,36.21,36.21,58.42,60.43,11.928,286.524,3402.439
ERRE,TEL,1093,2023-07-15 11:36:55.566984,49.66,None,None,33.59,36.21,36.21,58.42,60.43,11.932,288.963,3462.195
ERRE,TEL,1094,2023-07-15 11:36:58.575527,50.634,None,None,33.34,36.29,36.12,58.32,60.43,11.932,287.317,3426.829
ERRE,TEL,1095,2023-07-15 11:37:01.583609,50.634,None,None,33.34,36.29,36.12,58.21,60.54,11.916,288.537,3442.683
ERRE,TEL,1096,2023-07-15 11:37:04.591633,50.147,None,None,33.34,36.12,36.04,58.21,60.31,11.928,288.049,3436.585
ERRE,TEL,1097,2023-07-15 11:37:07.599727,50.634,None,None,33.34,36.21,36.04,58.32,60.43,11.928,287.317,3426.829
ERRE,TEL,1098,2023-07-15 11:37:10.607675,49.66,None,None,33.25,36.21,36.04,58.32,60.31,11.928,287.317,3436.585
ERRE,TEL,1099,2023-07-15 11:37:13.615758,49.66,None,None,33.42,36.12,36.12,58.32,60.43,11.928,287.561,3430.488
ERRE,TEL,1100,2023-07-15 11:37:16.623751,49.173,None,None,33.51,36.29,36.12,58.32,60.43,11.924,287.256,3876.829
ERRE,TEL,1101,2023-07-15 11:37:19.631715,49.66,None,None,33.51,36.21,36.04,58.42,60.54,11.928,290.122,3586.585
ERRE,TEL,1102,2023-07-15 11:37:22.643092,50.634,None,None,33.51,36.29,36.04,58.32,60.54,11.928,286.646,3418.293
ERRE,TEL,1103,2023-07-15 11:37:25.651184,50.147,None,None,33.42,36.12,36.21,58.32,60.43,11.916,365.732,4353.659
ERRE,TEL,1104,2023-07-15 11:37:28.659235,50.147,None,None,33.42,36.21,36.04,58.32,60.54,11.928,286.463,3426.829
ERRE,TEL,1105,2023-07-15 11:37:31.667338,49.66,None,None,33.51,36.21,36.21,58.42,60.43,11.928,289.329,3451.220
ERRE,TEL,1106,2023-07-15 11:37:34.675387,49.173,None,None,33.42,36.21,36.21,58.32,60.54,11.928,287.561,3434.146
ERRE,TEL,1107,2023-07-15 11:37:37.683408,50.634,None,None,33.51,36.21,36.29,58.32,60.54,11.928,287.927,3448.780
ERRE,TEL,1108,2023-07-15 11:37:40.692129,50.634,None,None,33.42,36.21,36.12,58.21,60.43,11.928,285.122,3392.683
ERRE,TEL,1109,2023-07-15 11:37:43.702220,50.147,None,None,33.42,36.21,36.21,58.42,60.31,11.928,286.463,3430.488
ERRE,TEL,1110,2023-07-15 11:37:46.710424,50.147,None,None,33.51,36.29,36.12,58.32,60.20,11.928,284.329,3384.146
ERRE,TEL,1111,2023-07-15 11:37:49.725635,49.66,None,None,33.51,36.21,36.21,58.32,60.65,11.928,288.963,3452.439
ERRE,TEL,1112,2023-07-15 11:37:52.734453,50.634,None,None,33.42,36.38,36.04,58.21,60.43,11.928,284.329,3390.244
ERRE,TEL,1113,2023-07-15 11:37:55.746024,49.173,None,None,33.51,36.21,36.12,58.32,60.43,11.928,288.720,3452.439
ERRE,TEL,1114,2023-07-15 11:37:58.754039,50.634,None,None,33.51,36.29,36.12,58.32,60.43,11.928,287.561,3430.488
ERRE,TEL,1115,2023-07-15 11:38:01.763052,49.66,None,None,33.51,36.12,36.12,58.32,60.43,11.928,287.561,3436.585
ERRE,TEL,1116,2023-07-15 11:38:04.773139,50.147,None,None,33.51,36.21,36.21,58.32,60.43,11.928,286.646,3417.073
ERRE,TEL,1117,2023-07-15 11:38:07.780852,50.147,None,None,33.51,36.21,36.21,58.21,60.43,11.928,288.049,3451.220
ERRE,TEL,1118,2023-07-15 11:38:10.788897,49.66,None,None,33.51,36.21,36.04,58.32,60.43,11.928,285.854,3410.976
ERRE,TEL,1119,2023-07-15 11:38:13.796911,48.686,None,None,33.42,36.21,36.04,58.32,60.43,11.928,288.415,3440.244
ERRE,TEL,1120,2023-07-15 11:38:16.805006,50.147,None,None,33.42,36.21,36.21,58.32,60.31,11.928,286.524,3426.829
ERRE,TEL,1121,2023-07-15 11:38:19.813133,50.147,None,None,33.51,36.12,36.12,58.42,60.31,11.928,289.634,3451.220
ERRE,TEL,1122,2023-07-15 11:38:22.821066,50.634,None,None,33.42,36.29,36.12,58.32,60.43,11.928,286.159,3412.195
ERRE,TEL,1123,2023-07-15 11:38:25.829100,50.147,None,None,33.42,36.21,36.12,58.42,60.43,11.928,284.756,3420.732
ERRE,TEL,1124,2023-07-15 11:38:28.839509,50.634,None,None,33.42,36.21,36.12,58.21,60.43,11.928,287.866,3436.585
ERRE,TEL,1125,2023-07-15 11:38:31.847793,49.66,None,None,33.42,36.21,36.21,58.32,60.43,11.928,287.744,3436.585
ERRE,TEL,1126,2023-07-15 11:38:34.861510,49.66,None,None,33.51,36.21,36.21,58.32,60.43,11.928,286.951,3423.171
ERRE,TEL,1127,2023-07-15 11:38:37.884216,50.147,None,None,33.25,36.12,36.12,58.32,60.31,11.932,285.915,3384.146
ERRE,TEL,1128,2023-07-15 11:38:40.891649,49.66,None,None,33.42,36.29,36.21,58.32,60.43,11.928,288.232,3423.171
ERRE,TEL,1129,2023-07-15 11:38:43.899636,50.634,None,None,33.42,36.21,36.04,58.21,60.43,11.928,288.720,3445.122
ERRE,TEL,1130,2023-07-15 11:38:46.908346,49.66,None,None,33.42,36.12,36.12,58.32,60.43,11.928,286.220,4347.561
ERRE,TEL,1131,2023-07-15 11:38:49.916363,50.634,None,None,33.42,36.29,36.12,58.32,60.31,11.932,288.841,3445.122
ERRE,TEL,1132,2023-07-15 11:38:52.923660,50.147,None,None,33.59,36.21,36.12,58.32,60.43,11.928,287.927,3824.390
ERRE,TEL,1133,2023-07-15 11:38:55.931653,50.634,None,None,33.51,36.21,36.21,58.32,60.43,11.928,287.439,3429.268
ERRE,TEL,1134,2023-07-15 11:38:58.946201,49.173,None,None,33.42,36.12,36.12,58.32,60.31,11.932,286.037,3440.244
