ID,Type,Number,Date,Latitude [deg],Longitude [deg],Height [m],Posx [m],Posy [m],Posz [m],Velx [mm/s],Vely [mm/s],Velz [mm/s],nSats,Gyrx [deg/s],Gyry [deg/s],Gyrz [deg/s],Magx [uT],Magy [uT],Magz [uT],CPU Temperature [°C]
ERRE,PVT,34560,2023-09-23 12:58:02.700003,67.88780445721797,21.081109904246485,361.3515952454104,2246773.4802285517,866106.7995260812,5886728.701744129,0,6,-6,15,-180,153,133,18,4,78,None
ERRE,PVT,34561,2023-09-23 12:58:02.900003,67.8878044458303,21.08111011916806,361.35508957200494,2246773.4793050173,866106.8088503102,5886728.704503317,-8,25,16,15,-124,118,60,18,3,75,None
ERRE,PVT,34562,2023-09-23 12:58:03.100003,67.88780437972113,21.081110266428695,361.3449600182725,2246773.479895452,866106.8157106546,5886728.692343133,-2,8,-11,15,-84,133,-7,19,4,78,None
ERRE,PVT,34563,2023-09-23 12:58:03.300003,67.88780428012349,21.08111044256045,361.3284274356191,2246773.481029506,866106.824080937,5886728.672844815,-12,-5,34,15,-121,65,10,18,4,76,None
ERRE,PVT,34564,2023-09-23 12:58:03.500003,67.8878041256977,21.081110683734046,361.31389596959514,2246773.4871697635,866106.8373105936,5886728.652898404,4,-3,-9,15,-184,107,-6,18,3,75,None
ERRE,PVT,34565,2023-09-23 12:58:03.700003,67.88780396814481,21.08111095989931,361.3028313782255,2246773.4943002523,866106.8524980269,5886728.636032576,3,-8,16,15,-150,52,26,18,3,77,None
ERRE,PVT,34566,2023-09-23 12:58:03.900003,67.8878038220977,21.081111266288303,361.28648794451027,2246773.4980103974,866106.867728256,5886728.614759257,5,5,11,15,-112,90,151,17,2,75,None
ERRE,PVT,34567,2023-09-23 12:58:04.100003,67.88780372218231,21.08111147244295,361.2752518544168,2246773.5005815276,866106.8780047711,5886728.600154527,12,-15,-16,15,-135,43,156,19,3,76,None
ERRE,PVT,34568,2023-09-23 12:58:04.300003,67.88780361164888,21.081111733409106,361.2676586484801,2246773.5046273856,866106.8913185329,5886728.58847893,-4,-3,-43,15,-165,53,229,19,4,76,None
ERRE,PVT,34569,2023-09-23 12:58:04.500003,67.88780347668578,21.081111887589334,361.25753661051954,2246773.511754786,866106.9010104712,5886728.573434791,20,3,-42,15,-157,84,212,19,4,77,None
ERRE,PVT,34570,2023-09-23 12:58:04.700002,67.88780340728793,21.08111198879435,361.2482374581141,2246773.5136501705,866106.9062994774,5886728.561905852,6,-11,-18,15,-107,104,169,19,3,76,None
ERRE,PVT,34571,2023-09-23 12:58:04.900003,67.88780332722807,21.08111214758639,361.2333440208202,2246773.5137382117,866106.9134855386,5886728.544746436,21,-8,-22,15,-74,24,63,17,3,76,None
ERRE,PVT,34572,2023-09-23 12:58:05.100003,67.88780329003444,21.081112262533185,361.2228879509278,2246773.511914385,866106.91795977,5886728.533497805,-11,-6,-1,15,-75,113,-168,19,3,79,None
ERRE,PVT,34573,2023-09-23 12:58:05.300003,67.8878032623986,21.08111230032631,361.21636298919213,2246773.511715996,866106.9195855261,5886728.526292438,-21,-9,18,15,-106,87,-135,19,3,77,None
ERRE,PVT,34574,2023-09-23 12:58:05.500003,67.88780323597888,21.08111228591011,361.2097330759917,2246773.5121527044,866106.919104555,5886728.519040901,-12,-6,23,15,-65,112,7,19,2,77,None
ERRE,PVT,34575,2023-09-23 12:58:05.700003,67.88780321577927,21.08111221807406,361.2054157895852,2246773.513609442,866106.916610721,5886728.5141930515,-3,4,40,15,-58,88,163,20,3,77,None
ERRE,PVT,34576,2023-09-23 12:58:05.900003,67.88780316642406,21.08111212293047,361.2072263900648,2246773.5204424583,866106.9149594306,5886728.513798241,2,-5,25,15,-130,138,272,18,3,78,None
ERRE,PVT,34577,2023-09-23 12:58:06.100003,67.887803111171,21.08111203417315,361.2012216377935,2246773.525002636,866106.912719628,5886728.505915279,-12,-9,-45,15,-147,105,365,19,3,77,None
ERRE,PVT,34578,2023-09-23 12:58:06.300003,67.88780303845442,21.08111195376673,361.20105338753376,2246773.5331703615,866106.9122466276,5886728.502706308,10,5,-24,15,-136,165,364,20,3,75,None
ERRE,PVT,34579,2023-09-23 12:58:06.500003,67.88780302595647,21.081111817412893,361.2004518552641,2246773.536225325,866106.9072827955,5886728.501624278,14,3,-31,15,-138,96,201,18,3,76,None
ERRE,PVT,34580,2023-09-23 12:58:06.700003,67.88780300845215,21.081111636500758,361.1988839525109,2246773.5400971514,866106.9006269134,5886728.499436757,11,2,-27,15,-146,135,-34,20,3,76,None
ERRE,PVT,34581,2023-09-23 12:58:06.900003,67.8878030348957,21.081111465713086,361.19823958507953,2246773.5399028286,866106.8928595888,5886728.499950048,-7,-11,-41,15,-148,70,-256,17,3,76,None
ERRE,PVT,34582,2023-09-23 12:58:07.100003,67.88780314789368,21.08111141963162,361.2113504707032,2246773.53430902,866106.8886276894,5886728.516840968,12,-13,-36,15,-169,95,-424,18,1,77,None
ERRE,PVT,34583,2023-09-23 12:58:07.300003,67.88780327111049,21.081111276492948,361.22734645794213,2246773.5302103916,866106.8806006307,5886728.536833837,-6,-18,-11,15,-112,121,-492,18,2,76,None
ERRE,PVT,34584,2023-09-23 12:58:07.500003,67.88780345553545,21.081111268545044,361.2496350511878,2246773.5203765887,866106.8764518263,5886728.565226382,-15,-8,18,15,-102,122,-357,17,2,78,None
ERRE,PVT,34585,2023-09-23 12:58:07.700003,67.88780352250777,21.081111123276248,361.26235683965,2246773.520583285,866106.8699884812,5886728.579824379,10,-20,16,15,-129,54,-109,18,3,76,None
