ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,2304,2023-07-15 12:37:40.953235,51.121,None,None,31.39,35.28,35.20,66.38,67.84,11.820,1048.780,12293.902
ERRE,TEL,2305,2023-07-15 12:37:43.961577,50.147,None,None,31.64,35.36,35.20,66.51,67.98,11.832,990.976,11192.683
ERRE,TEL,2306,2023-07-15 12:37:46.972298,51.121,None,None,31.47,35.36,35.28,66.51,67.98,11.820,1039.390,12278.049
ERRE,TEL,2307,2023-07-15 12:37:49.980286,50.634,None,None,31.64,35.11,35.20,66.64,68.11,11.804,1117.683,13193.902
ERRE,TEL,2308,2023-07-15 12:37:52.988264,51.121,None,None,31.47,35.36,35.03,66.77,68.11,11.816,987.500,11497.561
ERRE,TEL,2309,2023-07-15 12:37:55.999472,51.608,None,None,31.64,35.36,35.11,66.77,68.39,11.824,956.707,12421.951
ERRE,TEL,2310,2023-07-15 12:37:59.007516,51.608,None,None,31.64,35.36,35.20,66.77,68.39,11.820,1033.171,12080.488
ERRE,TEL,2311,2023-07-15 12:38:02.015571,51.608,None,None,31.73,35.20,35.20,66.77,68.39,11.824,1028.293,12165.854
ERRE,TEL,2312,2023-07-15 12:38:05.023547,50.634,None,None,31.39,35.28,35.20,67.04,68.39,11.820,1063.049,12562.195
ERRE,TEL,2313,2023-07-15 12:38:08.031678,51.608,None,None,31.47,35.28,35.20,67.17,68.52,11.816,1023.598,12093.902
ERRE,TEL,2314,2023-07-15 12:38:11.044609,51.608,None,None,31.73,35.28,35.28,67.57,68.52,11.764,1261.951,15100.000
ERRE,TEL,2315,2023-07-15 12:38:14.052673,52.095,None,None,31.39,35.20,35.28,67.71,68.80,11.816,832.317,9845.122
ERRE,TEL,2316,2023-07-15 12:38:17.060730,49.66,None,None,31.64,35.28,35.28,67.71,68.80,11.832,995.488,11762.195
ERRE,TEL,2317,2023-07-15 12:38:20.068986,50.147,None,None,31.39,35.20,35.20,67.44,68.94,11.828,1002.256,11846.341
ERRE,TEL,2318,2023-07-15 12:38:23.077090,51.608,None,None,31.39,35.28,35.28,67.44,69.08,11.796,1124.085,13269.512
ERRE,TEL,2319,2023-07-15 12:38:26.085107,51.608,None,None,31.47,35.20,35.20,67.44,69.22,11.824,992.073,11820.732
ERRE,TEL,2320,2023-07-15 12:38:29.093147,50.634,None,None,31.30,35.28,35.36,67.44,69.36,11.788,1154.329,13912.195
ERRE,TEL,2321,2023-07-15 12:38:32.101219,52.095,None,None,31.39,35.36,35.11,67.57,69.36,11.788,1311.829,15607.317
ERRE,TEL,2322,2023-07-15 12:38:35.109253,51.608,None,None,31.30,35.20,35.28,67.71,69.50,11.832,1009.756,11940.244
