ID,Type,Number,Date,Latitude [deg],Longitude [deg],Height [m],Posx [m],Posy [m],Posz [m],Velx [mm/s],Vely [mm/s],Velz [mm/s],nSats,Gyrx [deg/s],Gyry [deg/s],Gyrz [deg/s],Magx [uT],Magy [uT],Magz [uT],CPU Temperature [°C]
ERRE,PVT,49680,2023-09-24 07:11:07.600010,68.14241431624964,22.010150392528313,20794.27323071353,2215072.498402181,895403.8885632658,5916324.52418992,-12446,8713,9908,15,-330,272,43,18,2,77,None
ERRE,PVT,49681,2023-09-24 07:11:07.800009,68.14243478914211,22.01021126515274,20795.5094479684,2215070.0025271326,895405.6175494045,5916326.524452533,-12427,8610,9971,15,-281,220,47,18,2,77,None
ERRE,PVT,49682,2023-09-24 07:11:08.000010,68.14245520543442,22.010271685984165,20796.738667460046,2215067.516744867,895407.3302910479,5916328.515862009,-12392,8530,9966,15,-279,140,12,19,0,78,None
ERRE,PVT,49683,2023-09-24 07:11:08.200009,68.14247570350571,22.010331672820318,20797.96136759669,2215065.0276183155,895409.0221570006,5916330.504627323,-12395,8439,9923,15,-222,116,16,19,0,77,None
ERRE,PVT,49684,2023-09-24 07:11:08.400009,68.14249620914329,22.01039100268851,20799.185419557612,2215062.5484946826,895410.6885139496,5916332.4949620655,-12326,8319,9986,15,-203,172,26,18,2,76,None
ERRE,PVT,49685,2023-09-24 07:11:08.600009,68.142516822022,22.01044982659735,20800.406275213092,2215060.065846839,895412.330685758,5916334.486797565,-12323,8218,9980,15,-191,167,79,19,0,75,None
ERRE,PVT,49686,2023-09-24 07:11:08.800009,68.1425374631281,22.01050819594937,20801.63207687933,2215057.589289945,895413.9548712182,5916336.484399046,-12303,8111,9967,15,-180,121,123,19,3,77,None
ERRE,PVT,49687,2023-09-24 07:11:09.000009,68.142558113582,22.010565900789334,20802.86240681384,2215055.1237788717,895415.5536300769,5916338.486592266,-12280,7997,10001,15,-234,19,203,20,1,75,None
ERRE,PVT,49688,2023-09-24 07:11:09.200009,68.14257877260194,22.010623109775196,20804.07404919163,2215052.658739916,895417.1302738703,5916340.47179774,-12257,7899,10001,15,-203,-45,270,17,1,76,None
ERRE,PVT,49689,2023-09-24 07:11:09.400010,68.14259948715683,22.010679827581303,20805.28612151095,2215050.1961762444,895418.6858226263,5916342.459715414,-12237,7802,9856,15,-41,-67,435,18,1,79,None
ERRE,PVT,49690,2023-09-24 07:11:09.600010,68.14262020248898,22.01073596842175,20806.50151173086,2215047.7436978263,895420.2194942319,5916344.450744408,-12188,7691,9966,15,36,2,543,18,2,77,None
ERRE,PVT,49691,2023-09-24 07:11:09.800010,68.14264093169174,22.01079163011381,20807.72065014267,2215045.2986638127,895421.7346207623,5916346.445829554,-12156,7590,9952,15,21,-4,699,19,1,77,None
