ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,4032,2023-07-15 14:04:22.299246,60.374,None,None,23.85,36.55,36.71,115.42,101.06,11.820,1044.146,12248.780
ERRE,TEL,4033,2023-07-15 14:04:25.307639,61.348,None,None,24.03,36.63,36.88,116.58,101.06,11.828,970.305,11460.976
ERRE,TEL,4034,2023-07-15 14:04:28.319326,60.861,None,None,24.03,36.46,36.88,116.58,100.70,11.836,974.817,11009.756
ERRE,TEL,4035,2023-07-15 14:04:31.328291,60.374,None,None,24.03,36.46,36.80,116.00,100.34,11.812,917.012,11817.073
ERRE,TEL,4036,2023-07-15 14:04:34.335722,60.374,None,None,23.76,36.38,36.88,117.17,99.99,11.804,1021.768,11670.732
ERRE,TEL,4037,2023-07-15 14:04:37.343754,59.887,None,None,23.94,36.38,36.88,116.58,99.64,11.824,1063.293,11618.293
ERRE,TEL,4038,2023-07-15 14:04:40.351872,60.861,None,None,23.94,36.46,36.88,117.17,100.34,11.780,1458.171,17153.659
ERRE,TEL,4039,2023-07-15 14:04:43.368281,60.861,None,None,24.03,36.38,36.88,117.17,99.99,11.828,879.207,11982.927
ERRE,TEL,4040,2023-07-15 14:04:46.377204,61.348,None,None,23.94,36.55,36.80,117.17,99.64,11.848,1043.902,12330.488
ERRE,TEL,4041,2023-07-15 14:04:49.391085,60.374,None,None,23.94,36.55,36.88,117.78,98.96,11.796,1069.695,12228.049
ERRE,TEL,4042,2023-07-15 14:04:52.399685,59.887,None,None,23.85,36.46,36.97,117.78,98.29,11.800,1130.061,12625.610
ERRE,TEL,4043,2023-07-15 14:04:55.407699,60.374,None,None,24.22,36.46,36.97,117.78,97.31,11.832,1020.610,12064.634
ERRE,TEL,4044,2023-07-15 14:04:58.415744,61.348,None,None,23.76,36.38,36.88,117.78,95.75,11.816,1049.268,12543.902
ERRE,TEL,4045,2023-07-15 14:05:01.423778,60.374,None,None,23.76,36.38,36.97,118.40,94.84,11.804,1050.671,11740.244
ERRE,TEL,4046,2023-07-15 14:05:04.431794,60.374,None,None,24.03,36.46,36.88,117.78,93.96,11.804,1107.561,13073.171
ERRE,TEL,4047,2023-07-15 14:05:07.439886,60.861,None,None,24.03,36.38,36.97,118.40,93.39,11.824,1039.573,11623.171
ERRE,TEL,4048,2023-07-15 14:05:10.447917,60.374,None,None,23.85,36.38,36.88,118.40,92.83,11.824,1010.976,11950.000
ERRE,TEL,4049,2023-07-15 14:05:13.455911,60.861,None,None,23.67,36.38,36.71,118.40,92.83,11.812,951.098,11952.439
ERRE,TEL,4050,2023-07-15 14:05:16.464035,60.861,None,None,23.94,36.55,36.88,117.78,92.55,11.820,981.280,11259.756
ERRE,TEL,4051,2023-07-15 14:05:19.472060,60.861,None,None,23.85,36.55,36.71,117.78,92.55,11.804,1104.939,13051.220
ERRE,TEL,4052,2023-07-15 14:05:22.483930,60.861,None,None,23.76,36.46,36.80,118.40,93.39,11.824,967.378,11826.829
ERRE,TEL,4053,2023-07-15 14:05:25.499599,60.861,None,None,23.85,36.38,36.97,119.02,94.55,11.748,1395.427,16298.780
ERRE,TEL,4054,2023-07-15 14:05:28.508441,60.374,None,None,23.67,36.55,36.88,118.40,95.44,11.824,892.683,12630.488
ERRE,TEL,4055,2023-07-15 14:05:31.519541,59.4,None,None,23.85,36.46,36.88,118.40,95.75,11.828,1048.659,12556.098
ERRE,TEL,4056,2023-07-15 14:05:34.555338,60.861,None,None,23.67,36.46,36.80,119.02,96.36,11.812,1084.268,12518.293
ERRE,TEL,4057,2023-07-15 14:05:37.566471,60.374,None,None,23.76,36.38,36.88,118.40,96.68,11.812,1048.171,12393.902
ERRE,TEL,4058,2023-07-15 14:05:40.577614,60.861,None,None,24.03,36.46,36.97,119.02,96.68,11.784,1254.451,15660.976
ERRE,TEL,4059,2023-07-15 14:05:43.586321,60.374,None,None,23.94,36.38,36.80,119.02,96.99,11.820,1014.573,11980.488
ERRE,TEL,4060,2023-07-15 14:05:46.606806,59.887,None,None,23.94,36.46,36.80,119.67,96.99,11.736,1281.220,14871.951
ERRE,TEL,4061,2023-07-15 14:05:49.624761,60.861,None,None,23.94,36.38,36.88,118.40,96.68,11.824,1021.098,12424.390
ERRE,TEL,4062,2023-07-15 14:05:52.637668,60.374,None,None,24.03,36.38,36.88,119.67,96.36,11.820,1042.866,11864.634
ERRE,TEL,4063,2023-07-15 14:05:55.646489,59.887,None,None,23.58,36.46,36.80,118.40,96.36,11.796,1102.134,13595.122
ERRE,TEL,4064,2023-07-15 14:05:58.654633,60.861,None,None,23.67,36.46,36.97,120.32,96.68,11.824,964.512,11392.683
ERRE,TEL,4065,2023-07-15 14:06:01.662130,61.348,None,None,23.76,36.29,36.88,120.32,96.68,11.800,1148.232,13558.537
ERRE,TEL,4066,2023-07-15 14:06:04.670286,60.374,None,None,23.67,36.55,36.80,119.02,96.68,11.832,1019.207,11884.146
ERRE,TEL,4067,2023-07-15 14:06:07.678360,60.861,None,None,24.03,36.29,36.88,120.32,96.05,11.816,1049.756,12400.000
ERRE,TEL,4068,2023-07-15 14:06:10.686475,59.887,None,None,23.76,36.55,36.80,119.67,96.68,11.816,986.159,12280.488
ERRE,TEL,4069,2023-07-15 14:06:13.707050,60.861,None,None,24.03,36.38,36.97,119.67,96.36,11.832,1036.463,11360.976
ERRE,TEL,4070,2023-07-15 14:06:16.725583,60.861,None,None,23.67,36.46,36.80,120.32,96.05,11.816,953.902,11270.732
ERRE,TEL,4071,2023-07-15 14:06:19.737562,60.374,None,None,24.12,36.38,36.71,120.32,95.75,11.828,1010.854,12559.756
ERRE,TEL,4072,2023-07-15 14:06:22.746025,60.374,None,None,24.03,36.46,36.80,120.99,93.96,11.804,1061.646,12162.195
ERRE,TEL,4073,2023-07-15 14:06:25.754442,60.861,None,None,23.85,36.46,36.71,120.99,93.11,11.772,1369.817,16328.049
ERRE,TEL,4074,2023-07-15 14:06:28.759673,60.374,None,None,23.85,36.46,36.97,120.32,91.73,11.824,968.415,11447.561
ERRE,TEL,4075,2023-07-15 14:06:31.767717,60.861,None,None,23.94,36.38,36.88,120.32,90.67,11.816,1044.146,12331.707
ERRE,TEL,4076,2023-07-15 14:06:34.775672,60.861,None,None,23.67,36.46,36.80,120.99,90.15,11.824,984.268,11626.829
ERRE,TEL,4077,2023-07-15 14:06:37.783683,59.887,None,None,23.67,36.29,36.80,120.99,89.39,11.820,1009.268,11560.976
ERRE,TEL,4078,2023-07-15 14:06:40.791682,60.861,None,None,23.67,36.55,36.71,119.67,88.89,11.836,1060.854,12540.244
ERRE,TEL,4079,2023-07-15 14:06:43.805515,61.835,None,None,23.58,36.46,36.88,120.99,88.40,11.816,1046.646,11984.146
ERRE,TEL,4080,2023-07-15 14:06:46.814227,60.374,None,None,23.76,36.38,36.80,120.32,87.92,11.820,986.463,11648.780
