ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,1296,2023-07-15 08:31:09.945202,53.556,None,None,31.56,34.18,34.27,52.36,53.74,11.924,290.061,3460.976
ERRE,TEL,1297,2023-07-15 08:31:12.956545,52.095,None,None,31.64,34.35,34.18,52.26,53.64,11.928,287.622,3436.585
ERRE,TEL,1298,2023-07-15 08:31:15.965100,53.069,None,None,31.47,34.35,34.18,52.36,53.84,11.912,366.707,4381.707
ERRE,TEL,1299,2023-07-15 08:31:18.973331,53.069,None,None,31.56,34.18,34.27,52.36,53.74,11.928,284.756,3396.341
ERRE,TEL,1300,2023-07-15 08:31:21.983886,52.095,None,None,31.64,34.27,34.10,52.36,53.94,11.928,287.927,3414.634
ERRE,TEL,1301,2023-07-15 08:31:24.991906,53.069,None,None,31.64,34.27,34.27,52.26,53.74,11.928,284.634,3395.122
ERRE,TEL,1302,2023-07-15 08:31:28.000022,52.095,None,None,31.47,34.27,33.93,52.36,53.74,11.924,289.146,3448.780
ERRE,TEL,1303,2023-07-15 08:31:31.014608,52.582,None,None,31.39,34.44,34.18,52.26,53.94,11.928,286.646,3445.122
ERRE,TEL,1304,2023-07-15 08:31:34.028574,52.095,None,None,31.56,34.44,34.18,52.26,53.84,11.924,289.024,3442.683
ERRE,TEL,1305,2023-07-15 08:31:37.036737,53.069,None,None,31.47,34.35,34.18,52.26,53.84,11.916,296.646,4657.317
ERRE,TEL,1306,2023-07-15 08:31:40.044859,52.582,None,None,31.47,34.27,34.18,52.36,53.84,11.908,289.634,3452.439
ERRE,TEL,1307,2023-07-15 08:31:43.053028,53.069,None,None,31.64,34.27,34.10,52.26,53.84,11.912,288.537,3454.878
ERRE,TEL,1308,2023-07-15 08:31:46.061260,52.582,None,None,31.39,34.35,34.18,52.26,53.74,11.928,290.854,3464.634
ERRE,TEL,1309,2023-07-15 08:31:49.069344,53.069,None,None,31.47,34.27,33.93,52.36,53.64,11.928,287.744,3439.024
ERRE,TEL,1310,2023-07-15 08:31:52.080084,53.556,None,None,31.39,34.35,34.18,52.36,53.64,11.908,480.793,5721.951
ERRE,TEL,1311,2023-07-15 08:31:55.088202,53.069,None,None,31.56,34.35,34.10,52.36,53.74,11.928,287.561,3430.488
ERRE,TEL,1312,2023-07-15 08:31:58.119906,52.095,None,None,31.39,34.35,34.18,52.26,53.74,11.924,332.500,3460.976
ERRE,TEL,1313,2023-07-15 08:32:01.129759,52.582,None,None,31.64,34.27,34.18,52.56,53.84,11.928,286.341,4593.902
