ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,1728,2023-07-15 12:08:46.926651,51.121,None,None,33.68,35.87,35.79,57.99,59.97,11.948,284.634,3392.683
ERRE,TEL,1729,2023-07-15 12:08:49.936314,50.147,None,None,33.59,35.95,35.87,57.99,59.97,11.944,285.610,3396.341
ERRE,TEL,1730,2023-07-15 12:08:52.944391,49.66,None,None,33.51,35.79,35.70,57.99,59.97,11.944,282.134,3379.268
ERRE,TEL,1731,2023-07-15 12:08:55.952427,49.66,None,None,33.51,35.87,35.87,57.99,59.97,11.924,477.317,5684.146
ERRE,TEL,1732,2023-07-15 12:08:58.960555,50.147,None,None,33.51,35.87,35.79,58.10,59.97,11.944,284.756,3412.195
ERRE,TEL,1733,2023-07-15 12:09:01.967683,49.66,None,None,33.68,35.70,35.95,57.99,60.09,11.944,286.037,4112.195
ERRE,TEL,1734,2023-07-15 12:09:04.975709,50.634,None,None,33.68,35.95,35.79,58.10,60.09,11.944,283.049,3380.488
ERRE,TEL,1735,2023-07-15 12:09:07.990198,49.66,None,None,33.51,35.79,35.79,57.99,60.20,11.944,286.159,3418.293
ERRE,TEL,1736,2023-07-15 12:09:10.998985,49.66,None,None,33.68,35.87,35.79,57.99,60.20,11.944,284.268,3384.146
ERRE,TEL,1737,2023-07-15 12:09:14.007105,50.147,None,None,33.68,35.87,35.79,58.10,60.09,11.944,288.720,3996.341
ERRE,TEL,1738,2023-07-15 12:09:17.021438,49.66,None,None,33.59,35.95,35.95,58.10,60.09,11.932,361.220,6146.341
ERRE,TEL,1739,2023-07-15 12:09:20.030004,49.173,None,None,33.76,35.79,35.79,58.10,59.97,11.932,340.549,4062.195
ERRE,TEL,1740,2023-07-15 12:09:23.041722,50.634,None,None,33.68,35.87,35.87,57.99,59.97,11.944,382.744,3389.024
ERRE,TEL,1741,2023-07-15 12:09:26.050366,49.66,None,None,33.51,35.95,35.79,57.99,59.97,11.944,284.634,3396.341
ERRE,TEL,1742,2023-07-15 12:09:29.063787,50.147,None,None,33.59,35.95,35.79,57.99,59.97,11.940,365.732,3426.829
