ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,3096,2023-07-15 13:17:24.829076,57.452,None,None,27.16,36.21,36.21,128.55,121.67,11.820,950.915,11235.366
ERRE,TEL,3097,2023-07-15 13:17:27.863436,55.991,None,None,27.16,36.12,36.21,127.71,120.99,11.820,985.976,12112.195
ERRE,TEL,3098,2023-07-15 13:17:30.872101,56.965,None,None,27.16,36.21,36.29,127.71,118.40,11.824,952.195,11754.878
ERRE,TEL,3099,2023-07-15 13:17:33.880239,56.965,None,None,27.16,36.29,36.12,131.21,118.40,11.816,1029.390,12164.634
ERRE,TEL,3100,2023-07-15 13:17:36.888248,57.452,None,None,27.33,36.21,36.38,131.21,117.78,11.808,1108.963,13095.122
ERRE,TEL,3101,2023-07-15 13:17:39.896355,56.965,None,None,27.16,36.12,36.29,131.21,117.17,11.796,1088.171,13730.488
ERRE,TEL,3102,2023-07-15 13:17:42.904428,55.991,None,None,27.16,36.38,36.21,130.30,116.58,11.816,1143.963,13348.780
ERRE,TEL,3103,2023-07-15 13:17:45.917196,56.965,None,None,27.33,36.29,36.29,132.15,117.17,11.820,942.378,11135.366
ERRE,TEL,3104,2023-07-15 13:17:48.926022,57.452,None,None,26.98,36.38,36.29,133.11,120.32,11.816,976.402,11548.780
ERRE,TEL,3105,2023-07-15 13:17:51.934004,56.478,None,None,26.98,36.21,36.29,132.15,122.37,11.812,1035.000,12237.805
ERRE,TEL,3106,2023-07-15 13:17:54.947958,56.965,None,None,27.25,36.12,36.21,131.21,123.08,11.812,1070.793,12146.341
ERRE,TEL,3107,2023-07-15 13:17:57.956553,56.965,None,None,27.16,35.95,36.29,130.30,125.31,11.836,987.805,12309.756
ERRE,TEL,3108,2023-07-15 13:18:00.971973,56.478,None,None,27.07,36.29,36.46,130.30,126.09,11.768,1348.110,14774.390
ERRE,TEL,3109,2023-07-15 13:18:03.980875,56.478,None,None,26.89,36.46,36.29,128.55,127.71,11.812,923.720,10921.951
ERRE,TEL,3110,2023-07-15 13:18:07.008378,55.991,None,None,27.16,36.12,36.46,126.89,127.71,11.820,1054.146,11942.683
ERRE,TEL,3111,2023-07-15 13:18:10.021561,56.478,None,None,27.25,36.29,36.21,125.31,127.71,11.816,1023.659,12087.805
ERRE,TEL,3112,2023-07-15 13:18:13.029795,56.965,None,None,26.89,36.46,36.29,123.08,128.55,11.820,990.671,12552.439
ERRE,TEL,3113,2023-07-15 13:18:16.037898,56.478,None,None,27.25,36.29,36.38,122.37,128.55,11.768,1330.305,16274.390
ERRE,TEL,3114,2023-07-15 13:18:19.047542,55.991,None,None,27.07,36.29,36.46,120.99,129.42,11.812,1036.890,12641.463
ERRE,TEL,3115,2023-07-15 13:18:22.055951,56.965,None,None,27.07,36.29,36.29,118.40,130.30,11.812,1071.951,11652.439
ERRE,TEL,3116,2023-07-15 13:18:25.071499,56.965,None,None,27.07,36.38,36.21,117.17,129.42,11.796,1170.976,13901.220
ERRE,TEL,3117,2023-07-15 13:18:28.082069,56.478,None,None,26.98,36.29,36.21,115.42,132.15,11.820,1045.488,12214.634
