ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,2448,2023-07-15 09:28:57.785727,52.095,None,None,30.70,33.00,33.25,52.85,54.95,11.940,291.524,4387.805
ERRE,TEL,2449,2023-07-15 09:29:00.794008,53.069,None,None,30.70,32.92,33.08,52.85,54.85,11.940,287.622,3423.171
ERRE,TEL,2450,2023-07-15 09:29:03.804206,52.582,None,None,30.62,33.00,33.17,52.85,54.95,11.940,287.622,3434.146
ERRE,TEL,2451,2023-07-15 09:29:06.825917,52.582,None,None,30.79,33.00,33.17,52.95,54.95,11.940,297.012,3439.024
ERRE,TEL,2452,2023-07-15 09:29:09.882394,52.095,None,None,30.62,33.00,33.25,52.95,54.85,11.940,287.927,3439.024
ERRE,TEL,2453,2023-07-15 09:29:12.890454,53.069,None,None,30.62,33.00,33.25,52.85,54.85,11.940,283.841,3389.024
ERRE,TEL,2454,2023-07-15 09:29:15.898555,52.582,None,None,30.70,33.00,33.17,52.75,54.85,11.940,289.939,3460.976
ERRE,TEL,2455,2023-07-15 09:29:18.906604,52.582,None,None,30.70,33.00,33.25,52.75,54.65,11.928,364.695,4335.366
ERRE,TEL,2456,2023-07-15 09:29:21.914665,52.582,None,None,30.70,33.00,33.08,52.85,54.54,11.940,290.244,3436.585
ERRE,TEL,2457,2023-07-15 09:29:24.929608,52.582,None,None,30.70,33.00,33.17,52.85,54.75,11.940,286.463,3504.878
ERRE,TEL,2458,2023-07-15 09:29:27.943057,52.095,None,None,30.53,32.92,33.25,52.95,54.65,11.940,290.854,3482.927
ERRE,TEL,2459,2023-07-15 09:29:30.949607,52.095,None,None,30.79,33.00,33.08,52.85,54.44,11.940,379.329,4529.268
ERRE,TEL,2460,2023-07-15 09:29:33.962004,52.582,None,None,30.70,33.00,33.08,52.85,54.65,11.940,289.512,3486.585
ERRE,TEL,2461,2023-07-15 09:29:36.969572,52.095,None,None,30.70,33.00,33.17,52.85,54.65,11.940,324.146,3470.732
ERRE,TEL,2462,2023-07-15 09:29:39.993795,52.582,None,None,30.70,32.92,33.17,52.85,54.75,11.940,289.817,3452.439
ERRE,TEL,2463,2023-07-15 09:29:43.002563,52.095,None,None,30.70,33.08,33.17,52.75,54.54,11.928,287.622,3445.122
ERRE,TEL,2464,2023-07-15 09:29:46.015161,52.582,None,None,30.62,32.92,33.17,52.85,54.65,11.940,288.963,3464.634
ERRE,TEL,2465,2023-07-15 09:29:49.035201,52.582,None,None,30.53,33.00,33.08,52.85,54.54,11.940,288.537,3442.683
ERRE,TEL,2466,2023-07-15 09:29:52.087348,52.582,None,None,30.62,32.92,33.17,52.75,54.54,11.928,369.024,4365.854
ERRE,TEL,2467,2023-07-15 09:29:55.097538,52.582,None,None,30.62,33.00,33.08,52.85,54.54,11.920,417.500,4967.073
ERRE,TEL,2468,2023-07-15 09:29:58.108585,53.069,None,None,30.62,33.00,33.08,52.65,54.54,11.940,288.841,3460.976
ERRE,TEL,2469,2023-07-15 09:30:01.116860,53.556,None,None,30.70,32.75,33.17,52.65,54.44,11.940,287.744,3432.927
ERRE,TEL,2470,2023-07-15 09:30:04.124982,52.582,None,None,30.70,32.92,33.08,52.75,54.34,11.940,289.146,3452.439
ERRE,TEL,2471,2023-07-15 09:30:07.133115,53.069,None,None,30.62,32.92,33.08,52.75,54.44,11.944,286.829,3424.390
ERRE,TEL,2472,2023-07-15 09:30:10.152511,53.556,None,None,30.62,32.83,33.17,52.75,54.44,11.940,290.366,3458.537
ERRE,TEL,2473,2023-07-15 09:30:13.169396,52.582,None,None,30.70,33.00,33.00,52.56,54.44,11.932,287.134,3407.317
ERRE,TEL,2474,2023-07-15 09:30:16.177532,52.095,None,None,30.62,32.92,33.17,52.75,54.54,11.928,450.183,5368.293
ERRE,TEL,2475,2023-07-15 09:30:19.185735,53.069,None,None,30.62,33.00,33.17,52.75,54.44,11.928,285.549,3408.537
ERRE,TEL,2476,2023-07-15 09:30:22.193820,52.582,None,None,30.70,33.00,33.17,52.75,54.54,11.936,274.329,3273.171
ERRE,TEL,2477,2023-07-15 09:30:25.201938,53.069,None,None,30.70,33.00,33.08,52.85,54.54,11.940,288.720,4247.561
ERRE,TEL,2478,2023-07-15 09:30:28.209565,53.069,None,None,30.53,32.92,33.00,52.65,54.34,11.940,290.610,3467.073
ERRE,TEL,2479,2023-07-15 09:30:31.217621,53.556,None,None,30.62,33.00,33.08,52.75,54.75,11.940,308.415,3678.049
ERRE,TEL,2480,2023-07-15 09:30:34.233616,53.069,None,None,30.70,32.92,33.17,52.75,54.75,11.940,288.354,3458.537
ERRE,TEL,2481,2023-07-15 09:30:37.242593,52.095,None,None,30.70,32.92,33.17,52.85,54.75,11.940,288.659,3446.341
ERRE,TEL,2482,2023-07-15 09:30:40.250719,52.582,None,None,30.62,33.17,33.17,52.75,54.54,11.940,289.329,3456.098
ERRE,TEL,2483,2023-07-15 09:30:43.258945,53.069,None,None,30.62,32.92,33.00,52.75,54.54,11.944,286.829,3424.390
ERRE,TEL,2484,2023-07-15 09:30:46.267476,52.095,None,None,30.79,33.00,33.17,52.85,54.65,11.940,289.024,3451.220
ERRE,TEL,2485,2023-07-15 09:30:49.275493,52.095,None,None,30.70,33.00,33.17,52.75,54.44,11.912,401.707,4785.366
ERRE,TEL,2486,2023-07-15 09:30:52.283526,52.095,None,None,30.70,33.08,33.17,52.75,54.54,11.908,511.768,5570.732
ERRE,TEL,2487,2023-07-15 09:30:55.291622,53.556,None,None,30.88,33.00,33.17,52.75,54.44,11.940,288.232,3445.122
ERRE,TEL,2488,2023-07-15 09:30:58.299719,53.556,None,None,30.62,33.08,33.17,52.75,54.44,11.944,287.927,3462.195
ERRE,TEL,2489,2023-07-15 09:31:01.307834,52.095,None,None,30.70,33.00,33.17,52.75,54.44,11.940,287.622,3434.146
ERRE,TEL,2490,2023-07-15 09:31:04.315898,52.582,None,None,30.70,33.00,33.17,52.85,54.65,11.940,289.634,3458.537
ERRE,TEL,2491,2023-07-15 09:31:07.323978,52.095,None,None,30.70,33.08,33.17,52.85,54.65,11.940,288.110,4341.463
ERRE,TEL,2492,2023-07-15 09:31:10.336984,52.582,None,None,30.79,33.08,33.17,52.75,54.44,11.932,350.000,4178.049
ERRE,TEL,2493,2023-07-15 09:31:13.345147,53.556,None,None,30.88,33.00,33.25,52.75,54.54,11.940,286.768,3442.683
ERRE,TEL,2494,2023-07-15 09:31:16.355304,52.582,None,None,30.62,32.92,33.17,52.85,54.65,11.940,289.817,3448.780
ERRE,TEL,2495,2023-07-15 09:31:19.363702,53.069,None,None,30.70,33.00,33.08,52.85,54.54,11.940,288.720,3446.341
ERRE,TEL,2496,2023-07-15 09:31:22.371772,53.069,None,None,30.70,33.00,33.17,52.85,54.54,11.944,289.817,3460.976
ERRE,TEL,2497,2023-07-15 09:31:25.377588,52.582,None,None,30.70,33.00,33.17,52.75,54.44,11.940,288.659,3440.244
ERRE,TEL,2498,2023-07-15 09:31:28.385621,53.069,None,None,30.70,33.00,33.17,52.75,54.54,11.944,289.268,3445.122
ERRE,TEL,2499,2023-07-15 09:31:31.393776,53.069,None,None,30.62,33.00,33.17,52.85,54.65,11.944,284.512,3404.878
ERRE,TEL,2500,2023-07-15 09:31:34.401891,52.582,None,None,30.70,33.08,33.17,52.75,54.75,11.924,418.293,4987.805
ERRE,TEL,2501,2023-07-15 09:31:37.409997,53.556,None,None,30.62,33.08,33.08,52.85,54.75,11.940,283.963,3390.244
