ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,2088,2023-07-15 09:10:54.096784,52.095,None,None,30.79,33.25,33.00,52.85,54.85,11.928,288.537,3439.024
ERRE,TEL,2089,2023-07-15 09:10:57.105574,52.095,None,None,30.79,33.25,33.08,53.05,54.75,11.928,287.866,3445.122
ERRE,TEL,2090,2023-07-15 09:11:00.116587,52.095,None,None,30.88,33.17,33.17,52.95,54.75,11.928,289.817,3458.537
ERRE,TEL,2091,2023-07-15 09:11:03.128615,53.069,None,None,30.88,33.25,33.08,52.85,54.75,11.920,288.049,3434.146
ERRE,TEL,2092,2023-07-15 09:11:06.137612,53.069,None,None,30.79,33.17,33.17,52.85,54.85,11.924,291.646,3442.683
ERRE,TEL,2093,2023-07-15 09:11:09.146278,52.095,None,None,30.88,33.34,33.00,52.95,54.75,11.912,366.402,4356.098
ERRE,TEL,2094,2023-07-15 09:11:12.154495,52.582,None,None,30.88,33.17,33.08,53.05,54.85,11.920,390.244,3456.098
ERRE,TEL,2095,2023-07-15 09:11:15.162561,52.582,None,None,30.88,33.17,33.08,52.85,54.85,11.916,288.841,3440.244
ERRE,TEL,2096,2023-07-15 09:11:18.170557,52.582,None,None,30.88,33.34,33.08,52.85,54.85,11.924,290.915,3476.829
ERRE,TEL,2097,2023-07-15 09:11:21.180077,52.095,None,None,30.96,33.25,33.17,52.95,54.95,11.924,287.439,3424.390
ERRE,TEL,2098,2023-07-15 09:11:24.188167,53.069,None,None,30.79,33.34,33.17,53.05,54.75,11.928,290.427,3470.732
ERRE,TEL,2099,2023-07-15 09:11:27.199760,54.53,None,None,30.96,33.25,33.08,53.05,54.85,11.928,287.317,3439.024
ERRE,TEL,2100,2023-07-15 09:11:30.207901,52.582,None,None,30.96,33.25,33.17,52.95,54.95,11.912,364.695,4350.000
ERRE,TEL,2101,2023-07-15 09:11:33.216055,52.582,None,None,30.79,33.25,33.25,53.05,54.85,11.912,366.524,4359.756
ERRE,TEL,2102,2023-07-15 09:11:36.224139,52.095,None,None,30.88,33.17,33.17,53.05,54.95,11.928,289.939,3456.098
ERRE,TEL,2103,2023-07-15 09:11:39.229740,53.069,None,None,30.79,33.34,33.17,53.05,54.75,11.924,288.049,4925.610
ERRE,TEL,2104,2023-07-15 09:11:42.237593,53.069,None,None,30.79,33.25,33.08,53.05,54.85,11.916,290.366,3462.195
ERRE,TEL,2105,2023-07-15 09:11:45.245620,53.069,None,None,30.70,33.25,33.08,52.95,54.95,11.916,288.049,3434.146
