ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,5400,2023-07-15 15:13:00.571774,67.192,None,None,18.72,31.56,31.81,55.46,67.98,11.816,1033.171,12136.585
ERRE,TEL,5401,2023-07-15 15:13:03.580087,66.218,None,None,18.92,31.73,31.98,55.57,67.98,11.800,1138.354,13447.561
ERRE,TEL,5402,2023-07-15 15:13:06.588040,66.705,None,None,18.82,31.56,31.90,55.46,67.84,11.816,991.402,11726.829
ERRE,TEL,5403,2023-07-15 15:13:09.596103,66.218,None,None,18.92,31.73,31.81,55.46,67.98,11.796,1223.049,13776.829
ERRE,TEL,5404,2023-07-15 15:13:12.604116,66.218,None,None,19.02,31.73,31.98,55.36,67.98,11.820,996.890,11779.268
ERRE,TEL,5405,2023-07-15 15:13:15.612189,67.192,None,None,18.92,31.73,31.98,55.57,67.98,11.816,1022.073,12409.756
ERRE,TEL,5406,2023-07-15 15:13:18.623847,66.705,None,None,19.02,31.81,31.90,55.36,67.84,11.812,1050.061,11760.976
ERRE,TEL,5407,2023-07-15 15:13:21.634087,67.679,None,None,18.92,31.56,31.90,55.36,67.84,11.816,967.500,12737.805
ERRE,TEL,5408,2023-07-15 15:13:24.645585,67.192,None,None,18.92,31.73,31.98,55.36,67.84,11.796,1027.195,12124.390
ERRE,TEL,5409,2023-07-15 15:13:27.660030,67.679,None,None,18.72,31.64,31.90,55.46,67.71,11.812,977.988,12186.585
ERRE,TEL,5410,2023-07-15 15:13:30.668767,65.731,None,None,18.72,31.47,31.98,55.26,67.84,11.816,976.402,11524.390
ERRE,TEL,5411,2023-07-15 15:13:33.676818,66.705,None,None,19.02,31.73,31.90,55.05,67.84,11.808,1105.488,13204.878
ERRE,TEL,5412,2023-07-15 15:13:36.684779,67.679,None,None,18.92,31.56,31.98,55.36,67.84,11.784,1158.659,14278.049
ERRE,TEL,5413,2023-07-15 15:13:39.693303,67.192,None,None,18.72,31.73,31.81,55.15,67.71,11.776,1266.707,15580.488
ERRE,TEL,5414,2023-07-15 15:13:42.701361,66.218,None,None,18.72,31.56,31.73,55.36,67.57,11.784,1438.476,16437.805
ERRE,TEL,5415,2023-07-15 15:13:45.709402,67.192,None,None,18.92,31.64,31.81,55.15,67.57,11.812,1028.293,12142.683
ERRE,TEL,5416,2023-07-15 15:13:48.717377,66.705,None,None,18.82,31.47,31.90,55.15,67.71,11.832,998.598,11795.122
ERRE,TEL,5417,2023-07-15 15:13:51.725412,66.705,None,None,18.82,31.47,31.90,55.15,67.44,11.816,1014.573,12675.610
ERRE,TEL,5418,2023-07-15 15:13:54.734728,67.192,None,None,18.72,31.64,31.98,55.26,67.57,11.792,1135.366,12204.878
ERRE,TEL,5419,2023-07-15 15:13:57.743096,66.218,None,None,18.92,31.47,31.81,55.05,67.44,11.804,1160.549,13792.683
ERRE,TEL,5420,2023-07-15 15:14:00.757014,67.192,None,None,18.92,31.47,31.73,55.26,67.44,11.816,1050.854,11740.244
ERRE,TEL,5421,2023-07-15 15:14:03.765348,67.192,None,None,18.82,31.56,31.81,55.05,67.30,11.828,946.524,11195.122
ERRE,TEL,5422,2023-07-15 15:14:06.773586,66.705,None,None,18.92,31.64,31.73,55.15,67.44,11.784,1197.622,13095.122
ERRE,TEL,5423,2023-07-15 15:14:09.781716,67.192,None,None,18.72,31.64,31.90,55.05,67.44,11.812,1070.488,12058.537
ERRE,TEL,5424,2023-07-15 15:14:12.789973,67.192,None,None,18.92,31.39,31.90,55.05,67.30,11.804,1020.366,12068.293
ERRE,TEL,5425,2023-07-15 15:14:15.798641,66.705,None,None,18.52,31.47,31.73,55.15,67.30,11.812,1024.085,12092.683
ERRE,TEL,5426,2023-07-15 15:14:18.806806,67.192,None,None,18.82,31.47,31.81,55.15,67.30,11.812,1063.171,12553.659
ERRE,TEL,5427,2023-07-15 15:14:21.815393,67.192,None,None,18.82,31.56,31.73,55.05,67.30,11.780,1440.488,16975.610
ERRE,TEL,5428,2023-07-15 15:14:24.823435,67.192,None,None,18.62,31.39,31.64,55.05,67.30,11.816,1000.366,11820.732
ERRE,TEL,5429,2023-07-15 15:14:27.833744,66.705,None,None,18.52,31.47,31.81,55.15,67.30,11.808,1013.293,11878.049
ERRE,TEL,5430,2023-07-15 15:14:30.845405,67.192,None,None,18.82,31.56,31.64,55.05,67.17,11.816,979.268,11830.488
ERRE,TEL,5431,2023-07-15 15:14:33.861907,66.218,None,None,18.72,31.47,31.81,55.15,67.17,11.820,999.268,11217.073
ERRE,TEL,5432,2023-07-15 15:14:36.869911,66.705,None,None,18.62,31.39,31.56,55.36,67.17,11.812,1032.805,12200.000
ERRE,TEL,5433,2023-07-15 15:14:39.877898,67.192,None,None,18.62,31.30,31.81,55.15,67.17,11.812,1070.488,12657.317
ERRE,TEL,5434,2023-07-15 15:14:42.888936,66.218,None,None,18.62,31.39,31.81,55.36,67.04,11.816,1069.573,12587.805
ERRE,TEL,5435,2023-07-15 15:14:45.897381,67.679,None,None,18.42,31.22,31.64,55.15,66.90,11.776,1332.927,16564.634
ERRE,TEL,5436,2023-07-15 15:14:48.905399,66.218,None,None,18.62,31.39,31.64,55.15,66.77,11.812,979.268,12663.415
ERRE,TEL,5437,2023-07-15 15:14:51.911625,66.705,None,None,18.42,31.22,31.47,55.26,66.90,11.820,1001.707,11832.927
ERRE,TEL,5438,2023-07-15 15:14:54.919607,66.705,None,None,18.52,31.30,31.47,55.26,66.90,11.812,1007.195,11976.829
ERRE,TEL,5439,2023-07-15 15:14:57.927609,67.679,None,None,18.42,31.39,31.64,55.36,67.17,11.804,1041.951,13019.512
ERRE,TEL,5440,2023-07-15 15:15:00.938143,67.192,None,None,18.72,31.47,31.73,55.36,67.17,11.812,1099.085,12991.463
ERRE,TEL,5441,2023-07-15 15:15:03.946328,66.218,None,None,18.82,31.56,31.73,55.46,67.04,11.816,1058.354,12336.585
ERRE,TEL,5442,2023-07-15 15:15:06.954383,67.192,None,None,18.92,31.56,31.64,55.36,67.04,11.752,1371.829,16486.585
ERRE,TEL,5443,2023-07-15 15:15:09.972013,67.192,None,None,18.62,31.56,31.64,55.36,67.04,11.808,1122.256,12318.293
ERRE,TEL,5444,2023-07-15 15:15:12.980682,66.218,None,None,18.52,31.39,31.81,55.36,66.90,11.812,965.000,12757.317
ERRE,TEL,5445,2023-07-15 15:15:15.988818,66.705,None,None,18.52,31.30,31.73,55.36,66.90,11.808,1055.244,12474.390
ERRE,TEL,5446,2023-07-15 15:15:18.997025,66.705,None,None,18.62,31.39,31.73,55.36,66.77,11.808,1018.110,12021.951
ERRE,TEL,5447,2023-07-15 15:15:22.005792,67.679,None,None,18.72,31.39,31.81,55.36,66.64,11.808,1080.061,12762.195
ERRE,TEL,5448,2023-07-15 15:15:25.017499,66.705,None,None,18.82,31.39,31.81,55.46,66.64,11.820,947.012,12132.927
ERRE,TEL,5449,2023-07-15 15:15:28.025829,66.705,None,None,18.72,31.39,31.64,55.36,66.51,11.804,1022.988,12084.146
ERRE,TEL,5450,2023-07-15 15:15:31.037475,66.705,None,None,18.72,31.30,31.47,55.46,66.51,11.808,1045.793,10963.415
ERRE,TEL,5451,2023-07-15 15:15:34.049880,67.192,None,None,18.72,31.47,31.56,55.46,66.51,11.800,1096.159,11670.732
ERRE,TEL,5452,2023-07-15 15:15:37.076438,67.192,None,None,18.92,31.47,31.73,55.36,66.38,11.816,1018.659,11132.927
ERRE,TEL,5453,2023-07-15 15:15:40.086998,66.705,None,None,18.72,31.47,31.64,55.46,66.25,11.812,1076.890,12021.951
ERRE,TEL,5454,2023-07-15 15:15:43.095118,66.705,None,None,18.52,31.39,31.73,55.67,66.25,11.804,1031.463,11407.317
ERRE,TEL,5455,2023-07-15 15:15:46.103164,66.705,None,None,18.52,31.30,31.64,55.67,66.12,11.752,1434.512,15795.122
ERRE,TEL,5456,2023-07-15 15:15:49.111220,66.705,None,None,18.62,31.22,31.47,55.57,65.73,11.820,1009.573,11645.122
ERRE,TEL,5457,2023-07-15 15:15:52.119311,66.218,None,None,18.52,31.30,31.56,55.57,65.35,11.804,1122.439,13248.780
ERRE,TEL,5458,2023-07-15 15:15:55.127350,67.192,None,None,18.72,31.22,31.56,55.57,64.97,11.800,1126.280,13285.366
ERRE,TEL,5459,2023-07-15 15:15:58.162412,66.705,None,None,18.42,31.22,31.56,55.46,64.34,11.796,1139.329,12885.366
