ID,Type,Number,Date,Latitude [deg],Longitude [deg],Height [m],Posx [m],Posy [m],Posz [m],Velx [mm/s],Vely [mm/s],Velz [mm/s],nSats,Gyrx [deg/s],Gyry [deg/s],Gyrz [deg/s],Magx [uT],Magy [uT],Magz [uT],CPU Temperature [°C]
ERRE,PVT,77760,2023-09-24 08:47:04.300017,68.51442941316421,23.38502947387364,27579.651896508152,2159722.5046750535,933925.4840719731,5938011.593980082,-10272,5708,3108,15,-150,76,107,24,4,74,None
ERRE,PVT,77761,2023-09-24 08:47:04.500017,68.51444341601564,23.38507486073897,27579.71204143678,2159720.4453333593,933926.6242920583,5938012.22449207,-10304,5698,3157,15,-154,108,104,25,4,73,None
ERRE,PVT,77762,2023-09-24 08:47:04.700017,68.51445741436382,23.385120214734243,27579.77563426711,2159718.388116815,933927.763957941,5938012.85802725,-10268,5696,3186,15,-147,126,103,24,3,75,None
ERRE,PVT,77763,2023-09-24 08:47:04.900017,68.5144714394391,23.385165763455404,27579.82468794649,2159716.320280664,933928.9077416878,5938013.479129889,-10294,5689,3133,15,-171,77,105,25,4,73,None
ERRE,PVT,77764,2023-09-24 08:47:05.100017,68.51448546702802,23.385211181735624,27579.87688279655,2159714.2553856135,933930.0469584621,5938014.1032582065,-10307,5684,3150,15,-158,102,123,24,3,75,None
ERRE,PVT,77765,2023-09-24 08:47:05.300017,68.51449946156772,23.38525660288052,27579.917239785562,2159712.18962567,933931.1859269092,5938014.715014895,-10303,5688,3109,15,-145,108,92,25,3,72,None
ERRE,PVT,77766,2023-09-24 08:47:05.500016,68.51451343354846,23.385302097906482,27579.96231729701,2159710.126406169,933932.3292970825,5938015.330238125,-10288,5702,3115,15,-156,120,92,23,5,73,None
ERRE,PVT,77767,2023-09-24 08:47:05.700016,68.51452742783258,23.385347637831078,27580.015189969865,2159708.062940854,933933.4745673565,5938015.953629609,-10269,5699,3130,15,-149,91,120,25,3,74,None
ERRE,PVT,77768,2023-09-24 08:47:05.900016,68.51454146317886,23.385393257545772,27580.070843558045,2159705.9951805198,933934.6215478481,5938016.581293216,-10287,5716,3127,15,-147,75,107,24,3,71,None
ERRE,PVT,77769,2023-09-24 08:47:06.100017,68.51455543874314,23.385438776656606,27580.117833122087,2159703.9318665373,933935.7659473076,5938017.198441627,-10293,5694,3117,15,-151,53,114,24,4,73,None
ERRE,PVT,77770,2023-09-24 08:47:06.300017,68.51456933860368,23.385484232457223,27580.15493351902,2159701.873502501,933936.909652145,5938017.803281558,-10323,5703,3106,15,-125,120,120,24,3,72,None
ERRE,PVT,77771,2023-09-24 08:47:06.500017,68.51458324576717,23.385529720839877,27580.207833217795,2159699.8192194127,933938.0565770717,5938018.42312221,-10282,5704,3131,15,-146,97,106,25,2,73,None
ERRE,PVT,77772,2023-09-24 08:47:06.700017,68.51459717023873,23.385575178255802,27580.25519668453,2159697.761923347,933939.2008110563,5938019.038521152,-10284,5709,3159,15,-157,86,127,23,4,72,None
ERRE,PVT,77773,2023-09-24 08:47:06.900017,68.51461110946204,23.385620646225085,27580.2917966506,2159695.6994248116,933940.3432649879,5938019.6445094645,-10316,5711,3113,15,-155,122,119,24,4,74,None
ERRE,PVT,77774,2023-09-24 08:47:07.100017,68.51462506098368,23.385666079927667,27580.350203215854,2159693.643638441,933941.4870858644,5938020.271293319,-10292,5730,3146,15,-142,120,127,25,2,72,None
ERRE,PVT,77775,2023-09-24 08:47:07.300017,68.51463901131899,23.385711471809184,27580.39498950175,2159691.5840678476,933942.6273966187,5938020.885354334,-10323,5696,3176,15,-165,77,141,23,2,74,None
ERRE,PVT,77776,2023-09-24 08:47:07.500017,68.51465292459187,23.38575687594972,27580.436828102323,2159689.5268518995,933943.7692716436,5938021.495151465,-10289,5711,3131,15,-169,115,105,24,4,73,None
ERRE,PVT,77777,2023-09-24 08:47:07.700017,68.51466685228722,23.385802320314763,27580.48230425231,2159687.468822637,933944.9125922295,5938022.108924791,-10276,5734,3143,15,-161,103,120,24,4,74,None
ERRE,PVT,77778,2023-09-24 08:47:07.900017,68.51468082425711,23.38584779586445,27580.528348238946,2159685.4062392977,933946.0553362295,5938022.725042749,-10285,5708,3135,15,-160,125,144,25,3,75,None
ERRE,PVT,77779,2023-09-24 08:47:08.100017,68.51469483751309,23.385893298753064,27580.58569184532,2159683.3430582555,933947.1990424818,5938023.353368763,-10306,5720,3171,15,-163,108,120,25,3,74,None
