ID,Type,Number,Date,Latitude [deg],Longitude [deg],Height [m],Posx [m],Posy [m],Posz [m],Velx [mm/s],Vely [mm/s],Velz [mm/s],nSats,Gyrx [deg/s],Gyry [deg/s],Gyrz [deg/s],Magx [uT],Magy [uT],Magz [uT],CPU Temperature [°C]
ERRE,PVT,25920,2023-09-23 12:27:52.900014,67.8877625443771,21.0812535253109,359.35240480649315,2246774.6482624225,866113.7186089917,5886725.089833741,-1,10,-8,15,-139,110,136,18,3,77,None
ERRE,PVT,25921,2023-09-23 12:27:53.100014,67.88776253779561,21.081253722658705,359.3331767328757,2246774.639160344,866113.7239889395,5886725.071743594,-6,10,-9,15,-93,138,92,17,3,76,None
ERRE,PVT,25922,2023-09-23 12:27:53.300013,67.88776255506478,21.08125384167406,359.31236447239456,2246774.6283862824,866113.7251961856,5886725.053187178,-12,-11,-12,15,-75,84,40,20,2,77,None
ERRE,PVT,25923,2023-09-23 12:27:53.500013,67.88776257476431,21.081254010320453,359.29233006264394,2246774.616900841,866113.7283646279,5886725.035453446,-11,3,-12,15,-89,100,38,18,3,75,None
ERRE,PVT,25924,2023-09-23 12:27:53.700013,67.8877626011836,21.081254109622456,359.27168440191343,2246774.605601035,866113.7284812962,5886725.017435557,-10,6,-40,15,-48,97,51,18,4,78,None
ERRE,PVT,25925,2023-09-23 12:27:53.900013,67.88776264724102,21.081254150782357,359.2602669892867,2246774.5965278484,866113.7268375347,5886725.008791696,2,-4,13,15,-66,81,59,19,1,76,None
ERRE,PVT,25926,2023-09-23 12:27:54.100014,67.88776271017846,21.081254112421945,359.2526982094917,2246774.5883809044,866113.7219691646,5886725.004422123,2,-15,17,15,-117,79,100,18,2,78,None
ERRE,PVT,25927,2023-09-23 12:27:54.300014,67.88776271132046,21.081254125229897,359.23901200196053,2246774.583270193,866113.7205759078,5886724.991790509,12,0,-15,15,-106,99,153,17,1,76,None
ERRE,PVT,25928,2023-09-23 12:27:54.500014,67.88776275129565,21.081254090337794,359.23004301379643,2246774.576793057,866113.716507451,5886724.985159615,9,-4,19,15,-111,63,196,19,3,76,None
ERRE,PVT,25929,2023-09-23 12:27:54.700014,67.88776278822333,21.081254093976597,359.22639206634324,2246774.5718951565,866113.7147832444,5886724.983327657,15,-3,-17,15,-147,75,218,17,2,76,None
ERRE,PVT,25930,2023-09-23 12:27:54.900014,67.88776281681116,21.081254120174336,359.22852860076637,2246774.5694931024,866113.7150372418,5886724.986507344,22,9,-3,15,-149,84,191,19,1,78,None
ERRE,PVT,25931,2023-09-23 12:27:55.200013,67.88776293682592,21.081254039341495,359.2378810377851,2246774.5624280027,866113.7086729167,5886725.000210867,21,13,-4,15,-150,60,111,19,2,75,None
ERRE,PVT,25932,2023-09-23 12:27:55.400013,67.88776299349382,21.081254048415076,359.24353425413034,2246774.55881248,866113.707687844,5886725.007827554,20,-8,37,15,-200,98,22,16,3,78,None
ERRE,PVT,25933,2023-09-23 12:27:55.700014,67.88776304552907,21.08125411027558,359.2533374547429,2246774.5563032753,866113.7095068195,5886725.019094479,-2,6,-3,15,-167,66,-38,18,4,79,None
ERRE,PVT,25934,2023-09-23 12:27:55.900013,67.88776309659437,21.08125413260991,359.26733171239096,2246774.5559571106,866113.7103793344,5886725.034203477,-7,3,20,15,-182,87,-54,17,3,77,None
ERRE,PVT,25935,2023-09-23 12:27:56.100014,67.88776312764517,21.08125417277446,359.28083448574284,2246774.557098597,866113.7126284165,5886725.048016807,9,25,-15,15,-198,90,1,18,2,77,None
ERRE,PVT,25936,2023-09-23 12:27:56.300014,67.88776315896625,21.081254196592262,359.28799075141995,2246774.556232053,866113.7133671463,5886725.055961774,-2,-8,37,15,-163,136,91,16,3,77,None
