ID,Type,Number,Date,Latitude [deg],Longitude [deg],Height [m],Posx [m],Posy [m],Posz [m],Velx [mm/s],Vely [mm/s],Velz [mm/s],nSats,Gyrx [deg/s],Gyry [deg/s],Gyrz [deg/s],Magx [uT],Magy [uT],Magz [uT],CPU Temperature [°C]
ERRE,PVT,60480,2023-09-24 07:48:00.900002,68.28945639283872,22.475925302363464,27603.298383289246,2195929.210151152,908502.8485072033,5928756.872559779,-10624,3804,3374,15,-143,67,175,18,-7,75,None
ERRE,PVT,60481,2023-09-24 07:48:01.100002,68.2894726069527,22.475961898389123,27603.307369807048,2195927.073637934,908503.6072454953,5928757.552800527,-10602,3821,3420,15,-123,91,176,20,-8,73,None
ERRE,PVT,60482,2023-09-24 07:48:01.300002,68.28948881211504,22.475998590046416,27603.31346033902,2195924.935479059,908504.3695931609,5928758.229979296,-10638,3812,3422,15,-82,90,178,17,-7,77,None
ERRE,PVT,60483,2023-09-24 07:48:01.500002,68.28950498713876,22.476035391752248,27603.320738779705,2195922.7988794204,908505.1375232514,5928758.907012334,-10641,3829,3376,15,-115,82,180,18,-7,74,None
ERRE,PVT,60484,2023-09-24 07:48:01.700002,68.28952116947437,22.476072016403535,27603.342124303857,2195920.6692058383,908505.9003691721,5928759.59745429,-10622,3825,3422,15,-100,56,190,19,-7,75,None
ERRE,PVT,60485,2023-09-24 07:48:01.900002,68.2895373476368,22.476108585465592,27603.361589193075,2195918.540158263,908506.6609765784,5928760.285938451,-10633,3806,3339,15,-108,55,178,19,-7,75,None
ERRE,PVT,60486,2023-09-24 07:48:02.100002,68.28955353446665,22.476145235889444,27603.37876208489,2195916.4082033304,908507.4240308409,5928760.972651892,-10631,3836,3411,15,-124,98,202,17,-6,74,None
ERRE,PVT,60487,2023-09-24 07:48:02.300002,68.28956972191898,22.476181922148484,27603.390671438377,2195914.273820884,908508.1876869574,5928761.654500485,-10635,3827,3377,15,-121,79,215,19,-7,74,None
ERRE,PVT,60488,2023-09-24 07:48:02.500002,68.28958593211138,22.476218734853067,27603.405815412385,2195912.136351944,908508.9557394319,5928762.340296095,-10658,3839,3329,15,-135,92,203,17,-6,74,None
ERRE,PVT,60489,2023-09-24 07:48:02.700002,68.28960216960944,22.476255598550928,27603.427016003097,2195909.997518438,908509.7255139004,5928763.03284973,-10652,3845,3460,15,-143,105,200,19,-8,75,None
