ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,1008,2023-07-15 11:32:39.641601,50.147,None,None,33.42,36.29,36.29,58.32,60.65,11.928,288.049,4252.439
ERRE,TEL,1009,2023-07-15 11:32:42.657183,50.147,None,None,33.42,36.29,36.12,58.42,60.54,11.928,288.720,3467.073
ERRE,TEL,1010,2023-07-15 11:32:45.669557,50.147,None,None,33.42,36.29,36.21,58.42,60.65,11.928,289.024,3698.780
ERRE,TEL,1011,2023-07-15 11:32:48.709300,49.66,None,None,33.51,36.12,36.46,58.42,60.65,11.908,416.829,4953.659
ERRE,TEL,1012,2023-07-15 11:32:51.719521,50.147,None,None,33.34,36.38,36.29,58.42,60.65,11.912,289.512,3452.439
ERRE,TEL,1013,2023-07-15 11:32:54.727610,50.634,None,None,33.51,36.38,36.21,58.42,60.65,11.932,283.659,3382.927
ERRE,TEL,1014,2023-07-15 11:32:57.738362,50.147,None,None,33.42,36.38,36.21,58.32,60.77,11.924,288.659,3442.683
ERRE,TEL,1015,2023-07-15 11:33:00.746479,50.147,None,None,33.51,36.29,36.21,58.32,60.54,11.928,282.927,3374.390
ERRE,TEL,1016,2023-07-15 11:33:03.754420,50.147,None,None,33.17,36.29,35.95,58.42,60.54,11.916,365.610,4365.854
ERRE,TEL,1017,2023-07-15 11:33:06.787808,49.66,None,None,33.42,36.29,36.21,58.42,60.54,11.928,286.524,3418.293
ERRE,TEL,1018,2023-07-15 11:33:09.806572,50.147,None,None,33.34,36.38,36.21,58.42,60.65,11.928,287.866,3434.146
ERRE,TEL,1019,2023-07-15 11:33:12.814501,50.634,None,None,33.34,36.46,36.21,58.42,60.65,11.928,288.049,3436.585
ERRE,TEL,1020,2023-07-15 11:33:15.822581,49.66,None,None,33.51,36.29,36.21,58.42,60.54,11.928,288.537,3436.585
ERRE,TEL,1021,2023-07-15 11:33:18.830634,50.634,None,None,33.34,36.29,36.21,58.32,60.65,11.928,286.037,3423.171
ERRE,TEL,1022,2023-07-15 11:33:21.838645,50.634,None,None,33.51,36.21,36.21,58.32,60.54,11.928,287.744,3429.268
ERRE,TEL,1023,2023-07-15 11:33:24.846780,51.121,None,None,33.42,36.21,36.21,58.42,60.54,11.928,285.061,3401.220
ERRE,TEL,1024,2023-07-15 11:33:27.854855,49.66,None,None,33.42,36.21,36.12,58.53,60.54,11.928,286.159,3418.293
ERRE,TEL,1025,2023-07-15 11:33:30.873461,50.634,None,None,33.42,36.46,36.12,58.42,60.65,11.928,286.220,3414.634
ERRE,TEL,1026,2023-07-15 11:33:33.881553,50.147,None,None,33.51,36.21,36.38,58.53,60.54,11.928,384.390,4579.268
ERRE,TEL,1027,2023-07-15 11:33:36.887646,51.121,None,None,33.42,36.29,36.21,58.42,60.65,11.916,408.720,4346.341
ERRE,TEL,1028,2023-07-15 11:33:39.895604,50.147,None,None,33.42,36.29,36.12,58.53,60.65,11.928,305.549,4024.390
ERRE,TEL,1029,2023-07-15 11:33:42.903686,50.147,None,None,33.51,36.38,36.21,58.53,60.65,11.928,286.768,3423.171
ERRE,TEL,1030,2023-07-15 11:33:45.911760,51.121,None,None,33.42,36.29,36.21,58.42,60.65,11.928,288.963,3446.341
ERRE,TEL,1031,2023-07-15 11:33:48.919750,49.66,None,None,33.42,36.21,36.12,58.42,60.65,11.928,286.646,3434.146
ERRE,TEL,1032,2023-07-15 11:33:51.938868,50.634,None,None,33.59,36.29,36.21,58.42,60.54,11.928,287.317,3446.341
ERRE,TEL,1033,2023-07-15 11:33:54.957806,50.147,None,None,33.42,36.29,36.21,58.53,60.54,11.928,286.951,3420.732
ERRE,TEL,1034,2023-07-15 11:33:57.971447,50.147,None,None,33.42,36.38,36.29,58.42,60.54,11.928,288.720,3445.122
ERRE,TEL,1035,2023-07-15 11:34:00.979530,50.634,None,None,33.42,36.29,36.21,58.42,60.54,11.928,287.439,3429.268
ERRE,TEL,1036,2023-07-15 11:34:03.987579,49.173,None,None,33.34,36.29,36.29,58.53,60.54,11.928,287.561,3430.488
ERRE,TEL,1037,2023-07-15 11:34:06.995579,50.634,None,None,33.34,36.21,36.04,58.42,60.77,11.928,287.744,3408.537
ERRE,TEL,1038,2023-07-15 11:34:10.004236,49.66,None,None,33.51,36.29,36.21,58.32,60.54,11.928,288.354,3456.098
ERRE,TEL,1039,2023-07-15 11:34:13.011692,51.121,None,None,33.34,36.38,36.29,58.42,60.43,11.928,286.829,3420.732
