ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,3168,2023-07-15 13:21:01.559724,56.965,None,None,26.81,36.38,36.46,138.40,121.67,11.808,1079.573,12281.707
ERRE,TEL,3169,2023-07-15 13:21:04.568089,56.965,None,None,26.63,36.55,36.38,140.77,122.37,11.808,1000.610,11818.293
ERRE,TEL,3170,2023-07-15 13:21:07.588789,56.478,None,None,27.16,36.38,36.71,139.56,122.37,11.828,1055.061,11692.683
ERRE,TEL,3171,2023-07-15 13:21:10.597682,57.452,None,None,27.25,36.46,36.55,139.56,123.08,11.816,985.000,11639.024
ERRE,TEL,3172,2023-07-15 13:21:13.605764,57.452,None,None,26.81,36.46,36.46,140.77,120.32,11.808,997.805,11786.585
ERRE,TEL,3173,2023-07-15 13:21:16.613841,56.965,None,None,26.89,36.46,36.55,142.02,118.40,11.804,1024.390,12096.341
ERRE,TEL,3174,2023-07-15 13:21:19.635227,57.452,None,None,26.89,36.46,36.55,140.77,116.58,11.776,1350.183,15225.610
ERRE,TEL,3175,2023-07-15 13:21:22.643704,56.478,None,None,26.89,36.55,36.71,142.02,117.17,11.824,1066.890,12615.854
ERRE,TEL,3176,2023-07-15 13:21:25.658215,57.452,None,None,26.98,36.46,36.55,143.32,119.02,11.816,963.171,12368.293
ERRE,TEL,3177,2023-07-15 13:21:28.667586,56.478,None,None,26.72,36.55,36.55,140.77,119.02,11.812,878.902,11918.293
ERRE,TEL,3178,2023-07-15 13:21:31.675728,57.452,None,None,26.98,36.55,36.55,140.77,119.67,11.820,1074.695,12850.000
ERRE,TEL,3179,2023-07-15 13:21:34.683760,57.452,None,None,26.81,36.63,36.55,136.18,121.67,11.764,1460.061,14787.805
ERRE,TEL,3180,2023-07-15 13:21:37.692556,56.965,None,None,27.07,36.38,36.55,134.11,122.37,11.824,850.427,10058.537
ERRE,TEL,3181,2023-07-15 13:21:40.708776,56.965,None,None,26.89,36.46,36.46,131.21,123.08,11.808,1116.585,12909.756
ERRE,TEL,3182,2023-07-15 13:21:43.717625,55.991,None,None,26.98,36.46,36.71,133.11,123.08,11.820,958.598,12224.390
ERRE,TEL,3183,2023-07-15 13:21:46.725677,57.452,None,None,26.98,36.38,36.63,134.11,119.02,11.820,929.329,11864.634
ERRE,TEL,3184,2023-07-15 13:21:49.733716,57.939,None,None,26.89,36.46,36.55,134.11,117.17,11.764,1418.171,17119.512
ERRE,TEL,3185,2023-07-15 13:21:52.742667,56.478,None,None,26.89,36.46,36.80,135.13,117.17,11.816,1011.159,9463.415
ERRE,TEL,3186,2023-07-15 13:21:55.750855,57.939,None,None,26.81,36.38,36.80,137.27,116.58,11.824,950.610,11223.171
ERRE,TEL,3187,2023-07-15 13:21:58.759030,56.478,None,None,26.89,36.55,36.55,136.18,117.17,11.828,945.976,11285.366
ERRE,TEL,3188,2023-07-15 13:22:01.767218,56.965,None,None,26.81,36.55,36.63,137.27,119.02,11.828,906.220,11395.122
ERRE,TEL,3189,2023-07-15 13:22:04.775363,56.965,None,None,26.72,36.38,36.71,137.27,120.32,11.808,1099.878,12831.707
ERRE,TEL,3190,2023-07-15 13:22:07.783425,56.965,None,None,26.89,36.38,36.55,139.56,119.67,11.824,823.049,12350.000
ERRE,TEL,3191,2023-07-15 13:22:10.791527,57.452,None,None,26.81,36.55,36.55,142.02,119.67,11.820,1014.268,11095.122
ERRE,TEL,3192,2023-07-15 13:22:13.806460,56.965,None,None,26.72,36.71,36.63,142.02,118.40,11.812,953.476,11818.293
ERRE,TEL,3193,2023-07-15 13:22:16.815679,56.965,None,None,26.89,36.55,36.55,140.77,119.02,11.824,1026.098,12124.390
