ID,Type,Number,Date,Latitude [deg],Longitude [deg],Height [m],Posx [m],Posy [m],Posz [m],Velx [mm/s],Vely [mm/s],Velz [mm/s],nSats,Gyrx [deg/s],Gyry [deg/s],Gyrz [deg/s],Magx [uT],Magy [uT],Magz [uT],CPU Temperature [°C]
ERRE,PVT,28080,2023-09-24 05:57:19.600009,67.886358496047,21.084709700196424,354.57931222466027,2246856.097169102,866300.7950710447,5886661.715293662,-2,0,3,15,-143,90,120,27,-4,70,None
ERRE,PVT,28081,2023-09-24 05:57:19.800009,67.88635850496168,21.08470965515087,354.57345986969216,2246856.0949350633,866300.7921806247,5886661.710246129,2,-5,18,15,-101,88,112,27,-5,70,None
ERRE,PVT,28082,2023-09-24 05:57:20.000009,67.88635852755904,21.084709679398124,354.573744347836,2246856.0924895997,866300.7923299574,5886661.711458516,9,-4,-13,15,-147,91,90,25,-5,68,None
ERRE,PVT,28083,2023-09-24 05:57:20.200009,67.88635858730483,21.084709703865688,354.5774320813586,2246856.0876544337,866300.7915678372,5886661.71738363,-9,0,-1,15,-119,77,112,26,-6,70,None
ERRE,PVT,28084,2023-09-24 05:57:20.400009,67.88635866745226,21.0847097760241,354.5847534632297,2246856.0814074124,866300.7924095775,5886661.727531737,-4,-3,-10,15,-128,98,125,25,-5,69,None
ERRE,PVT,28085,2023-09-24 05:57:20.600009,67.88635878789313,21.08470988215318,354.600288830808,2246856.0736468853,866300.7941979655,5886661.746981474,-1,-6,6,15,-131,101,124,27,-4,70,None
ERRE,PVT,28086,2023-09-24 05:57:20.800009,67.88635890990908,21.084709996528623,354.6199075599855,2246856.067044057,866300.7968041716,5886661.770280332,8,1,0,15,-138,94,113,27,-6,70,None
ERRE,PVT,28087,2023-09-24 05:57:21.000009,67.88635907468284,21.08471011033159,354.644427689552,2246856.05804888,866300.7984621938,5886661.799915388,2,8,16,15,-158,89,83,27,-5,70,None
ERRE,PVT,28088,2023-09-24 05:57:21.200009,67.88635920601344,21.084710207192902,354.66308574762496,2246856.050475343,866300.7999052146,5886661.822715355,6,0,26,15,-125,100,109,28,-7,70,None
ERRE,PVT,28089,2023-09-24 05:57:21.400009,67.88635931397626,21.084710310488752,354.67254329647426,2246856.0418259664,866300.8012232744,5886661.836010424,-2,0,-16,15,-140,100,95,28,-6,70,None
ERRE,PVT,28090,2023-09-24 05:57:21.600009,67.88635942556628,21.084710379602328,354.68382153090846,2246856.033983195,866300.8013126017,5886661.851144552,-4,3,30,15,-110,92,79,26,-6,69,None
ERRE,PVT,28091,2023-09-24 05:57:21.800009,67.88635948171631,21.084710450996536,354.6884994841787,2246856.0291330046,866300.8026584826,5886661.857836061,-1,-1,-10,15,-122,82,85,25,-3,70,None
ERRE,PVT,28092,2023-09-24 05:57:22.000009,67.88635953739818,21.084710522066715,354.6927872667934,2246856.0241958075,866300.8039562212,5886661.864146445,4,0,-15,15,-146,72,87,25,-4,70,None
ERRE,PVT,28093,2023-09-24 05:57:22.200009,67.88635960689058,21.084710570132827,354.70378824152,2246856.020632811,866300.8047475887,5886661.877256079,-1,-7,12,15,-138,104,87,27,-5,69,None
ERRE,PVT,28094,2023-09-24 05:57:22.400009,67.88635967850114,21.08471062129482,354.713819364754,2246856.016478126,866300.8054502767,5886661.889556143,0,2,-27,15,-128,102,101,26,-5,69,None
ERRE,PVT,28095,2023-09-24 05:57:22.600009,67.88635973806971,21.08471056931318,354.7262614858813,2246856.015890847,866300.80288235,5886661.903584222,-2,0,-5,15,-135,83,106,26,-5,69,None
ERRE,PVT,28096,2023-09-24 05:57:22.800009,67.8863597879333,21.084710508725486,354.73273101264346,2246856.01427159,866300.7995288757,5886661.9116715565,-1,-1,-23,15,-140,92,121,27,-5,72,None
ERRE,PVT,28097,2023-09-24 05:57:23.000009,67.88635985040784,21.084710423497953,354.7428500318999,2246856.013090828,866300.7952345756,5886661.923669441,6,-1,16,15,-150,97,113,27,-6,71,None
ERRE,PVT,28098,2023-09-24 05:57:23.200009,67.88635990718134,21.08471040911089,354.75200362606716,2246856.0110495514,866300.7937994781,5886661.934533538,4,-3,-13,15,-140,104,130,25,-6,70,None
ERRE,PVT,28099,2023-09-24 05:57:23.400009,67.88635993748574,21.084710382742255,354.7593843969983,2246856.0111188153,866300.7926384178,5886661.9426438175,10,-3,-6,15,-117,148,101,25,-4,70,None
ERRE,PVT,28100,2023-09-24 05:57:23.600009,67.88635994256245,21.08471040577273,354.75851403361855,2246856.009975411,866300.7932349647,5886661.942050643,6,12,2,15,-129,79,100,25,-5,70,None
ERRE,PVT,28101,2023-09-24 05:57:23.800009,67.88635993663634,21.084710406705977,354.75249264455454,2246856.008417715,866300.7926764152,5886661.936223364,7,-1,-10,15,-142,85,94,26,-6,72,None
ERRE,PVT,28102,2023-09-24 05:57:24.000009,67.88635994224359,21.084710397239053,354.7456289032044,2246856.005609388,866300.7911671989,5886661.930099968,4,-3,-1,15,-136,122,108,26,-4,68,None
ERRE,PVT,28103,2023-09-24 05:57:24.200009,67.88635992037294,21.084710340136002,354.73419236964924,2246856.004564488,866300.7881921391,5886661.918586394,2,-7,-21,15,-108,104,101,26,-5,68,None
ERRE,PVT,28104,2023-09-24 05:57:24.400009,67.88635989360719,21.084710270350765,354.72936872050053,2246856.0065060346,866300.785797273,5886661.912993716,3,0,4,15,-126,69,94,28,-6,69,None
ERRE,PVT,28105,2023-09-24 05:57:24.600009,67.88635986837888,21.084710184377215,354.72478841798966,2246856.008629582,866300.7827433828,5886661.907691038,9,-2,14,15,-127,110,94,26,-7,71,None
ERRE,PVT,28106,2023-09-24 05:57:24.800009,67.88635985323167,21.084710128171405,354.71829440390326,2246856.0086588818,866300.7802229088,5886661.901038718,0,4,14,15,-141,114,102,25,-6,71,None
ERRE,PVT,28107,2023-09-24 05:57:25.000009,67.8863598588604,21.08471008781719,354.71263545840696,2246856.0067386655,866300.7776648063,5886661.896032394,0,-8,3,15,-153,98,75,27,-5,70,None
ERRE,PVT,28108,2023-09-24 05:57:25.200009,67.8863598660622,21.084710065767137,354.70695342711275,2246856.0043819174,866300.7757628987,5886661.891070733,3,-6,-29,15,-142,99,103,27,-6,71,None
ERRE,PVT,28109,2023-09-24 05:57:25.400009,67.88635986136711,21.084710085900763,354.7019088082581,2246856.0027583074,866300.7760438095,5886661.88620006,6,0,-13,15,-151,93,102,26,-5,71,None
ERRE,PVT,28110,2023-09-24 05:57:25.600009,67.88635987585096,21.08471010873793,354.69295686723365,2246855.997872228,866300.7751886182,5886661.878514792,-10,0,13,15,-140,113,100,27,-6,71,None
ERRE,PVT,28111,2023-09-24 05:57:25.800009,67.88635992645841,21.08471016821294,354.6898170717858,2246855.990990735,866300.7752144116,5886661.877730907,-8,-4,-23,15,-145,88,112,26,-5,71,None
ERRE,PVT,28112,2023-09-24 05:57:26.000009,67.8863599907062,21.084710209595528,354.69309150657534,2246855.9853205774,866300.7748922821,5886661.883462158,-2,-11,-6,15,-138,90,122,27,-7,70,None
ERRE,PVT,28113,2023-09-24 05:57:26.200009,67.88636001873779,21.08471024178815,354.6948388928159,2246855.982744864,866300.775349292,5886661.886258018,-4,7,-7,15,-136,114,100,26,-4,72,None
ERRE,PVT,28114,2023-09-24 05:57:26.400009,67.88636002820243,21.084710247903164,354.69239518435575,2246855.980881521,866300.7749063073,5886661.88439148,-4,4,9,15,-150,113,100,26,-5,70,None
ERRE,PVT,28115,2023-09-24 05:57:26.600009,67.88636005674854,21.08471029798805,354.6925840311475,2246855.9774382487,866300.7758347705,5886661.8857650515,-2,0,-3,15,-133,108,108,27,-5,71,None
ERRE,PVT,28116,2023-09-24 05:57:26.800009,67.88636008419238,21.084710416388567,354.69462874837654,2246855.9737201952,866300.7797345422,5886661.888811692,2,11,27,15,-119,88,98,26,-5,71,None
ERRE,PVT,28117,2023-09-24 05:57:27.000009,67.886360101665,21.084710447403523,354.6831448262463,2246855.967532965,866300.7787460432,5886661.878906191,9,-12,-2,15,-126,121,107,27,-6,72,None
ERRE,PVT,28118,2023-09-24 05:57:27.200009,67.88636012187973,21.084710531090142,354.66698907652994,2246855.958644023,866300.779088445,5886661.864787666,-6,-8,-14,15,-128,96,83,25,-4,69,None
