ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,2880,2023-07-15 09:50:38.415957,53.069,None,None,30.70,32.83,32.83,53.05,54.85,11.944,288.354,3439.024
ERRE,TEL,2881,2023-07-15 09:50:41.424383,52.095,None,None,30.62,32.66,32.92,53.05,54.85,11.932,361.524,4318.293
ERRE,TEL,2882,2023-07-15 09:50:44.432474,52.582,None,None,30.62,32.66,32.92,53.15,54.95,11.944,291.524,3464.634
ERRE,TEL,2883,2023-07-15 09:50:47.444349,52.582,None,None,30.53,32.75,32.92,53.05,54.95,11.940,284.817,3390.244
ERRE,TEL,2884,2023-07-15 09:50:50.466339,53.069,None,None,30.62,32.66,32.92,53.05,54.75,11.940,287.622,3468.293
ERRE,TEL,2885,2023-07-15 09:50:53.474652,53.556,None,None,30.70,32.83,32.92,53.05,54.75,11.944,289.939,3430.488
ERRE,TEL,2886,2023-07-15 09:50:56.481774,52.095,None,None,30.70,32.83,33.00,53.05,54.85,11.940,289.634,3452.439
ERRE,TEL,2887,2023-07-15 09:50:59.489925,51.608,None,None,30.70,32.75,32.92,52.95,54.75,11.944,288.963,3410.976
ERRE,TEL,2888,2023-07-15 09:51:02.498093,52.582,None,None,30.53,32.66,32.92,53.05,54.85,11.940,289.329,3460.976
ERRE,TEL,2889,2023-07-15 09:51:05.506186,53.069,None,None,30.70,32.75,32.83,53.05,54.75,11.944,285.732,3430.488
ERRE,TEL,2890,2023-07-15 09:51:08.514323,53.069,None,None,30.70,32.66,33.00,53.05,54.75,11.940,285.854,3454.878
ERRE,TEL,2891,2023-07-15 09:51:11.522415,52.582,None,None,30.70,32.66,32.83,53.05,54.85,11.940,290.549,3442.683
ERRE,TEL,2892,2023-07-15 09:51:14.530484,53.069,None,None,30.70,32.66,32.92,53.05,54.75,11.944,287.622,3424.390
ERRE,TEL,2893,2023-07-15 09:51:17.552582,52.582,None,None,30.70,32.75,32.92,53.05,54.85,11.940,288.049,3439.024
ERRE,TEL,2894,2023-07-15 09:51:20.564051,52.582,None,None,30.62,32.75,32.92,52.95,54.75,11.944,286.341,3418.293
ERRE,TEL,2895,2023-07-15 09:51:23.569582,52.582,None,None,30.70,32.83,33.00,53.05,54.75,11.940,290.854,3467.073
ERRE,TEL,2896,2023-07-15 09:51:26.578054,52.582,None,None,30.70,32.75,32.92,52.95,54.65,11.944,287.561,3432.927
ERRE,TEL,2897,2023-07-15 09:51:29.586117,53.069,None,None,30.79,32.83,33.00,52.95,54.75,11.940,288.049,3439.024
ERRE,TEL,2898,2023-07-15 09:51:32.594181,52.582,None,None,30.70,32.83,32.92,52.95,54.75,11.940,286.829,3440.244
ERRE,TEL,2899,2023-07-15 09:51:35.602293,53.069,None,None,30.70,32.75,32.83,52.95,54.75,11.944,292.012,3456.098
ERRE,TEL,2900,2023-07-15 09:51:38.610385,53.556,None,None,30.62,32.75,33.00,52.95,54.75,11.940,287.927,3445.122
ERRE,TEL,2901,2023-07-15 09:51:41.618430,52.582,None,None,30.62,32.66,32.92,52.95,54.75,11.940,397.805,3452.439
ERRE,TEL,2902,2023-07-15 09:51:44.625598,53.069,None,None,30.70,32.75,32.83,52.95,54.75,11.940,287.012,3980.488
ERRE,TEL,2903,2023-07-15 09:51:47.633582,52.582,None,None,30.62,32.75,32.83,52.95,54.85,11.940,289.329,3462.195
ERRE,TEL,2904,2023-07-15 09:51:50.642383,53.556,None,None,30.53,32.83,32.92,53.05,54.75,11.940,361.707,3445.122
ERRE,TEL,2905,2023-07-15 09:51:53.668414,53.069,None,None,30.62,32.58,32.92,53.05,54.75,11.940,289.756,3460.976
ERRE,TEL,2906,2023-07-15 09:51:56.679065,53.069,None,None,30.79,32.75,32.75,53.05,54.95,11.940,285.854,3414.634
ERRE,TEL,2907,2023-07-15 09:51:59.687171,52.095,None,None,30.62,32.83,32.92,53.05,54.75,11.940,288.354,3456.098
ERRE,TEL,2908,2023-07-15 09:52:02.695203,52.582,None,None,30.62,32.83,32.92,53.15,54.85,11.924,416.037,7025.610
ERRE,TEL,2909,2023-07-15 09:52:05.703241,53.069,None,None,30.70,32.83,32.92,52.85,54.75,11.940,290.610,3470.732
ERRE,TEL,2910,2023-07-15 09:52:08.711438,52.582,None,None,30.79,32.83,32.92,52.95,55.05,11.940,288.537,3432.927
ERRE,TEL,2911,2023-07-15 09:52:11.721733,52.582,None,None,30.53,32.75,32.75,52.95,54.85,11.940,289.939,3451.220
ERRE,TEL,2912,2023-07-15 09:52:14.736377,52.582,None,None,30.79,32.66,32.92,52.95,54.75,11.940,288.659,3430.488
ERRE,TEL,2913,2023-07-15 09:52:17.744698,52.582,None,None,30.70,32.83,32.83,53.05,54.85,11.940,290.122,3464.634
ERRE,TEL,2914,2023-07-15 09:52:20.752830,53.069,None,None,30.62,32.66,32.75,52.95,54.65,11.940,285.122,3404.878
ERRE,TEL,2915,2023-07-15 09:52:23.760981,53.069,None,None,30.88,32.83,32.92,53.05,54.85,11.944,285.854,3414.634
ERRE,TEL,2916,2023-07-15 09:52:26.769244,53.556,None,None,30.53,32.58,32.75,52.95,54.65,11.928,289.268,3454.878
ERRE,TEL,2917,2023-07-15 09:52:29.777507,51.121,None,None,30.70,32.83,32.92,53.05,54.85,11.940,286.463,3420.732
ERRE,TEL,2918,2023-07-15 09:52:32.785528,53.069,None,None,30.70,32.75,32.92,53.15,54.75,11.940,288.537,3445.122
ERRE,TEL,2919,2023-07-15 09:52:35.793647,53.069,None,None,30.53,32.66,32.83,53.05,54.85,11.944,289.817,3460.976
ERRE,TEL,2920,2023-07-15 09:52:38.807336,52.095,None,None,30.62,32.66,32.75,52.95,54.75,11.944,288.841,4597.561
ERRE,TEL,2921,2023-07-15 09:52:41.816047,53.069,None,None,30.70,32.75,32.83,53.05,54.85,11.916,423.720,5053.659
ERRE,TEL,2922,2023-07-15 09:52:44.824237,53.069,None,None,30.70,32.75,32.83,53.05,54.85,11.940,286.524,3420.732
ERRE,TEL,2923,2023-07-15 09:52:47.832285,52.582,None,None,30.70,32.66,33.00,53.05,54.75,11.940,288.354,3442.683
ERRE,TEL,2924,2023-07-15 09:52:50.851203,52.582,None,None,30.70,32.66,32.83,53.05,54.75,11.940,287.561,3454.878
ERRE,TEL,2925,2023-07-15 09:52:53.860227,52.582,None,None,30.53,32.66,33.00,53.05,54.85,11.940,288.354,3442.683
ERRE,TEL,2926,2023-07-15 09:52:56.868293,52.095,None,None,30.53,32.66,32.83,53.15,54.65,11.924,333.354,3978.049
ERRE,TEL,2927,2023-07-15 09:52:59.882581,52.095,None,None,30.62,32.83,32.92,53.05,54.85,11.932,291.037,3424.390
ERRE,TEL,2928,2023-07-15 09:53:02.889605,53.069,None,None,30.53,32.75,32.83,53.05,54.75,11.932,363.598,4337.805
ERRE,TEL,2929,2023-07-15 09:53:05.897637,53.069,None,None,30.53,32.83,32.92,52.95,54.75,11.940,286.829,3432.927
ERRE,TEL,2930,2023-07-15 09:53:08.905661,52.582,None,None,30.53,32.75,32.83,53.05,54.75,11.940,287.317,3434.146
ERRE,TEL,2931,2023-07-15 09:53:11.913806,53.556,None,None,30.62,32.66,32.92,53.05,54.65,11.940,290.366,3440.244
ERRE,TEL,2932,2023-07-15 09:53:14.921829,53.069,None,None,30.70,32.75,32.83,53.05,54.75,11.944,288.232,3420.732
ERRE,TEL,2933,2023-07-15 09:53:17.929870,52.582,None,None,30.45,32.66,32.92,52.95,54.54,11.944,286.829,3445.122
ERRE,TEL,2934,2023-07-15 09:53:20.937895,52.095,None,None,30.70,32.75,32.83,53.05,54.65,11.940,288.841,3451.220
ERRE,TEL,2935,2023-07-15 09:53:23.954381,52.582,None,None,30.62,32.83,32.83,52.95,54.54,11.940,289.939,3440.244
ERRE,TEL,2936,2023-07-15 09:53:26.961563,53.069,None,None,30.70,32.83,32.83,52.95,54.54,11.944,287.927,3436.585
ERRE,TEL,2937,2023-07-15 09:53:29.969567,52.582,None,None,30.53,32.66,32.83,52.95,54.54,11.940,289.451,3458.537
ERRE,TEL,2938,2023-07-15 09:53:32.980239,52.582,None,None,30.62,32.75,32.92,52.95,54.54,11.940,288.110,3451.220
ERRE,TEL,2939,2023-07-15 09:53:35.988664,52.095,None,None,30.62,32.75,32.92,52.85,54.54,11.940,287.134,3429.268
ERRE,TEL,2940,2023-07-15 09:53:38.996811,52.582,None,None,30.79,32.75,32.92,53.05,54.65,11.940,288.659,3448.780
ERRE,TEL,2941,2023-07-15 09:53:42.004920,52.095,None,None,30.70,32.92,33.00,52.95,54.54,11.944,286.220,3418.293
ERRE,TEL,2942,2023-07-15 09:53:45.013028,52.582,None,None,30.70,32.83,32.92,52.95,54.65,11.940,284.512,3396.341
ERRE,TEL,2943,2023-07-15 09:53:48.021929,52.582,None,None,30.70,32.92,32.92,52.95,54.65,11.940,290.549,3462.195
ERRE,TEL,2944,2023-07-15 09:53:51.029985,53.069,None,None,30.70,32.83,32.92,52.95,54.75,11.940,288.537,3426.829
ERRE,TEL,2945,2023-07-15 09:53:54.052118,53.556,None,None,30.79,32.83,32.83,52.95,54.65,11.932,366.098,4368.293
ERRE,TEL,2946,2023-07-15 09:53:57.061092,53.069,None,None,30.70,32.75,32.83,52.95,54.75,11.940,287.561,3432.927
ERRE,TEL,2947,2023-07-15 09:54:00.095969,53.069,None,None,30.53,32.75,32.92,53.15,54.75,11.940,286.463,3424.390
ERRE,TEL,2948,2023-07-15 09:54:03.107221,53.556,None,None,30.62,32.83,32.92,52.95,54.65,11.944,284.451,3396.341
ERRE,TEL,2949,2023-07-15 09:54:06.115282,54.043,None,None,30.70,32.83,32.92,53.05,54.75,11.944,306.463,3460.976
ERRE,TEL,2950,2023-07-15 09:54:09.123363,53.069,None,None,30.70,32.83,32.92,52.95,54.65,11.940,372.195,3440.244
ERRE,TEL,2951,2023-07-15 09:54:12.131547,52.582,None,None,30.79,32.75,32.83,53.05,54.65,11.940,289.634,3451.220
