ID,Type,Number,Date,Latitude [deg],Longitude [deg],Height [m],Posx [m],Posy [m],Posz [m],Velx [mm/s],Vely [mm/s],Velz [mm/s],nSats,Gyrx [deg/s],Gyry [deg/s],Gyrz [deg/s],Magx [uT],Magy [uT],Magz [uT],CPU Temperature [°C]
ERRE,PVT,47520,2023-09-23 13:43:08.000005,67.88781088642004,21.081096338808145,359.39047329565494,2246772.376581196,866105.7630840404,5886727.15480344,-44,-22,11,15,-46,108,-542,18,0,75,None
ERRE,PVT,47521,2023-09-23 13:43:08.200005,67.8878110451684,21.08109651314886,359.4297736727094,2246772.3724426157,866105.7693411052,5886727.1978784595,-51,-30,6,15,-20,77,-540,19,1,76,None
ERRE,PVT,47522,2023-09-23 13:43:08.400005,67.88781117914172,21.08109669375544,359.47261918100236,2246772.3718432873,866105.7772447318,5886727.243197653,-34,-2,36,15,-51,107,-273,18,2,74,None
ERRE,PVT,47523,2023-09-23 13:43:08.600005,67.88781136223541,21.081096780989473,359.52304463754774,2246772.3705815026,866105.7806874164,5886727.297601654,2,-21,93,15,-43,97,112,17,1,76,None
ERRE,PVT,47524,2023-09-23 13:43:08.800004,67.88781153656944,21.08109677079655,359.57412241917274,2246772.371866185,866105.7807235501,5886727.352242218,-8,-28,26,15,-61,88,482,18,3,74,None
ERRE,PVT,47525,2023-09-23 13:43:09.000004,67.88781169262347,21.08109666149039,359.630720397585,2246772.378350519,866105.7782999543,5886727.411229451,-11,-24,-72,15,-66,59,718,20,2,76,None
ERRE,PVT,47526,2023-09-23 13:43:09.200004,67.88781184148067,21.081096490527486,359.69194453836224,2246772.3880856414,866105.7743524335,5886727.474200419,36,-32,-50,15,-60,75,749,18,1,75,None
ERRE,PVT,47527,2023-09-23 13:43:09.400004,67.88781205734112,21.08109632751095,359.7522640203522,2246772.3909224197,866105.768103588,5886727.539146479,26,-32,-17,15,-77,69,576,18,0,76,None
ERRE,PVT,47528,2023-09-23 13:43:09.600004,67.88781225932142,21.081096216909785,359.7981255132386,2246772.3892271398,866105.7624685139,5886727.59011518,22,-12,-59,15,-78,61,290,18,2,74,None
ERRE,PVT,47529,2023-09-23 13:43:09.800004,67.8878124862151,21.08109617992731,359.8520190972295,2246772.3868379495,866105.7598817883,5886727.649571221,-20,-2,-17,15,-92,50,-2,20,0,74,None
