ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,936,2023-07-15 11:29:02.871179,50.147,None,None,33.34,36.38,36.29,57.78,60.31,11.916,363.232,4321.951
ERRE,TEL,937,2023-07-15 11:29:05.879526,49.66,None,None,33.42,36.38,36.29,57.78,60.54,11.928,287.866,3426.829
ERRE,TEL,938,2023-07-15 11:29:08.888548,49.66,None,None,33.42,36.29,36.29,57.78,60.54,11.928,334.451,3990.244
ERRE,TEL,939,2023-07-15 11:29:11.896620,50.634,None,None,33.42,36.29,36.29,57.78,60.43,11.916,352.317,4202.439
ERRE,TEL,940,2023-07-15 11:29:14.904588,50.147,None,None,33.34,36.38,36.12,57.88,60.43,11.928,352.622,4206.098
ERRE,TEL,941,2023-07-15 11:29:17.918401,50.147,None,None,33.25,36.29,36.12,57.67,60.43,11.928,288.049,3430.488
ERRE,TEL,942,2023-07-15 11:29:20.927301,50.147,None,None,33.34,36.29,36.12,57.88,60.54,11.928,286.829,3420.732
ERRE,TEL,943,2023-07-15 11:29:23.937827,49.66,None,None,33.25,36.12,36.12,57.78,60.31,11.928,288.354,3436.585
ERRE,TEL,944,2023-07-15 11:29:26.946170,49.173,None,None,33.42,36.29,36.29,57.88,60.54,11.928,286.159,3412.195
ERRE,TEL,945,2023-07-15 11:29:29.954211,49.173,None,None,33.34,36.29,36.38,57.99,60.54,11.928,288.841,3445.122
ERRE,TEL,946,2023-07-15 11:29:32.967080,50.147,None,None,33.42,36.38,36.21,57.99,60.43,11.928,286.524,3434.146
ERRE,TEL,947,2023-07-15 11:29:35.984359,49.66,None,None,33.42,36.29,36.21,57.78,60.54,11.928,367.927,3462.195
ERRE,TEL,948,2023-07-15 11:29:38.993171,50.634,None,None,33.34,36.38,36.21,57.99,60.65,11.928,287.317,3423.171
ERRE,TEL,949,2023-07-15 11:29:42.001240,50.634,None,None,33.42,36.38,36.29,57.99,60.54,11.928,288.415,3440.244
ERRE,TEL,950,2023-07-15 11:29:45.009293,49.66,None,None,33.25,36.38,36.21,57.88,60.54,11.928,286.768,3436.585
ERRE,TEL,951,2023-07-15 11:29:48.015652,49.66,None,None,33.34,36.38,36.29,57.88,60.43,11.924,416.402,3430.488
ERRE,TEL,952,2023-07-15 11:29:51.023650,50.147,None,None,33.34,36.29,36.29,57.88,60.31,11.916,285.610,3407.317
ERRE,TEL,953,2023-07-15 11:29:54.031646,50.634,None,None,33.34,36.29,36.29,57.78,60.20,11.928,289.024,3446.341
ERRE,TEL,954,2023-07-15 11:29:57.039632,50.147,None,None,33.42,36.29,36.29,57.88,60.20,11.916,287.622,3430.488
ERRE,TEL,955,2023-07-15 11:30:00.050099,50.147,None,None,33.34,36.29,36.21,57.78,60.09,11.912,289.146,3451.220
ERRE,TEL,956,2023-07-15 11:30:03.063446,49.173,None,None,33.42,36.29,35.95,57.99,60.09,11.928,286.463,3417.073
ERRE,TEL,957,2023-07-15 11:30:06.071503,51.121,None,None,33.34,36.38,36.21,57.99,60.09,11.928,289.024,3446.341
ERRE,TEL,958,2023-07-15 11:30:09.082025,50.147,None,None,33.25,36.21,36.29,57.78,59.97,11.928,283.963,3398.780
ERRE,TEL,959,2023-07-15 11:30:12.090389,50.147,None,None,33.34,36.46,36.29,57.88,59.97,11.916,363.537,4331.707
ERRE,TEL,960,2023-07-15 11:30:15.142006,49.66,None,None,33.42,36.29,36.21,57.88,59.97,11.928,381.341,4703.659
ERRE,TEL,961,2023-07-15 11:30:18.161875,49.173,None,None,33.34,36.38,36.29,57.78,59.97,11.928,361.646,3458.537
ERRE,TEL,962,2023-07-15 11:30:21.186557,50.634,None,None,33.34,36.38,36.21,57.88,59.86,11.912,409.634,4863.415
ERRE,TEL,963,2023-07-15 11:30:24.196613,49.66,None,None,33.42,36.38,36.21,57.99,59.86,11.928,289.512,3452.439
ERRE,TEL,964,2023-07-15 11:30:27.205034,51.121,None,None,33.42,36.29,36.29,57.78,59.86,11.928,285.610,3412.195
ERRE,TEL,965,2023-07-15 11:30:30.213004,50.634,None,None,33.42,36.46,36.04,57.67,59.86,11.928,289.634,3448.780
ERRE,TEL,966,2023-07-15 11:30:33.225340,49.66,None,None,33.42,36.55,36.29,57.78,59.86,11.928,286.220,3418.293
ERRE,TEL,967,2023-07-15 11:30:36.233849,50.634,None,None,33.34,36.38,36.21,57.88,60.09,11.916,366.951,4340.244
ERRE,TEL,968,2023-07-15 11:30:39.241782,50.147,None,None,33.34,36.21,36.29,57.99,60.20,11.928,287.134,3426.829
ERRE,TEL,969,2023-07-15 11:30:42.254084,49.173,None,None,33.25,36.29,36.29,57.88,60.31,11.920,366.098,4363.415
ERRE,TEL,970,2023-07-15 11:30:45.270414,51.121,None,None,33.42,36.29,36.29,57.88,60.31,11.928,286.646,3418.293
ERRE,TEL,971,2023-07-15 11:30:48.278832,49.173,None,None,33.51,36.29,36.21,58.10,60.31,11.928,287.744,3436.585
ERRE,TEL,972,2023-07-15 11:30:51.286772,50.634,None,None,33.42,36.38,36.21,58.10,60.43,11.928,286.951,3420.732
ERRE,TEL,973,2023-07-15 11:30:54.294806,51.121,None,None,33.42,36.46,36.29,58.10,60.43,11.928,288.537,3442.683
ERRE,TEL,974,2023-07-15 11:30:57.302791,50.147,None,None,33.42,36.38,36.38,58.10,60.54,11.908,421.829,5023.171
ERRE,TEL,975,2023-07-15 11:31:00.310713,50.147,None,None,33.42,36.38,36.21,57.99,60.54,11.928,287.866,3434.146
ERRE,TEL,976,2023-07-15 11:31:03.318742,50.147,None,None,33.34,36.12,36.29,58.10,60.54,11.916,363.049,4335.366
ERRE,TEL,977,2023-07-15 11:31:06.326742,50.634,None,None,33.42,36.38,36.29,58.10,60.65,11.928,295.122,3407.317
ERRE,TEL,978,2023-07-15 11:31:09.336945,50.147,None,None,33.42,36.38,36.21,58.10,60.54,11.928,288.354,3439.024
ERRE,TEL,979,2023-07-15 11:31:12.348712,50.634,None,None,33.42,36.38,36.29,58.21,60.65,11.928,420.488,4647.561
ERRE,TEL,980,2023-07-15 11:31:15.357064,50.147,None,None,33.42,36.29,36.29,58.10,60.54,11.928,287.622,3430.488
ERRE,TEL,981,2023-07-15 11:31:18.365005,49.66,None,None,33.34,36.38,36.21,58.10,60.65,11.928,289.329,3451.220
ERRE,TEL,982,2023-07-15 11:31:21.371681,49.66,None,None,33.42,36.38,36.29,58.21,60.54,11.928,287.439,3429.268
ERRE,TEL,983,2023-07-15 11:31:24.379677,50.634,None,None,33.42,36.29,36.21,58.10,60.65,11.928,288.415,3440.244
ERRE,TEL,984,2023-07-15 11:31:27.387954,50.147,None,None,33.51,36.29,36.29,58.10,60.54,11.928,331.402,4356.098
ERRE,TEL,985,2023-07-15 11:31:30.395987,49.66,None,None,33.34,36.21,36.29,58.10,60.43,11.928,289.939,3442.683
ERRE,TEL,986,2023-07-15 11:31:33.403924,50.634,None,None,33.34,36.29,36.12,58.10,60.65,11.928,287.622,3430.488
ERRE,TEL,987,2023-07-15 11:31:36.411544,50.147,None,None,33.42,36.38,36.29,58.21,60.65,11.912,396.220,4721.951
ERRE,TEL,988,2023-07-15 11:31:39.419495,50.147,None,None,33.34,36.38,36.29,58.21,60.88,11.928,287.134,3423.171
ERRE,TEL,989,2023-07-15 11:31:42.427443,50.147,None,None,33.51,36.29,36.21,58.21,60.65,11.928,288.963,3446.341
ERRE,TEL,990,2023-07-15 11:31:45.439165,50.147,None,None,33.25,36.12,36.12,58.32,60.54,11.928,288.049,3442.683
ERRE,TEL,991,2023-07-15 11:31:48.447548,49.66,None,None,33.34,36.12,36.21,58.32,60.54,11.928,285.854,3408.537
ERRE,TEL,992,2023-07-15 11:31:51.457916,50.634,None,None,33.34,36.29,36.12,58.21,60.65,11.928,288.415,3432.927
ERRE,TEL,993,2023-07-15 11:31:54.466102,50.634,None,None,33.42,36.29,36.12,58.32,60.65,11.928,288.232,3439.024
ERRE,TEL,994,2023-07-15 11:31:57.481413,50.147,None,None,33.25,36.38,36.21,58.21,60.77,11.928,287.012,3423.171
ERRE,TEL,995,2023-07-15 11:32:00.487553,50.634,None,None,33.25,36.21,36.12,58.32,60.65,11.928,284.451,4369.512
ERRE,TEL,996,2023-07-15 11:32:03.502353,50.634,None,None,33.17,36.29,36.21,58.21,60.65,11.928,287.927,3434.146
ERRE,TEL,997,2023-07-15 11:32:06.510572,50.634,None,None,33.34,36.29,36.21,58.32,60.77,11.928,284.268,3395.122
