ID,Type,Number,Date,Latitude [deg],Longitude [deg],Height [m],Posx [m],Posy [m],Posz [m],Velx [mm/s],Vely [mm/s],Velz [mm/s],nSats,Gyrx [deg/s],Gyry [deg/s],Gyrz [deg/s],Magx [uT],Magy [uT],Magz [uT],CPU Temperature [°C]
ERRE,PVT,25920,2023-09-24 05:49:48.400007,67.88636404649307,21.084709855269416,355.9483291716856,2246856.040522866,866300.7802156552,5886663.216660927,1,3,-5,15,-142,101,90,28,-5,70,None
ERRE,PVT,25921,2023-09-24 05:49:48.600007,67.88636407279851,21.084709843336483,355.9548423411173,2246856.0404546927,866300.7796518556,5886663.223799515,0,5,25,15,-122,131,103,28,-5,70,None
ERRE,PVT,25922,2023-09-24 05:49:48.800007,67.88636406031785,21.084709811666933,355.95120941130904,2246856.0408608434,866300.778381908,5886663.219909779,-5,1,-8,15,-106,96,113,26,-5,69,None
ERRE,PVT,25923,2023-09-24 05:49:49.000007,67.88636407065118,21.084709801155412,355.95679566807104,2246856.04198559,866300.7783420788,5886663.225518989,5,4,10,15,-130,115,103,27,-5,70,None
ERRE,PVT,25924,2023-09-24 05:49:49.200008,67.8863640576204,21.084709858210502,355.96308533332467,2246856.0445885095,866300.7819156902,5886663.230798834,5,-2,-3,15,-132,99,98,26,-6,68,None
ERRE,PVT,25925,2023-09-24 05:49:49.400007,67.88636403288243,21.08470992312082,355.96896438622076,2246856.0480572097,866300.7861769493,5886663.235206701,9,4,15,15,-134,124,103,28,-6,71,None
ERRE,PVT,25926,2023-09-24 05:49:49.600007,67.88636396421236,21.08470997038096,355.9689325769398,2246856.0539524346,866300.7905787363,5886663.232293859,0,3,-10,15,-146,80,93,27,-6,71,None
ERRE,PVT,25927,2023-09-24 05:49:49.800008,67.88636390305331,21.084709976936026,355.9685620132079,2246856.0596199394,866300.7930591776,5886663.229382558,-1,-4,-5,15,-155,107,95,26,-5,71,None
ERRE,PVT,25928,2023-09-24 05:49:50.000008,67.88636381239851,21.084709942443453,355.9656207633506,2246856.0678490344,866300.7946782924,5886663.222851186,3,-11,-5,15,-141,108,107,28,-5,70,None
ERRE,PVT,25929,2023-09-24 05:49:50.200007,67.88636373110954,21.084709869633524,355.96876383127716,2246856.0778915235,866300.7952705902,5886663.222349821,3,4,7,15,-146,108,100,25,-5,71,None
ERRE,PVT,25930,2023-09-24 05:49:50.400008,67.88636361172013,21.084709786291167,355.9619876638899,2246856.088282741,866300.7955229149,5886663.211059098,0,-7,-27,15,-133,101,118,26,-4,70,None
ERRE,PVT,25931,2023-09-24 05:49:50.600008,67.88636348762478,21.084709706196477,355.95549209491736,2246856.0991771454,866300.7961155387,5886663.199830736,-4,-10,-11,15,-133,133,117,28,-7,70,None
ERRE,PVT,25932,2023-09-24 05:49:50.800008,67.88636332481035,21.084709642848964,355.94000186809797,2246856.110392214,866300.7975861687,5886663.178643604,-4,1,-18,15,-121,135,123,25,-5,70,None
ERRE,PVT,25933,2023-09-24 05:49:51.000008,67.88636313918059,21.084709590216033,355.9217794516389,2246856.12268541,866300.799955118,5886663.153967276,0,2,3,15,-142,120,105,25,-5,70,None
ERRE,PVT,25934,2023-09-24 05:49:51.200008,67.8863629630633,21.084709535287306,355.90527089697173,2246856.134698131,866300.8021125132,5886663.131278154,2,0,-30,15,-151,109,106,28,-4,71,None
ERRE,PVT,25935,2023-09-24 05:49:51.500008,67.88636270563298,21.08470946814076,355.8941095504252,2246856.156613706,866300.8075377186,5886663.110128659,3,3,-4,15,-128,129,91,24,-4,70,None
ERRE,PVT,25936,2023-09-24 05:49:51.800008,67.88636247478895,21.084709418163705,355.88724141150954,2246856.177214263,866300.8132292975,5886663.094072886,-2,6,-13,15,-139,82,109,25,-6,72,None
ERRE,PVT,25937,2023-09-24 05:49:52.000008,67.8863623570512,21.08470948387539,355.89176943194025,2246856.189163067,866300.8207962539,5886663.093324155,-1,5,11,15,-134,99,92,28,-5,70,None
ERRE,PVT,25938,2023-09-24 05:49:52.300008,67.8863621726822,21.08470960796102,355.88573582788973,2246856.2029439723,866300.8316990313,5886663.0799929565,2,-3,-25,15,-133,104,86,24,-4,71,None
ERRE,PVT,25939,2023-09-24 05:49:52.500007,67.88636207027594,21.084709695154533,355.88070646878964,2246856.2097328077,866300.8382441449,5886663.071033647,4,-3,-15,15,-142,77,71,28,-6,70,None
ERRE,PVT,25940,2023-09-24 05:49:52.700008,67.88636200922609,21.08470986578055,355.88017873870183,2246856.212853859,866300.8471332907,5886663.067981329,-5,0,7,15,-119,96,80,27,-6,71,None
ERRE,PVT,25941,2023-09-24 05:49:52.900008,67.88636197031983,21.084710101228303,355.88309164504903,2246856.214068296,866300.8582071922,5886663.069046331,1,8,5,15,-147,105,92,27,-5,71,None
ERRE,PVT,25942,2023-09-24 05:49:53.100008,67.88636193971656,21.084710330061043,355.88928819416066,2246856.215735552,866300.8691577122,5886663.073502063,4,10,-7,15,-155,94,106,28,-5,69,None
ERRE,PVT,25943,2023-09-24 05:49:53.300008,67.88636190732753,21.084710539879104,355.8826765538252,2246856.2133637136,866300.8776944041,5886663.0660168035,-3,9,24,15,-158,104,101,26,-6,70,None
ERRE,PVT,25944,2023-09-24 05:49:53.500008,67.8863618564286,21.084710780041465,355.8639967610751,2246856.2080789064,866300.8864748164,5886663.046573931,0,2,19,15,-131,115,96,27,-5,72,None
ERRE,PVT,25945,2023-09-24 05:49:53.700008,67.88636182801119,21.0847110852396,355.8568800491805,2246856.203704608,866300.8985357992,5886663.038787518,11,8,2,15,-117,72,108,27,-5,69,None
ERRE,PVT,25946,2023-09-24 05:49:53.900008,67.8863618299214,21.084711364299313,355.8550048839422,2246856.1986424667,866300.9091541803,5886663.037130498,-9,-4,19,15,-133,100,123,27,-5,70,None
ERRE,PVT,25947,2023-09-24 05:49:54.100008,67.88636183310587,21.084711618592614,355.8594799877581,2246856.1960624084,866300.9196139624,5886663.041410122,6,8,23,15,-150,102,124,29,-6,71,None
ERRE,PVT,25948,2023-09-24 05:49:54.300008,67.88636185833452,21.084711843907535,355.86478160616,2246856.192085368,866300.9282298011,5886663.0473810695,-5,-8,-9,15,-112,114,105,27,-6,68,None
ERRE,PVT,25949,2023-09-24 05:49:54.500008,67.88636184296313,21.084712013054613,355.8651870181462,2246856.1911523617,866300.935489241,5886663.047111232,6,5,10,15,-146,123,112,27,-5,71,None
ERRE,PVT,25950,2023-09-24 05:49:54.700007,67.88636182007286,21.084712140706213,355.85321228790036,2246856.1872232785,866300.9397243599,5886663.03505624,-4,3,-1,15,-137,135,107,26,-4,71,None
ERRE,PVT,25951,2023-09-24 05:49:54.900007,67.88636179964647,21.084712243952673,355.83362246679224,2246856.180750903,866300.9418795627,5886663.016049785,-3,-18,-28,15,-134,105,80,26,-5,71,None
ERRE,PVT,25952,2023-09-24 05:49:55.100007,67.88636178757965,21.084712345598632,355.82235712607076,2246856.1764206258,866300.9447885818,5886663.005106462,4,-1,-22,15,-125,105,102,26,-5,69,None
ERRE,PVT,25953,2023-09-24 05:49:55.300007,67.88636179027037,21.084712410435678,355.8082164686497,2246856.170214084,866300.945316141,5886662.992118985,14,-7,12,15,-136,101,88,27,-6,69,None
ERRE,PVT,25954,2023-09-24 05:49:55.500008,67.88636180240475,21.084712468638827,355.78628518042603,2246856.160460921,866300.9441774386,5886662.972310492,0,21,20,15,-151,109,104,25,-4,71,None
ERRE,PVT,25955,2023-09-24 05:49:55.700007,67.88636182049974,21.084712464744968,355.7626550479613,2246856.150475243,866300.9401519494,5886662.951178401,-6,-3,2,15,-126,127,95,28,-6,68,None
ERRE,PVT,25956,2023-09-24 05:49:55.900008,67.88636179937271,21.084712427781085,355.7282780986577,2246856.140996521,866300.9348322953,5886662.918443154,-1,-3,-7,15,-146,103,129,27,-5,70,None
ERRE,PVT,25957,2023-09-24 05:49:56.100008,67.88636173797134,21.084712394495444,355.6848161597981,2246856.1321542836,866300.92992373,5886662.875600147,10,5,13,15,-139,96,99,25,-6,71,None
ERRE,PVT,25958,2023-09-24 05:49:56.300008,67.88636167550274,21.08471233669488,355.63864156338184,2246856.1228328114,866300.9237261243,5886662.8301992165,-2,14,12,15,-150,81,122,26,-4,70,None
ERRE,PVT,25959,2023-09-24 05:49:56.500008,67.88636161313434,21.08471224412278,355.593393370223,2246856.114352808,866300.9162866847,5886662.78566075,-6,1,-3,15,-131,126,114,28,-6,69,None
ERRE,PVT,25960,2023-09-24 05:49:56.700008,67.88636152481524,21.084712120074922,355.5420610514505,2246856.1067138016,866300.9077536869,5886662.734396072,2,-3,-4,15,-152,110,113,27,-6,68,None
ERRE,PVT,25961,2023-09-24 05:49:56.900008,67.88636147412952,21.08471199285187,355.49830666408087,2246856.0981559926,866300.8987234086,5886662.691732069,2,3,-13,15,-128,98,121,25,-4,68,None
ERRE,PVT,25962,2023-09-24 05:49:57.100008,67.88636145056854,21.08471188295629,355.4603046207193,2246856.0887413668,866300.890143285,5886662.655536194,-3,0,-4,15,-143,121,111,26,-5,70,None
ERRE,PVT,25963,2023-09-24 05:49:57.300008,67.88636140325298,21.08471173796449,355.42378371132725,2246856.0826679766,866300.8812705157,5886662.619715074,-4,10,2,15,-136,113,104,28,-7,69,None
ERRE,PVT,25964,2023-09-24 05:49:57.500008,67.88636138505282,21.08471161132179,355.3938170248761,2246856.075812044,866300.8729225573,5886662.591188564,0,5,-23,15,-117,115,120,25,-6,71,None
ERRE,PVT,25965,2023-09-24 05:49:57.700008,67.88636140740527,21.08471145501532,355.366179865654,2246856.0663128886,866300.8622192801,5886662.566522972,-2,-3,-5,15,-124,111,121,26,-5,70,None
ERRE,PVT,25966,2023-09-24 05:49:58.000009,67.88636145354731,21.084711141848114,355.31920775293196,2246856.050100477,866300.8418618945,5886662.524943621,4,-6,-17,15,-144,79,106,25,-4,69,None
