ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,1800,2023-07-15 08:56:27.182622,54.043,None,None,31.05,33.68,33.34,52.36,54.14,11.928,288.841,3445.122
ERRE,TEL,1801,2023-07-15 08:56:30.193743,53.069,None,None,31.05,33.51,33.42,52.46,54.24,11.924,289.268,3451.220
ERRE,TEL,1802,2023-07-15 08:56:33.201830,52.582,None,None,30.88,33.59,33.42,52.36,54.04,11.924,287.561,3445.122
ERRE,TEL,1803,2023-07-15 08:56:36.209873,52.582,None,None,30.70,33.42,33.42,52.36,54.14,11.928,290.244,3442.683
ERRE,TEL,1804,2023-07-15 08:56:39.230921,53.556,None,None,31.05,33.68,33.34,52.36,54.14,11.924,288.537,3414.634
ERRE,TEL,1805,2023-07-15 08:56:42.239821,54.043,None,None,31.05,33.51,33.51,52.46,54.24,11.928,288.659,3458.537
ERRE,TEL,1806,2023-07-15 08:56:45.247992,53.069,None,None,31.13,33.59,33.34,52.46,54.24,11.912,365.732,4365.854
ERRE,TEL,1807,2023-07-15 08:56:48.256090,53.556,None,None,31.05,33.59,33.42,52.46,54.34,11.928,288.841,3458.537
ERRE,TEL,1808,2023-07-15 08:56:51.267947,52.582,None,None,31.13,33.59,33.42,52.46,54.14,11.916,368.110,4347.561
ERRE,TEL,1809,2023-07-15 08:56:54.276462,53.556,None,None,31.13,33.59,33.34,52.46,54.24,11.912,290.244,3458.537
ERRE,TEL,1810,2023-07-15 08:56:57.284487,52.582,None,None,31.13,33.51,33.42,52.36,54.14,11.916,364.939,4347.561
ERRE,TEL,1811,2023-07-15 08:57:00.293112,53.556,None,None,30.88,33.59,33.42,52.36,54.04,11.912,366.524,4340.244
ERRE,TEL,1812,2023-07-15 08:57:03.308840,52.582,None,None,30.96,33.59,33.34,52.36,53.94,11.908,285.610,3426.829
ERRE,TEL,1813,2023-07-15 08:57:06.333267,53.556,None,None,30.96,33.51,33.34,52.46,54.04,11.924,289.146,3442.683
ERRE,TEL,1814,2023-07-15 08:57:09.341430,52.582,None,None,31.05,33.68,33.34,52.46,54.04,11.924,287.622,3442.683
ERRE,TEL,1815,2023-07-15 08:57:12.349529,53.556,None,None,30.96,33.59,33.34,52.46,54.04,11.924,288.720,3442.683
ERRE,TEL,1816,2023-07-15 08:57:15.357674,53.556,None,None,31.05,33.51,33.34,52.56,53.94,11.916,364.939,4369.512
