ID,Type,Number,Date,Latitude [deg],Longitude [deg],Height [m],Posx [m],Posy [m],Posz [m],Velx [mm/s],Vely [mm/s],Velz [mm/s],nSats,Gyrx [deg/s],Gyry [deg/s],Gyrz [deg/s],Magx [uT],Magy [uT],Magz [uT],CPU Temperature [°C]
ERRE,PVT,56160,2023-09-24 07:33:16.100001,68.22399854754107,22.354786087114213,27590.037725403326,2204139.66661822,906446.6284840393,5926028.189473198,-8370,2613,2055,15,-184,57,-160,30,-6,67,None
ERRE,PVT,56161,2023-09-24 07:33:16.300001,68.22401113388376,22.354812753633585,27589.89611613495,2204137.9852394867,906447.1363641381,5926028.581021576,-8356,2593,2043,15,-200,52,-160,28,-6,70,None
ERRE,PVT,56162,2023-09-24 07:33:16.500001,68.22402360712537,22.35483945304443,27589.7430780145,2204136.310300434,906447.6483704885,5926028.957256187,-8347,2575,1934,15,-188,64,-131,28,-6,68,None
ERRE,PVT,56163,2023-09-24 07:33:16.700001,68.22403605263321,22.354866234903387,27589.599411538762,2204134.6399405818,906448.1659668167,5926029.341040852,-8326,2627,2002,15,-176,77,-167,28,-5,70,None
ERRE,PVT,56164,2023-09-24 07:33:16.900001,68.22404845076795,22.354893009764464,27589.461788050954,2204132.9763224204,906448.6860195663,5926029.728468296,-8312,2595,1986,15,-150,52,-155,28,-5,71,None
ERRE,PVT,56165,2023-09-24 07:33:17.100001,68.22406078265978,22.35491983429502,27589.31552966206,2204131.315328934,906449.2093842704,5926030.105123852,-8293,2628,1993,15,-182,105,-153,28,-6,69,None
ERRE,PVT,56166,2023-09-24 07:33:17.300001,68.22407315790235,22.354946708744382,27589.20166494144,2204129.6604891038,906449.7375234398,5926030.513662751,-8253,2621,2029,15,-162,57,-161,30,-6,69,None
ERRE,PVT,56167,2023-09-24 07:33:17.500001,68.2240854955109,22.35497365209791,27589.083178219793,2204128.006594023,906450.2691487902,5926030.916345214,-8239,2630,1980,15,-159,72,-171,28,-6,69,None
ERRE,PVT,56168,2023-09-24 07:33:17.700001,68.22409776452943,22.355000621206965,27588.964070625305,2204126.358677335,906450.8043897825,5926031.315600418,-8227,2635,1995,15,-164,110,-171,29,-6,67,None
ERRE,PVT,56169,2023-09-24 07:33:17.900001,68.2241100329221,22.355027472724622,27588.847805437617,2204124.7136563663,906451.3355315728,5926031.717468901,-8218,2659,1984,15,-171,103,-191,28,-5,70,None
