ID,Type,Number,Date,Raspberry CPU [°C],Sensor Pressure [mbar],Sensor Temperature [°C],Temperature T0 [°C],Temperature T1 [°C],Temperature T2 [°C],Temperature T3 [°C],Temperature T4 [°C],Voltage [V],Current [mA],Power [mW]
ERRE,TEL,5472,2023-07-15 15:16:37.280185,67.679,None,None,18.92,31.30,31.47,55.98,58.42,11.764,1354.634,15952.439
ERRE,TEL,5473,2023-07-15 15:16:40.290456,66.705,None,None,18.52,31.13,31.47,55.88,58.32,11.808,1059.146,12534.146
ERRE,TEL,5474,2023-07-15 15:16:43.298808,67.192,None,None,18.52,31.13,31.47,55.98,57.99,11.804,1067.256,12603.659
ERRE,TEL,5475,2023-07-15 15:16:46.310571,67.192,None,None,18.42,31.13,31.39,55.98,57.88,11.808,1054.878,11908.537
ERRE,TEL,5476,2023-07-15 15:16:49.319351,66.705,None,None,18.52,31.13,31.30,55.88,57.78,11.808,1092.683,12815.854
ERRE,TEL,5477,2023-07-15 15:16:52.340024,67.679,None,None,18.62,31.22,31.47,56.08,57.56,11.804,1092.195,13181.707
ERRE,TEL,5478,2023-07-15 15:16:55.354625,66.705,None,None,18.62,31.13,31.47,56.08,57.35,11.804,1115.976,12943.902
ERRE,TEL,5479,2023-07-15 15:16:58.388099,66.705,None,None,18.72,31.30,31.56,56.08,57.24,11.808,1093.659,12778.049
ERRE,TEL,5480,2023-07-15 15:17:01.399340,67.192,None,None,18.72,31.13,31.39,56.19,57.03,11.812,1014.573,11151.220
ERRE,TEL,5481,2023-07-15 15:17:04.413240,66.705,None,None,18.62,31.22,31.30,56.19,56.92,11.800,1110.976,12675.610
ERRE,TEL,5482,2023-07-15 15:17:07.421847,67.192,None,None,18.52,31.22,31.47,56.19,56.82,11.820,1090.366,12879.268
ERRE,TEL,5483,2023-07-15 15:17:10.435684,67.192,None,None,18.82,31.22,31.64,56.19,56.61,11.820,1038.293,11989.024
ERRE,TEL,5484,2023-07-15 15:17:13.444252,66.705,None,None,18.42,31.22,31.47,56.19,56.40,11.804,1102.439,12475.610
ERRE,TEL,5485,2023-07-15 15:17:16.494775,65.244,None,None,18.62,31.22,31.30,56.19,56.29,11.820,1052.561,12060.976
ERRE,TEL,5486,2023-07-15 15:17:19.504452,67.679,None,None,18.32,31.13,31.56,56.29,56.08,11.800,1009.085,12859.756
ERRE,TEL,5487,2023-07-15 15:17:22.516205,67.192,None,None,18.72,30.96,31.30,56.29,55.98,11.812,1050.854,12424.390
ERRE,TEL,5488,2023-07-15 15:17:25.524655,67.192,None,None,18.62,31.30,31.30,56.40,55.88,11.856,724.146,8585.366
ERRE,TEL,5489,2023-07-15 15:17:28.532735,66.705,None,None,18.62,31.05,31.30,56.40,55.67,11.856,727.622,8628.049
ERRE,TEL,5490,2023-07-15 15:17:31.540761,66.705,None,None,18.52,31.22,31.39,56.61,55.57,11.860,718.537,8519.512
ERRE,TEL,5491,2023-07-15 15:17:34.548767,67.192,None,None,18.42,31.05,31.30,56.50,55.36,11.860,725.366,8600.000
ERRE,TEL,5492,2023-07-15 15:17:37.556680,68.166,None,None,18.62,31.22,31.30,56.61,55.36,11.856,725.549,8600.000
ERRE,TEL,5493,2023-07-15 15:17:40.570272,66.705,None,None,18.72,31.13,31.30,56.71,55.15,11.848,806.829,9576.829
ERRE,TEL,5494,2023-07-15 15:17:43.583375,66.218,None,None,18.32,31.30,31.39,56.71,55.05,11.844,799.817,9608.537
ERRE,TEL,5495,2023-07-15 15:17:46.596400,66.218,None,None,18.42,31.05,31.30,56.71,54.85,11.856,728.841,8590.244
ERRE,TEL,5496,2023-07-15 15:17:49.609320,65.731,None,None,18.52,31.05,31.39,56.71,54.75,11.856,721.768,8650.000
ERRE,TEL,5497,2023-07-15 15:17:52.622199,66.218,None,None,18.42,30.96,31.22,56.82,54.54,11.836,859.939,11880.488
ERRE,TEL,5498,2023-07-15 15:17:55.635071,66.218,None,None,18.32,31.13,31.30,57.03,54.44,11.844,809.817,9570.732
